name	name2	strand	txStart	txEnd
NM_001013380	Dync1li2	-	106941573	106966947
NM_001039154	Cdh8	-	101552668	101940371
NM_028018	Ist1	-	112195220	112217194
NM_198625	Mtss1l	+	113245375	113265301
NM_029686	Pkd1l2	-	119519578	119606349
NM_001163760	6430548M08Rik	+	122668828	122689207
NM_001163761	6430548M08Rik	+	122638051	122689207
NM_172286	6430548M08Rik	+	122638051	122689207
NM_019707	Cdh13	+	120807510	121848827
NM_033620	Pard3	+	129587955	130136186
NM_001159907	Gm17296	-	128950551	128998965
NM_001309392	Pard3	+	129587955	130136186
NM_001309391	Pard3	+	129587955	130136186
NM_001122818	Pnpla6	+	3515383	3544267
NM_133962	Arhgef18	+	3393007	3456600
NM_010568	Insr	-	3150921	3279617
NM_015801	Pnpla6	+	3515383	3544267
NM_009932	Col4a2	+	11312804	11449287
NM_009931	Col4a1	-	11198422	11312826
NM_001113518	Arhgef7	+	11758329	11835217
NM_001113517	Arhgef7	+	11728104	11827152
NM_017402	Arhgef7	+	11758329	11835217
NM_001291768	Tfdp1	+	13338750	13378448
NM_001293668	Atp11a	+	12757015	12868728
NM_001291766	Tfdp1	+	13338803	13378448
NM_178076	Mcf2l	+	12915892	13020509
NM_001159485	Mcf2l	+	12949417	13020509
NM_001293667	Atp11a	+	12757015	12868728
NM_015804	Atp11a	+	12757015	12868728
NM_001291765	Tfdp1	+	13338750	13378448
NM_001159486	Mcf2l	+	12949417	13020509
NM_146207	Cul4a	+	13105720	13147939
NM_009361	Tfdp1	+	13338803	13378448
NM_008664	Myom2	+	15057652	15133419
NM_172751	Arhgef10	+	14911662	15001085
NM_001037736	Arhgef10	+	14911662	15001085
NM_199067	Defb50	+	22934010	22941768
NM_199257	Tpte	+	23393912	23481890
NM_011394	Slc20a2	+	23587171	23680088
NM_001277284	Ank1	+	24145570	24260969
NM_001277281	Ank1	+	24145570	24260969
NM_031158	Ank1	+	24168730	24260969
NM_001277289	Ank1	+	24168730	24260969
NM_001277286	Ank1	+	24168730	24260969
NM_001293693	Adam32	-	25946614	26059276
NM_009619	Adam3	-	25787705	25836297
NM_007404	Adam9	-	26060082	26127394
NM_153397	Adam32	-	25946614	26059276
NM_001270996	Adam9	-	26060082	26127394
NM_001001735	Whsc1l1	+	26712755	26788444
NM_008432	Kcnu1	+	26960094	27048406
NM_001308482	Whsc1l1	+	26712755	26785382
NM_001308481	Whsc1l1	+	26712072	26788444
NM_207659	Hook3	-	27131892	27229696
NM_027618	Poteg	+	28558141	28605644
NM_153135	Unc5d	-	29757188	30330108
NM_001122822	Wrn	-	34344844	34495999
NM_011721	Wrn	-	34344844	34495999
NM_001286168	Rbpms	-	34893115	35040335
NM_178648	Ubxn8	-	34730057	34752448
NM_001167922	Gtf2e2	+	34842810	34887645
NM_001167921	Gtf2e2	+	34842385	34887645
NM_001042675	Rbpms	-	34914411	35040335
NM_001042674	Rbpms	-	34893115	35040335
NM_026584	Gtf2e2	+	34842538	34887645
NM_019733	Rbpms	-	34893115	35040335
NM_175091	Tnks	-	35892232	36028744
NM_001040699	Mtmr7	-	41635512	41720146
NM_030110	Micu3	+	41393404	41471658
NM_023662	Pcm1	+	42325112	42419441
NM_026840	Pdgfrl	+	42011586	42076124
NM_001005863	Mtus1	-	42076265	42219080
NM_001205219	Sorbs2	+	46593141	46913260
NM_001033148	1700029J07Rik	-	47038959	47060606
NM_001310708	Sorbs2	+	46747346	46913260
NM_172752	Sorbs2	+	46593141	46913260
NM_001310707	Sorbs2	+	46713104	46913260
NM_001284409	Casp3	+	47702644	47725052
NM_009810	Casp3	+	47702644	47725052
NM_007981	Acsl1	+	47556390	47621405
NM_008391	Irf2	+	47825098	47932812
NM_001302163	Acsl1	+	47576319	47621405
NM_175162	Stox2	-	48265401	48437702
NM_023503	Ing2	-	48752531	48760513
NM_203507	Rwdd4a	+	48618998	48638191
NM_001114311	Stox2	-	48265401	48374756
NM_001286376	Stox2	-	48265401	48374756
NM_001145937	Tenm3	-	49311018	49760044
NM_011857	Tenm3	-	49311018	49760044
NM_009506	Vegfc	+	55162885	55271808
NM_001253756	Gpm6a	+	56040080	56146231
NM_001253754	Gpm6a	+	55864786	56146231
NM_153581	Gpm6a	+	56040080	56146231
NM_080438	Glra3	+	58419621	58604149
NM_001167981	Galnt7	-	60002621	60131852
NM_144731	Galnt7	-	60002621	60131852
NM_007711	Clcn3	-	63389185	63462108
NM_001293638	Nek1	+	63471989	63610143
NM_021506	Sh3rf1	+	63702967	63874869
NM_175089	Nek1	+	63471989	63610143
NM_173874	Clcn3	-	63389185	63462108
NM_173873	Clcn3	-	63389185	63462108
NM_001293639	Nek1	+	63471989	63610143
NM_001293637	Nek1	+	63471989	63610143
NM_001081390	Palld	-	63993819	64381487
NM_001293773	Palld	-	63990225	64238895
NM_001293783	Ddx60	+	64406883	64516498
NM_001293772	Palld	-	63990225	64381491
NM_001252621	Spock3	+	65430028	65835893
NM_023689	Spock3	+	65430141	65835893
NM_001252620	Spock3	+	65430028	65835893
NM_178633	Klhl2	-	67218471	67373822
NM_001166375	March1	+	68910199	68995536
NM_172753	Csgalnact1	-	70880679	71259045
NM_001252623	Csgalnact1	-	70880679	71259045
NM_153054	Slc18a1	-	71561606	71613121
NM_001122829	Upf1	-	72855420	72877172
NM_201607	Pde4c	+	73247962	73275075
NM_145596	Gatad2a	-	72430967	72520283
NM_030680	Upf1	-	72855420	72877172
NM_001113346	Gatad2a	-	72430967	72498282
NM_001286450	Gatad2a	-	72430967	72520283
NM_001310465	Pde4c	+	73247962	73275075
NM_001163042	Haus8	-	73775022	73796489
NM_001029873	Unc13a	-	74150611	74195656
NM_029621	Haus8	-	73775022	73796489
NM_026636	Babam1	+	73920753	73928671
NM_176940	Nwd1	+	75170609	75238645
NM_028170	1700030K09Rik	+	74967778	74984440
NM_001164235	1700007B14Rik	+	77972592	78508406
NM_027944	1700007B14Rik	+	77972592	78508406
NM_001081240	Prmt10	+	80073295	80105237
NM_030113	Arhgap10	-	79774264	80041806
NM_010332	Ednra	-	80186927	80248351
NM_001282109	Slc10a7	+	81033226	81257911
NM_001282108	Slc10a7	+	81033226	81257911
NM_029736	Slc10a7	+	81033226	81257911
NM_178267	Zfp827	+	81552335	81717665
NM_001009981	Slc10a7	+	81033226	81257911
NM_001294279	Zfp827	+	81552335	81717665
NM_001256033	Otud4	+	82163574	82201654
NM_020259	Hhip	-	82489749	82581907
NM_021356	Gab1	-	83288332	83404378
NM_001301298	Gab1	-	83288329	83404418
NM_178736	Elmod2	-	85836530	85856385
NM_001111304	Tbc1d9	+	85689250	85796839
NM_027758	Tbc1d9	+	85689250	85796839
NM_001170691	Elmod2	-	85836530	85856385
NM_177378	Rnf150	+	85387254	85615170
NM_197982	Ddx39	+	86239075	86247250
NM_001277898	Prkaca	+	86500781	86520341
NM_008854	Prkaca	+	86496876	86520341
NM_027179	Tecr	-	86095596	86118390
NM_134118	Tecr	-	86095596	86118390
NM_010906	Nfix	-	87228610	87324237
NM_001297601	Nfix	-	87228610	87298268
NM_025722	4921524J17Rik	-	87932657	87956740
NM_001037922	Cks1brt	+	87675822	87697521
NM_001081982	Nfix	-	87228610	87324237
NM_001081981	Nfix	-	87228610	87298268
NM_028007	Itfg1	-	88241455	88364848
NM_030563	N4bp1	-	89365037	89409157
NM_009172	Siah1a	-	89247836	89269905
NM_001109756	Adcy7	+	90806890	90853861
NM_033327	Zfp423	-	90185708	90483494
NM_007406	Adcy7	+	90796301	90853861
NM_001037723	Adcy7	+	90812964	90853861
NM_001037724	Adcy7	+	90818102	90853861
NM_027280	Nkd1	+	91045242	91118786
NM_001163660	Nkd1	+	91051531	91118786
NM_001310520	Zfp423	-	90185708	90328338
NM_172913	Tox3	-	92771010	92872151
NM_177224	Chd9	+	93352733	93578407
NM_011936	Fto	+	93837423	94192332
NM_001013764	Ces1a	-	95544113	95572091
NM_019415	Slc12a3	+	96853107	96890121
NM_028221	Fam192a	-	97098840	97125626
NM_001205311	Slc12a3	+	96853107	96890121
NM_009090	Polr2c	+	97381349	97388140
NM_001195413	Cngb1	-	97762942	97830485
NM_178078	Cnot1	-	98243350	98331362
NM_001145831	Kifc3	-	97623727	97666440
NM_153164	Cnot1	-	98243350	98331362
NM_001205226	Cnot1	-	98243350	98331362
NM_010631	Kifc3	-	97623727	97666440
NM_009866	Cdh11	-	105155994	105309011
NM_181990	Cmtm1	-	106817441	106834045
NM_144511	Ces3b	+	107607654	107617491
NM_022309	Cbfb	+	107694573	107741888
NM_001161458	Cbfb	+	107694573	107741888
NM_001161457	Cbfb	+	107694573	107741888
NM_001161456	Cbfb	+	107694573	107741888
NM_001159415	Ces3b	+	107607654	107617491
NM_001081241	Fam65a	+	108129128	108146118
NM_139229	Cog8	-	109572608	109580637
NM_011574	Cirh1a	+	109417539	109446994
NM_018823	Nfat5	+	109817369	109903417
NM_001286260	Nfat5	+	109817369	109903417
NM_133957	Nfat5	+	109817369	109903417
NM_009864	Cdh1	+	109127249	109194147
NM_007496	Zfhx3	+	111238543	111485536
NM_172916	Hydin	+	112790876	113134153
NM_001301211	Ap1g1	+	112302482	112388109
NM_009677	Ap1g1	+	112302482	112388109
NM_001122594	Phlpp2	+	112392502	112468571
NM_001170743	Wdr59	-	113972683	114046007
NM_007916	Ddx19a	-	113498890	113521723
NM_178086	Fa2h	-	113869037	113917721
NM_176923	Wdr59	-	113972683	114046007
NM_001170742	Wdr59	-	113972683	114046007
NM_133973	Cog4	+	113370923	113406134
NM_001310607	Cog4	+	113370499	113406134
NM_019950	Chst5	-	114413034	114434099
NM_172466	Adamts18	-	116222036	116372739
NM_029441	Cdyl2	-	119092623	119256891
NM_001163262	Cmip	+	119780918	119985405
NM_172285	Plcg2	+	120022174	120159042
NM_028941	Cmip	+	119873069	119985405
NM_030209	Crispld2	+	122516337	122576694
NM_001310635	Crispld2	+	122516337	122576694
NM_001145896	Gse1	+	123061308	123105283
NM_001145897	Gse1	+	123059756	123105283
NM_198671	Gse1	+	123012765	123105283
NM_020605	Jph3	+	124254458	124314983
NM_001110100	Banp	+	124474391	124553160
NM_080855	Zcchc14	-	124122602	124175833
NM_016812	Banp	+	124474391	124553160
NM_001285983	Banp	+	124474391	124553160
NM_001285981	Banp	+	124474391	124553160
NM_009824	Cbfa2t3	-	125149035	125223009
NM_001109873	Cbfa2t3	-	125149035	125202075
NM_144932	Acsf3	+	125299404	125341781
NM_001081379	Ankrd11	-	125407721	125566184
NM_177289	Cbfa2t3	-	125149035	125202075
NM_001029993	Zc3h18	+	124900515	124941260
NM_001029994	Zc3h18	+	124900515	124941260
NM_001310650	Zc3h18	+	124900508	124941265
NM_019552	Abcb10	-	126476358	126507022
NM_009003	Rab4a	+	126329895	126359191
NM_010322	Gnpat	+	127386932	127413957
NM_023709	Capn9	+	127100010	127142631
NM_174853	Disc1	+	127578094	127785051
NM_174854	Disc1	+	127578094	127785051
NM_145608	BC021891	+	128434349	128471339
NM_175561	Pcnxl2	-	128275407	128422217
NM_175434	Slc35f3	+	128822478	128919877
NM_001013580	Pard3	+	129823551	129925959
NM_001122850	Pard3	+	129587955	129925959
NM_001013581	Pard3	+	129823511	129957044
NM_008737	Nrp1	+	130882972	131029375
NM_029292	Ccdc7b	+	131591033	131707632
NM_001168369	Ccdc7b	+	131591033	131707632
NM_001033378	A430078G23Rik	+	3353414	3390299
NM_080461	Zfp358	+	3493137	3497208
NM_053177	Mcoln1	+	3500518	3515231
NM_008790	Pcp2	-	3623370	3625282
NM_001129804	Pcp2	-	3623373	3625049
NM_027171	Camsap3	+	3587449	3609075
NM_001163749	Camsap3	+	3587449	3609075
NM_022984	Retn	+	3655769	3658095
NM_001204959	Retn	+	3655769	3659818
NM_001129803	Pcp2	-	3623373	3625545
NM_001195244	Pet100	+	3621550	3624235
NM_001253745	Fcer2a	-	3681736	3690861
NM_001253743	Fcer2a	-	3681736	3694174
NM_001253739	Fcer2a	-	3681736	3690390
NM_029465	Clec4g	-	3716070	3720651
NM_013517	Fcer2a	-	3681736	3694174
NM_001253737	Fcer2a	-	3681736	3690861
NM_001253747	Fcer2a	-	3681736	3694174
NM_001253746	Fcer2a	-	3681736	3690861
NM_025701	Trappc5	+	3676476	3680921
NM_133238	Cd209a	-	3743394	3748984
NM_001037800	Cd209b	-	3917654	3926841
NM_001287211	Cd209b	-	3917654	3926841
NM_026972	Cd209b	-	3917654	3926841
NM_026956	Cd209f	-	4102792	4105764
NM_001039578	Evi5l	+	4166566	4193701
NM_027343	Cd209g	+	4134735	4137707
NM_001042557	Map2k7	+	4238739	4247897
NM_011944	Map2k7	+	4238739	4247897
NM_011592	Timm44	-	4259730	4275905
NM_028175	Lrrc8e	+	4226826	4237470
NM_001164172	Map2k7	+	4238739	4247897
NM_183315	Ctxn1	-	4257645	4259274
NM_001291783	Map2k7	+	4240104	4247897
NM_001291778	Map2k7	+	4240104	4247897
NM_001291777	Map2k7	+	4238739	4247897
NM_010485	Elavl1	-	4284781	4325100
NM_207203	Prr36	-	4209542	4217312
NM_009138	Ccl25	+	4349587	4360020
NM_026058	Cers4	+	4493404	4526079
NM_176849	Arglu1	-	8666575	8690537
NM_001081119	Abhd13	+	9977716	9992154
NM_026868	Abhd13	+	9977716	9992154
NM_176953	Lig4	-	9970019	9976323
NM_001190357	Carkd	+	11497505	11513286
NM_026995	Carkd	+	11497567	11513286
NM_001293661	Carkd	+	11497505	11513286
NM_011227	Rab20	-	11453976	11478499
NM_001302460	Ing1	+	11556064	11563251
NM_001302459	Ing1	+	11558409	11563251
NM_001302458	Ing1	+	11555761	11563251
NM_001302457	Ing1	+	11556062	11563251
NM_011919	Ing1	+	11556456	11563251
NM_001167967	Ankrd10	-	11613840	11635757
NM_001302451	Ing1	+	11556064	11563251
NM_133971	Ankrd10	-	11611580	11635757
NM_001281975	Ankrd10	-	11611580	11635757
NM_001281974	Ankrd10	-	11611580	11635757
NM_009233	Sox1	+	12395518	12399555
NM_007972	F10	+	13037307	13056676
NM_010172	F7	+	13026033	13035805
NM_001242368	F10	+	13037307	13056676
NM_178708	Pcid2	-	13077524	13105343
NM_025768	Grtp1	-	13176868	13200624
NM_001317353	Lamp1	+	13159160	13175338
NM_010684	Lamp1	+	13159160	13175338
NM_001042650	Dcun1d2	-	13255962	13288126
NM_001042651	Dcun1d2	-	13255962	13288126
NM_001042649	Dcun1d2	-	13255962	13288126
NM_172282	Tmco3	+	13288012	13322924
NM_001024504	Dcun1d2	-	13255962	13288126
NM_011881	Grk1	+	13405080	13421949
NM_001143672	Tmem255b	+	13435458	13461451
NM_001143671	Tmem255b	+	13435458	13461451
NM_019521	Gas6	-	13465373	13494535
NM_025601	1700029H14Rik	-	13550721	13562461
NM_001080781	1700029H14Rik	-	13550721	13562461
NM_001101519	4932443I19Rik	+	13705888	13743066
NM_025556	Coprs	-	13884787	13890271
NM_153093	AF366264	-	13835230	13838089
NM_025924	Upf3a	+	13785614	13798537
NM_181854	Champ1	+	13869640	13881639
NM_173744	Tdrp	-	13952007	13974777
NM_001034862	Erich1	-	14027564	14090327
NM_012000	Cln8	+	14888535	14901719
NM_029116	Kbtbd11	+	15011024	15033332
NM_007426	Angpt2	-	18690262	18741562
NM_001113350	Xkr5	-	18932728	18950975
NM_001286469	Xkr5	-	18932728	18950871
NM_176951	Xkr5	-	18932728	18950975
NM_181683	Defb37	-	18986232	18991055
NM_183039	Defb40	-	18974939	18978116
NM_183035	Defb34	+	19123751	19126540
NM_152802	Defb12	-	19111930	19114833
NM_183036	Defb38	-	19023463	19026529
NM_183038	Defb39	-	19052825	19064810
NM_001039563	Spag11b	+	19140758	19143010
NM_183026	Defb14	+	19194327	19195309
NM_153115	Spag11a	+	19157886	19159578
NM_030734	Defb5	+	19247591	19250828
NM_054074	Defb6	+	19225477	19228209
NM_001025351	Defb46	+	19239915	19242143
NM_019728	Defb4	+	19198703	19201547
NM_001286493	Spag11b	+	19140758	19143010
NM_013756	Defb3	+	19293360	19295339
NM_139220	Defb7	+	19495096	19497775
NM_153108	Defb8	-	19445769	19447606
NM_001039553	4930467E23Rik	+	19729575	19753602
NM_001270553	Gm21119	+	19729575	19753527
NM_001270553	Gm21119	-	19933241	19958780
NM_001177408	Gm15319	-	19933241	19958780
NM_001012640	AY761185	-	22083372	22084427
NM_001025353	Gm6040	-	22056168	22061750
NM_001177471	Gm15056	-	22040296	22041664
NM_007848	Defa-rs7	+	22194718	22195696
NM_183253	Defa21	+	22165223	22166196
NM_001177485	Gm15284	+	22274328	22275277
NM_001177482	Gm14851	-	22234649	22235729
NM_001177481	Gm10104	+	22204716	22205680
NM_007849	Defa25	+	22224120	22224964
NM_001012307	Defa23	+	22194718	22195695
NM_007848	Defa-rs7	+	22331251	22332229
NM_010039	Defa4	-	22371748	22371912
NM_001177487	Gm15292	+	22389440	22390140
NM_001177486	Gm15293	+	22341282	22342125
NM_001012307	Defa23	+	22331251	22332228
NM_207658	Defa22	+	22301955	22302928
NM_007850	Defa3	+	22427087	22428056
NM_007844	Defa-rs1	-	22465566	22466699
NM_001170955	Gm15299	+	22455224	22456066
NM_007851	Defa5	+	22437072	22438054
NM_001177526	Gm7861	-	22566010	22566989
NM_001195634	Defa2	+	22619729	22620708
NM_001177518	Gm7849	-	22565898	22566989
NM_001177521	Gm15308	+	22639501	22640484
NM_001270555	Gm21002	+	22639501	22640484
NM_183268	Defa20	+	22619729	22620709
NM_001177528	Gm15315	+	22776268	22777205
NM_001167790	Defa17	+	22766238	22767208
NM_001177526	Gm7861	-	22703958	22704937
NM_001177518	Gm7849	-	22703846	22704937
NM_001177523	Gm6696	+	22693498	22694339
NM_001177522	Gm14850	+	22675857	22676822
NM_001079933	Defa26	+	22728639	22729444
NM_001270613	Gm21498	+	22675857	22676816
NM_007843	Defb1	+	22887026	22905657
NM_001024225	Defa24	+	22844965	22845943
NM_001007582	AY761184	-	22812995	22814119
NM_139225	Defb10	+	22969372	22972482
NM_139223	Defb13	+	23057233	23059094
NM_139222	Defb15	-	23040284	23043182
NM_139221	Defb11	-	23015845	23016904
NM_139219	Defb9	-	22992184	22995906
NM_010030	Defb2	+	22950397	22953953
NM_139224	Defb35	+	23048823	23051350
NM_007511	Atp7b	-	23104819	23170546
NM_001081662	Fam90a1a	+	23069185	23074775
NM_001243161	Alg11	+	23171192	23182099
NM_183142	Alg11	+	23171192	23182099
NM_011848	Nek3	-	23238754	23276907
NM_001004140	Ckap2	-	23278623	23296291
NM_001162947	Nek3	-	23238757	23272966
NM_019576	Thsd1	+	23337774	23371804
NM_001205253	Thsd1	+	23337774	23371804
NM_001293688	Thsd1	+	23337774	23371804
NM_001012667	Smim19	-	23573085	23587351
NM_181325	Slc25a15	-	23486021	23509093
NM_020560	Mrps31	+	23521811	23540137
NM_001146117	Smim19	-	23573085	23587351
NM_011696	Vdac3	-	23687546	23704285
NM_001198998	Vdac3	-	23687546	23704285
NM_010546	Ikbkb	-	23769676	23817055
NM_001159774	Ikbkb	-	23769676	23817055
NM_011130	Polb	-	23738590	23763909
NM_001122820	Ap3m2	-	23897825	23916126
NM_029505	Ap3m2	-	23897825	23916126
NM_008872	Plat	+	23868193	23893320
NM_029002	Nkx6-3	+	24263742	24269420
NM_001282148	Gm15816	-	24249256	24260057
NM_020585	Golga7	-	24351797	24367552
NM_001042484	Golga7	-	24351797	24367552
NM_024240	Gins4	-	24337081	24348140
NM_018743	Gpat4	-	24283417	24318925
NM_001310437	Ank1	+	24249501	24260969
NM_001310436	Ank1	+	24249501	24260969
NM_013834	Sfrp1	+	24521973	24560104
NM_145949	Ido2	-	25642363	25686805
NM_010084	Adam18	-	25712717	25785227
NM_008324	Ido1	-	25694604	25707424
NM_001293690	Ido1	-	25694604	25706138
NM_001272059	Adam5	-	25837564	25934841
NM_007401	Adam5	-	25843455	25934841
NM_001272058	Adam5	-	25837564	25934841
NM_001272057	Adam5	-	25843455	25934841
NM_001081187	Htra4	-	26135399	26149434
NM_027194	Tm2d2	+	26127682	26133732
NM_031257	Plekha2	-	26149616	26212283
NM_199323	Tacc1	-	26265023	26312014
NM_177089	Tacc1	-	26265023	26312014
NM_010206	Fgfr1	+	26629230	26686190
NM_173012	Letm2	-	26688961	26707959
NM_001079908	Fgfr1	+	26629230	26686190
NM_001079909	Fgfr1	+	26629230	26686190
NM_028102	Ddhd2	-	26835795	26864752
NM_028000	Plpp5	+	26830519	26835359
NM_001081269	Whsc1l1	+	26751048	26830139
NM_001293703	Plpp5	+	26830519	26835359
NM_001286207	Ash2l	-	26926472	26950929
NM_011791	Ash2l	-	26926472	26951259
NM_001080793	Ash2l	-	26926472	26958166
NM_026121	Bag4	-	26875010	26895681
NM_029884	Hgsnat	-	27054930	27087216
NM_199042	Thap1	+	27268640	27274623
NM_001101502	Zfp703	+	28087807	28091934
NM_001039078	Prosc	+	28153026	28160713
NM_001039077	Prosc	+	28153026	28160713
NM_054057	Prosc	+	28153026	28166604
NM_001110508	Zfp703	+	28087807	28091934
NM_153592	Erlin2	+	28134270	28149907
NM_001080813	Rab11fip1	-	28249244	28285118
NM_054044	Adgra2	+	28196312	28233908
NM_029423	Rab11fip1	-	28249244	28285118
NM_007918	Eif4ebp1	+	28370798	28386128
NM_001013609	Tex24	+	28454865	28459660
NM_021369	Chrna6	-	28513683	28524416
NM_027454	Chrnb3	+	28479182	28510202
NM_173212	Chrnb3	+	28479182	28510202
NM_001012517	Fut10	+	32297802	32372396
NM_001286424	Fut10	+	32297802	32348266
NM_001199988	Tti2	+	32260787	32275175
NM_144927	Tti2	+	32260787	32270560
NM_134161	Fut10	+	32297802	32348266
NM_001286425	Fut10	+	32297802	32372396
NM_001286422	Fut10	+	32297802	32372396
NM_152821	Purg	+	34496796	34498001
NM_001098233	Purg	+	34496796	34527941
NM_017374	Ppp2cb	+	34710092	34730276
NM_031374	Tex15	+	34681015	34696057
NM_010344	Gsr	+	34763709	34808634
NM_001206849	Smim18	-	34852583	34858242
NM_026432	Saraf	+	35217616	35233901
NM_011722	Dctn6	-	35153474	35171766
NM_001126314	Mboat4	+	35178083	35188239
NM_001293758	Dctn6	-	35153474	35170868
NM_001293757	Dctn6	-	35153474	35171766
NM_001293759	Dctn6	-	35153474	35171766
NM_026067	Eri1	-	36528318	36558587
NM_027998	Cldn23	-	36887762	36889613
NM_172911	D8Ertd82e	+	37157881	37210841
NM_015802	Dlc1	-	37630792	37676997
NM_001039220	AI429214	+	38056628	38058587
NM_001113326	Msr1	-	40667053	40728032
NM_031195	Msr1	-	40688805	40728032
NM_030610	Fgf20	-	41364519	41372307
NM_033560	Vps37a	+	41597136	41636488
NM_001271543	Cnot7	-	41577891	41597108
NM_001271542	Cnot7	-	41577891	41601201
NM_011135	Cnot7	-	41577891	41597108
NM_010086	Adam24	+	41760447	41767553
NM_011781	Adam25	+	41837561	41841530
NM_001025380	Adam39	+	41908362	41912215
NM_001009548	Adam20	+	41878626	41882657
NM_007514	Slc7a2	+	41947720	42007424
NM_001044740	Slc7a2	+	41947720	42007424
NM_001005864	Mtus1	-	42076265	42140150
NM_001005865	Mtus1	-	42076265	42127285
NM_001286413	Mtus1	-	42076265	42200021
NM_145594	Fgl1	-	42276787	42300510
NM_019734	Asah1	-	42425999	42460051
NM_013522	Frg1	-	42482807	42502472
NM_177742	Triml1	-	44215160	44226840
NM_001160412	Triml2	+	44268475	44279238
NM_009556	Zfp42	-	44380420	44392363
NM_010085	Adam26a	-	44653629	44662061
NM_001009547	Adam26b	-	44605217	44613491
NM_001079931	Gm5347	-	44759011	44784845
NM_145745	Adam34	-	44735662	44750914
NM_028066	F11	-	46326521	46347385
NM_008455	Klkb1	-	46354806	46380189
NM_153535	Fam149a	-	46422068	46467645
NM_026278	Lrp2bp	+	47095955	47114830
NM_138668	Ufsp2	+	47060881	47082310
NM_177240	Trappc11	-	48575481	48618824
NM_172407	Cdkn2aip	-	48794697	48799285
NM_029383	Cldn22	+	48909835	48910829
NM_001111318	Cldn24	+	48907496	48908159
NM_178788	Dctd	+	49195311	49227021
NM_001161515	Dctd	+	49195366	49227021
NM_001161516	Dctd	+	49184445	49227021
NM_001005847	Aga	+	54597055	54608776
NM_001205054	Aga	+	54597055	54608776
NM_146208	Neil3	-	54672220	54724419
NM_029701	Spcs3	-	55605786	55615351
NM_028220	Wdr17	-	55714968	55804031
NM_001172152	Wdr17	-	55714968	55809721
NM_175939	Adam29	-	58349708	58385761
NM_008278	Hpgd	+	58773348	58799843
NM_010402	Hand2	+	59799779	59803314
NM_009136	Scrg1	+	59934719	59956382
NM_021788	Sap30	-	59961498	59966657
NM_008252	Hmgb2	+	59990639	59994796
NM_001177534	Gm15881	-	61177645	61179593
NM_173411	BC030500	+	61390551	61393095
NM_011834	Aadat	+	62984920	63024474
NM_001177881	Mfap3l	+	63133900	63155528
NM_027756	Mfap3l	+	63111621	63155528
NM_001177882	Mfap3l	+	63134353	63155528
NM_001293769	Mfap3l	+	63111621	63155528
NM_173876	Clcn3	-	63389185	63433596
NM_145595	Cbr4	+	63966530	63982297
NM_001293774	Palld	-	63990225	64069966
NM_001136089	Anxa10	-	64535838	64601990
NM_011922	Anxa10	-	64535838	64601990
NM_028427	Tmem192	+	67471083	67492935
NM_001163747	Tmem192	+	67471083	67492935
NM_001177551	Trim61	-	67536874	67542587
NM_001297554	Apela	-	67552315	67561235
NM_153110	Trim61	-	67536874	67542587
NM_153097	Trim60	-	67522346	67542587
NM_028927	Tktl2	+	69035638	69037677
NM_001271574	Tktl2	+	69035638	69043098
