name	name2	txStart	txEnd
NM_001290704	Slc25a14	45976754	46015475
NM_001290703	Slc25a14	45976754	46015475
NM_178782	Bcorl1	45694534	45759905
NM_001290708	Smarca1	45162546	45245729
NM_053123	Smarca1	45162546	45245729
NM_011228	Rab33a	45872461	45883417
NM_133213	Xpnpep2	45461901	45490158
NM_145951	Enox2	46362883	46641419
NM_001271451	Enox2	46362883	46641419
NM_001271450	Enox2	46362883	46641419
NM_001271449	Enox2	46362883	46641419
NM_001271448	Enox2	46362883	46641419
NM_001271447	Enox2	46362883	46641419
NM_001290468	Hs6st2	48739813	49033654
NM_015819	Hs6st2	48739813	49033654
NM_031388	Usp26	49107135	49154410
NM_001290467	Hs6st2	48739813	49034779
NM_001077202	Hs6st2	48739813	49034779
NM_134163	Mbnl3	48466670	48559167
NM_001310515	Mbnl3	48466670	48559167
NM_016697	Gpc3	49625603	49967151
NM_008150	Gpc4	49406194	49518100
NM_001220498	Gm14625	52683411	52700069
NM_030139	Zfp449	53599576	53618851
NM_010211	Fhl1	53984937	54046523
NM_001077361	Fhl1	53985133	54046523
NM_172780	Slc9a6	53863011	53917407
NM_172779	Ddx26b	53708015	53761020
NM_001290415	Fgf13	56315323	56419265
NM_010200	Fgf13	56315323	56387613
NM_001037863	Atp11c	57476466	57657156
NM_007979	F9	57252640	57283937
NM_001001798	Atp11c	57476466	57657156
NM_001289731	Mcf2	57309132	57432266
NM_001305797	F9	57252640	57283937
NM_001199349	Cd99l2	68673234	68746024
NM_019926	Mtm1	68468256	68568470
NM_001293625	Hmgb3	68809091	68813848
NM_001293624	Hmgb3	68809091	68813848
NM_001293623	Hmgb3	68809091	68813848
NM_008253	Hmgb3	68809091	68813848
NM_001164192	Mtm1	68468180	68568470
NM_001164191	Mtm1	68468180	68568470
NM_001164190	Mtm1	68463941	68568470
NM_138309	Cd99l2	68673234	68746024
NM_020280	Magea4	69467355	69468303
NM_008067	Gabra3	69678014	69901585
NM_023132	Renbp	71167459	71176189
NM_001025384	DXBay18	70382570	70394789
NM_001164704	Renbp	71167459	71176189
NM_001029868	Pdzd4	71038695	71070308
NM_177236	Atp2b3	70748424	70818609
NM_001290540	Pdzd4	71038695	71070308
NM_001025383	Gm14685	70382570	70388763
NM_001310537	Atp2b3	70748424	70803553
NM_001136067	Ikbkg	71669950	71699117
NM_138607	Fam50a	71558371	71565488
NM_178590	Ikbkg	71675019	71699117
NM_031379	Tktl1	71422597	71453837
NM_001161424	Ikbkg	71638629	71699117
NM_001161423	Ikbkg	71638629	71699117
NM_001161422	Ikbkg	71674653	71699117
NM_001161421	Ikbkg	71669950	71699117
NM_010547	Ikbkg	71675019	71699117
NM_007977	F8	72418055	72625380
NM_001161374	F8	72418055	72625380
NM_001161373	F8	72418055	72625380
NM_027768	5430402E10Rik	75233629	75238906
NM_001289683	Prrg1	75694948	75829236
NM_001164275	Prrg1	75694948	75829144
NM_027322	Prrg1	75694948	75829236
NM_001314038	Dmd	82293633	82389750
NM_001314037	Dmd	82293633	82450389
NM_001314036	Dmd	82293633	82450389
NM_001314035	Dmd	82293633	82450389
NM_001314034	Dmd	82293633	82450389
NM_008194	Gk	82947275	83022158
NM_212444	Gk	82947275	83022158
NM_001294140	Gk	82947275	83022158
NM_001294138	Gk	82947275	83022158
NM_008892	Pola1	90550104	90877494
NM_177546	Pcyt1b	90900201	90995287
NM_211138	Pcyt1b	90920450	90995287
NM_001199339	Apoo	91612492	91662431
NM_001199338	Apoo	91612492	91662431
NM_001199337	Apoo	91612492	91662431
NM_001039061	Klhl15	91480268	91518854
NM_001044386	Zfx	91319969	91368746
NM_011768	Zfx	91319969	91368746
NM_008179	Gspt2	91881407	91883900
NM_001039060	Klhl15	91480268	91501307
NM_001039059	Klhl15	91480268	91501307
NM_026673	Apoo	91612448	91662431
NM_153165	Klhl15	91480268	91501307
NM_001313743	Asb12	92665537	92753326
NM_080858	Asb12	92665537	92673468
NM_181273	Heph	93651684	93726762
NM_001310755	Hsf3	93501516	93651633
NM_001159627	Heph	93651684	93769823
NM_001159628	Heph	93650774	93769823
NM_010417	Heph	93650774	93769823
NM_172931	Hsf3	93501516	93651633
NM_010110	Efnb1	96331399	96344361
NM_052976	Ophn1	95749618	96086364
NM_001313755	Ophn1	95749618	96086364
NM_001313754	Ophn1	95749618	96086364
NM_001313756	Ophn1	96069064	96086364
NM_001167997	Tex11	98073220	98254978
NM_001110311	Snx12	98293124	98417902
NM_031384	Tex11	98033986	98254978
NM_008446	Kif4	97821403	97922610
NM_001163610	Nhsl2	99044723	99287394
NM_008832	Phka1	99709313	99839585
NM_173021	Phka1	99709313	99839585
NM_009592	Abcb7	101475903	101609185
NM_009197	Slc16a2	100892752	101017327
NM_175358	Zdhhc15	101732308	101866403
NM_001109757	Atp7a	103222562	103323499
NM_009726	Atp7a	103222562	103323499
NM_001167988	Taf9b	103402212	103416497
NM_009530	Atrx	102992955	103124711
NM_008409	Itm2a	104592533	104598699
NM_001177781	Gpr174	104451216	104492108
NM_001033251	Gpr174	104451366	104492108
NM_001271008	Fam46d	104987928	105068250
NM_025921	2610002M06Rik	104978090	105011673
NM_001290459	Hdx	108688812	108810688
NM_001080549	Hdx	108688812	108810688
NM_025949	Rps6ka6	108501445	108651568
NM_001313733	Apool	109424960	109486364
NM_001313734	Apool	109424960	109486364
NM_026565	Apool	109424960	109486364
NM_033605	Dach2	110411864	110949995
NM_018818	Chm	110154200	110299124
NM_001142570	Dach2	110411864	110948700
NM_001289734	Dach2	110411118	110949995
NM_001289733	Dach2	110411118	110948700
NM_001289732	Dach2	110411118	110949995
NM_172781	Klhl4	111587941	111674738
NM_001290477	Klhl4	111587941	111674738
NM_001290478	Klhl4	111587941	111674738
NM_001281537	Cldn34c4	124255709	124271086
NM_001167995	Trmt2b	130797022	130811523
NM_001167994	Trmt2b	130757493	130811523
NM_010078	Drp2	130939318	130991112
NM_001105245	Pcdh19	130117399	130223532
NM_172540	Trmt2b	130757493	130811523
NM_001105246	Pcdh19	130117399	130223532
NM_010297	Glra4	133292212	133314260
NM_001254761	Rnf128	136097878	136207684
NM_175326	D330045A20Rik	136014905	136089119
NM_013724	Nrk	135448968	135543629
NM_023270	Rnf128	136145158	136207684
NM_001077364	Tsc22d3	137074067	137135061
NM_011845	Mid2	137212566	137302254
NM_001172148	Rbm41	136424049	136533134
NM_001081668	Nup62cl	136542211	136597107
NM_053185	Col4a6	137599945	137908619
NM_007736	Col4a5	137909961	138123778
NM_010572	Irs4	138145540	138159760
NM_174875	Atg4a	137491455	137598813
NM_001163155	Col4a5	137909961	138123778
NM_001199357	Tmem164	139115942	139278037
NM_207625	Acsl4	138752535	138825078
NM_001199360	Tmem164	139116268	139272914
NM_001033600	Acsl4	138752535	138825078
NM_001290533	Nxt2	138663245	138674243
NM_001290532	Nxt2	138661312	138674243
NM_001161430	Nxt2	138662479	138674243
NM_019477	Acsl4	138752535	138825078
NM_001007576	Gucy2f	138513831	138631479
NM_172782	Nxt2	138662719	138674243
NM_177592	Tmem164	139115942	139272914
NM_008778	Pak3	139997806	140232339
NM_001195048	Pak3	139953133	140232339
NM_001195049	Pak3	140100287	140232339
NM_001114385	Chrdl1	139720216	139828805
NM_007603	Capn6	140236779	140261955
NM_001033795	Zcchc16	141123449	141556953
NM_009428	Trpc5	140811869	141122723
NM_001195579	Trpc5os	140891124	140911606
NM_008312	Htr2c	143397055	143631820
NM_001114400	Gm15127	146219021	146419525
NM_001122735	Gm15091	146376197	146419525
NM_001271679	Wnk3	147632620	147754735
NM_001271678	Wnk3	147632620	147754735
NM_008824	Pfkfb1	147024463	147078421
NM_001113354	Phf8	147955214	148068400
NM_001114664	Iqsec2	148578810	148659780
NM_021523	Huwe1	148237824	148369961
NM_177201	Phf8	147955214	148060376
NM_001005475	Iqsec2	148613551	148659780
NM_172441	Shroom2	149044051	149204029
NM_001290684	Shroom2	149044051	149204029
NM_009121	Sat1	151647668	151650992
NM_001291865	Sat1	151647668	151650992
NM_011077	Phex	153596617	153853218
NM_172307	Mbtps2	153985753	154036647
NM_177751	Cnksr2	154259504	154481129
NM_001310719	Cnksr2	154259504	154481129
NM_001033472	A830080D01Rik	155970599	156031013
NM_148945	Rps6ka3	155693713	155806176
NM_001177878	Phka2	156940365	157036810
NM_001290445	Adgrg2	156828621	156936008
NM_001079848	Adgrg2	156828621	156936008
NM_178712	Adgrg2	156828621	156936008
NM_001079847	Adgrg2	156828621	156936008
NM_001290446	Adgrg2	156828621	156936008
NM_001177879	Phka2	156940097	157029654
NM_011147	Ppef1	157061026	157157904
NM_001135728	Sh3kbp1	156278399	156413852
NM_001079857	Adgrg2	156828621	156936008
NM_172783	Phka2	156940365	157029654
NM_001290651	Scml2	157600681	157696145
NM_001103367	Rai2	158154967	158217426
NM_198409	Rai2	158155484	158217426
NM_001290652	Scml2	157600681	157696145
NM_178935	Txlng	159216848	159267386
NM_001290777	Txlng	159226721	159267386
NM_001290633	Reps2	158849883	159081590
NM_178256	Reps2	158849883	159081590
NM_001290778	Txlng	159226721	159267386
NM_001290776	Txlng	159216848	159267386
NM_009759	Bmx	160630773	160696125
NM_001308489	Figf	160811453	160838903
NM_027027	Asb9	160935834	160977684
NM_010216	Figf	160811453	160840582
NM_023122	Gpm6b	162676874	162826965
NM_001177962	Gpm6b	162676874	162826965
NM_001177961	Gpm6b	162676874	162826965
NM_001177960	Gpm6b	162782484	162826965
NM_001177959	Gpm6b	162782484	162826965
NM_001177958	Gpm6b	162782484	162826965
NM_001177955	Gpm6b	162782484	162826965
NM_001177957	Gpm6b	162782484	162826965
NM_001177956	Gpm6b	162782484	162826965
NM_001290427	Frmpd4	163909237	164560929
NM_001290428	Frmpd4	163909237	164293009
NM_001290506	Mid1	166317550	166428729
NM_001290505	Mid1	166317550	166428729
NM_001290512	Mid1	166123130	166428729
NM_001290504	Mid1	166266090	166428729
NM_010797	Mid1	166123130	166428729
NM_001270669	Gm21951	3241680	3243601
NM_001270667	Gm21950	3241680	3243584
NM_001243015	Gm2913	3461360	3463320
NM_001270669	Gm21951	3461371	3463292
NM_001270667	Gm21950	3461371	3463275
NM_001270685	Gm21637	3546313	3547091
NM_029106	Spin2-ps1	3546313	3547091
NM_001270669	Gm21951	3907038	3908959
NM_001270667	Gm21950	3907055	3908959
NM_001243024	Gm3763	4598165	4600108
NM_010850	Mycs	5044021	5046383
NM_021431	Nudt11	5624624	5631869
NM_001033211	AU022751	5658335	5660538
NM_001031664	Nudt10	5745814	5750109
NM_001166433	AU022751	5658335	5660538
NM_009757	Bmp15	5891223	5897841
NM_001042542	Akap4	6645335	6655732
NM_009651	Akap4	6644640	6655732
NM_183015	Ccnb3	6556777	6618745
NM_016691	Clcn5	6735537	6765840
NM_019461	Usp27x	6949716	6952956
NM_001199347	Foxp3	7156801	7172369
NM_001199348	Foxp3	7157608	7172369
NM_138605	Ppp1r3f	7135687	7151407
NM_001290574	Ppp1r3f	7135687	7151407
NM_138603	Ccdc22	7170934	7182546
NM_054039	Foxp3	7156801	7172369
NM_172372	Wdr45	7299345	7305327
NM_001290794	Wdr45	7300052	7305327
NM_001290624	Prickle3	7234504	7245312
NM_009305	Syp	7215705	7230382
NM_001290795	Wdr45	7299345	7305327
NM_019755	Plp2	7245066	7248516
NM_173747	Gpkow	7274259	7287385
NM_001290792	Wdr45	7299345	7305327
NM_018832	Magix	7250291	7258215
NM_207202	Ccdc120	7308839	7318450
NM_001290536	Otud5	7418956	7453752
NM_138606	Pim2	7455431	7460558
NM_138604	Otud5	7418956	7453752
NM_001271491	Tfe3	7341166	7352328
NM_001290455	Gripap1	7367118	7397693
NM_001105197	Tfe3	7341068	7352328
NM_001290537	Otud5	7419207	7453752
NM_008423	Kcnd1	7400884	7415404
NM_207670	Gripap1	7367118	7397693
NM_001313693	Timm17b	7476802	7484778
NM_013892	Pcsk1n	7496947	7501536
NM_001130416	Hdac6	7507247	7525015
NM_027227	Glod5	7581326	7595618
NM_001252529	Pqbp1	7471644	7476395
NM_001252528	Pqbp1	7471644	7476126
NM_008089	Gata1	7536385	7545036
NM_011591	Timm17b	7476461	7484778
NM_019478	Pqbp1	7471644	7476126
NM_010413	Hdac6	7507247	7525015
NM_001290783	Wdr13	7700426	7709984
NM_009515	Was	7658591	7667617
NM_016809	Rbm3	7716100	7723006
NM_001166411	Rbm3	7719481	7723006
NM_026137	Wdr13	7700426	7709984
NM_011514	Suv39h1	7638296	7651886
NM_001293658	Rbm3	7719481	7723006
NM_001166410	Rbm3	7719481	7723006
NM_001166409	Rbm3	7719481	7723006
NM_028542	Wdr13	7700426	7709984
NM_001290716	Suv39h1	7638296	7651439
NM_016913	Porcn	7770971	7783651
NM_023638	Porcn	7770971	7783651
NM_172479	Slc38a5	7848506	7857302
NM_007898	Ebp	7762454	7770638
NM_001290430	Ftsj1	7815793	7829532
NM_001308474	Porcn	7770971	7783651
NM_145908	Porcn	7770971	7783651
NM_133991	Ftsj1	7815793	7829532
NM_145907	Porcn	7770971	7783651
NM_199066	Ssxb9	7944103	7952514
NM_001134226	Ssxb2	8031468	8038852
NM_001205108	Ssxb6	8119729	8125381
NM_001001450	Ssxb2	8031468	8038852
NM_001081565	Ssxb8	8262456	8267970
NM_031261	Fthl17e	8610611	8611459
NM_001099326	Fthl17d	8563065	8563798
NM_001085525	Fthl17c	8552843	8553685
NM_001277184	Fthl17-ps1	8552843	8553715
NM_001277184	Fthl17-ps1	8620676	8621536
NM_001038697	Fthl17f	8640215	8640948
NM_001270700	4930402K13Rik	8681687	8683468
NM_023500	Xk	8849909	8890371
NM_001085537	Gm14501	8927724	8928263
NM_001085517	Gm5132	9149085	9149517
NM_025975	Dynlt3	9231395	9240109
NM_029229	4930557A04Rik	9426828	9427378
NM_026096	Hypm	9424072	9424626
NM_001177954	Rpgr	9784126	9793921
NM_001177953	Rpgr	9758091	9793921
NM_001177952	Rpgr	9735341	9793579
NM_001177951	Rpgr	9737734	9793921
NM_001177950	Rpgr	9735341	9793921
NM_011285	Rpgr	9735341	9793921
NM_001166635	Mid1ip1	10294490	10296828
NM_026524	Mid1ip1	10294490	10296828
NM_001242949	Gm14477	10876446	10876764
NM_001242950	Gm14476	10876446	10876764
NM_001242954	Gm14475	10876446	10876764
NM_001242951	Gm14479	10876446	10876764
NM_001242950	Gm14476	10895450	10895768
NM_001242950	Gm14476	10898617	10898935
NM_001242950	Gm14476	10901784	10902102
NM_001242949	Gm14477	10882780	10883098
NM_001242949	Gm14477	10885949	10886267
NM_001242949	Gm14477	10892283	10892601
NM_001242949	Gm14477	10895450	10895768
NM_001242953	Gm14478	10898578	10899020
NM_001242947	Gm14474	10879557	10880047
NM_001242952	Gm14482	10885880	10886389
NM_001242952	Gm14482	10892214	10892723
NM_001242952	Gm14482	10895381	10895890
NM_001242952	Gm14482	10898548	10899057
NM_001242954	Gm14475	10882780	10883098
NM_001242953	Gm14478	10895411	10895853
NM_001242949	Gm14477	10898617	10898935
NM_001242949	Gm14477	10901784	10902102
NM_001242951	Gm14479	10892283	10892601
NM_001242951	Gm14479	10895450	10895768
NM_001242951	Gm14479	10898617	10898935
NM_001242951	Gm14479	10901784	10902102
NM_001242951	Gm14479	10882780	10883098
NM_001242950	Gm14476	10885949	10886267
NM_001242950	Gm14476	10892283	10892601
NM_001242950	Gm14476	10882780	10883098
NM_001242951	Gm14479	10885949	10886267
NM_001242954	Gm14475	10898617	10898935
NM_001242954	Gm14475	10895450	10895768
NM_001242954	Gm14475	10901784	10902102
NM_001242954	Gm14475	10892283	10892601
NM_001242954	Gm14475	10885949	10886267
NM_001025260	Gm14484	10889059	10889553
NM_029510	Bcor	11613863	11657679
NM_175046	Bcor	11613863	11657679
NM_175045	Bcor	11613863	11657679
NM_175044	Bcor	11613863	11657679
NM_001101484	Gm4984	12229008	12229946
NM_175141	1810030O07Rik	12232007	12250765
NM_001272033	AA414768	12513998	12515667
NM_010028	Ddx3x	12858147	12871109
NM_011823	Gpr34	13209894	13217984
NM_001034100	Gm5382	13788273	13788783
NM_025738	Cypt1	16099994	16100817
NM_001310461	Cypt1	16099994	16100817
NM_010883	Ndp	16462647	16488900
NM_001313745	Fundc1	17132725	17149451
NM_001313746	Fundc1	17132725	17149133
NM_028058	Fundc1	17132725	17149451
NM_175228	4930578C19Rik	17995552	18038523
NM_001290644	Rp2	19941606	19977984
NM_133669	Rp2	19941606	19977984
NM_001290643	Rp2	19941606	19977984
NM_001136085	Uba1	20240021	20260305
NM_019435	Ndufb11	20192451	20194690
NM_145628	Usp11	20281034	20297665
NM_009457	Uba1	20235427	20260305
NM_001167776	Rbm10	20194884	20228031
NM_001167775	Rbm10	20194628	20228031
NM_011049	Cdk16	20265551	20277005
NM_145627	Rbm10	20194884	20228031
NM_001276317	Uba1	20235629	20260305
NM_001276316	Uba1	20235427	20260305
NM_001310456	Cdk16	20265079	20277005
NM_009703	Araf	20425668	20437647
NM_001159645	Araf	20425668	20430031
NM_008823	Cfp	20502579	20508681
NM_007922	Elk1	20510520	20527734
NM_011593	Timp1	20447291	20451863
NM_001294280	Timp1	20447291	20451863
NM_001044384	Timp1	20447291	20451863
NM_183185	Zfp300	20656275	20666355
NM_001111076	Zfp182	20603309	20639164
NM_001085393	Spaca5	20645613	20655085
NM_001013387	Zfp182	20603309	20639164
NM_001252013	4930453H23Rik	20783705	20798791
NM_007429	Agtr2	21061749	21065959
NM_020049	Slc6a14	21292025	21319483
NM_001109969	Gm10058	24475581	24498483
NM_001099347	Gm10230	24475577	24498486
NM_001100610	Gm14632	24475577	24498486
NM_001102678	Gm10096	24475580	24498514
NM_001110250	Gm14819	24475577	24498486
NM_001099919	Gm10147	24475580	24498486
NM_001109970	Gm10486	24475577	24498514
NM_001100445	Gm2030	25714324	25737170
NM_001162364	Gm14525	26099905	26129764
NM_001100609	Gm10487	26799176	26822068
NM_001109970	Gm10486	26799159	26822068
NM_001099347	Gm10230	26799159	26822040
NM_001100610	Gm14632	26799159	26822040
NM_001109969	Gm10058	26799163	26822037
NM_001102678	Gm10096	26799162	26822068
NM_001110250	Gm14819	26799159	26822040
NM_001099919	Gm10147	26799162	26822040
NM_001109970	Gm10486	26881314	26904251
NM_001109969	Gm10058	26881318	26904220
NM_001102678	Gm10096	26881317	26904251
NM_001099347	Gm10230	26881314	26904223
NM_001110250	Gm14819	26881314	26904223
NM_001099919	Gm10147	26881317	26904223
NM_001100610	Gm14632	26881314	26904223
NM_001110250	Gm14819	27228255	27251127
NM_001109970	Gm10486	27228255	27251155
NM_001109969	Gm10058	27228259	27251124
NM_001102678	Gm10096	27228258	27251155
NM_001099347	Gm10230	27228255	27251127
NM_001099919	Gm10147	27228258	27251127
NM_001100610	Gm14632	27228255	27251127
NM_001100609	Gm10487	27228272	27251155
NM_001110250	Gm14819	27574931	27597843
NM_001109969	Gm10058	27574935	27597840
NM_001109970	Gm10486	27574931	27597871
NM_001102678	Gm10096	27574934	27597871
NM_001100610	Gm14632	27574931	27597843
NM_001099347	Gm10230	27574931	27597843
NM_001099919	Gm10147	27574934	27597843
NM_001100609	Gm10487	27574948	27597871
NM_001110250	Gm14819	27889230	27912113
NM_001100610	Gm14632	27889230	27912113
NM_001109970	Gm10486	27889230	27912141
NM_001109969	Gm10058	27889234	27912110
NM_001099347	Gm10230	27889230	27912113
NM_001102678	Gm10096	27889233	27912141
NM_001099919	Gm10147	27889233	27912113
NM_001100609	Gm10487	27889247	27912141
NM_001110250	Gm14819	28236042	28258913
NM_001100610	Gm14632	28236042	28258913
NM_001109970	Gm10486	28236042	28258941
NM_001109969	Gm10058	28236046	28258910
NM_001102678	Gm10096	28236045	28258941
NM_001099347	Gm10230	28236042	28258913
NM_001100609	Gm10487	28236059	28258941
NM_001099919	Gm10147	28236045	28258913
NM_001100610	Gm14632	29130549	29153420
NM_001109970	Gm10486	29130521	29153420
NM_001109969	Gm10058	29130552	29153416
NM_001102678	Gm10096	29130521	29153417
NM_001099347	Gm10230	29130549	29153420
NM_001110250	Gm14819	29130549	29153420
NM_001099919	Gm10147	29130549	29153417
NM_001100610	Gm14632	29924763	29947680
NM_001109969	Gm10058	29924767	29947677
NM_001102678	Gm10096	29924766	29947708
NM_001109970	Gm10486	29924763	29947708
NM_001099347	Gm10230	29924763	29947680
NM_001110250	Gm14819	29924763	29947680
NM_001099919	Gm10147	29924766	29947680
NM_001100609	Gm10487	29924780	29947708
NM_001270669	Gm21951	30291082	30293003
NM_001270667	Gm21950	30291082	30292986
NM_001168334	Gm2799	30598310	30600259
NM_001168334	Gm2799	30732633	30734583
NM_001270667	Gm21950	30732678	30734582
NM_001270669	Gm21951	30732661	30734582
NM_027955	Gmcl1l	30732633	30734588
NM_001270685	Gm21637	30823249	30824027
NM_001270667	Gm21950	30977837	30979741
NM_001168337	Gm2825	30977792	30979742
NM_001270669	Gm21951	30977820	30979741
NM_001099333	Gm2863	31349046	31350997
NM_001270685	Gm21637	31428919	31429697
NM_001243015	Gm2913	31750506	31752466
NM_001270667	Gm21950	32129796	32131700
NM_001109969	Gm10058	32607409	32630307
NM_001100610	Gm14632	32607406	32630311
NM_001102678	Gm10096	32607378	32630308
NM_001109970	Gm10486	32607378	32630311
NM_001099347	Gm10230	32607406	32630311
NM_001110250	Gm14819	32607406	32630311
NM_001099919	Gm10147	32607406	32630308
NM_001100609	Gm10487	32607378	32630294
NM_001099919	Gm10147	32944209	32967085
NM_001099347	Gm10230	32944209	32967088
NM_001102678	Gm10096	32944181	32967085
NM_001109969	Gm10058	32944212	32967084
NM_001110250	Gm14819	32944209	32967088
NM_001100609	Gm10487	32944181	32967071
NM_001109970	Gm10486	32944181	32967088
NM_001100610	Gm14632	32944209	32967088
NM_028325	Zcchc12	33735898	33739153
NM_028894	Lonrf3	33868403	33906851
NM_001081956	Akap17b	34148177	34185409
NM_016783	Pgrmc1	34138187	34146074
NM_001085497	Slc25a43	34283626	34317302
NM_007451	Slc25a5	34335591	34338803
NM_001313696	Ube2a	34414289	34424215
NM_029891	Nkrf	34427536	34442894
NM_029951	C330007P06Rik	34388538	34404241
NM_019668	Ube2a	34414289	34424215
NM_026055	Rpl39	34622512	34625217
NM_001033785	Akap14	34690692	34708837
NM_025937	Nkap	34666757	34690741
NM_019443	Ndufa1	34727583	34731233
NM_153503	Rnf113a1	34731216	34732460
NM_026573	Upf3b	34631672	34650317
