Sample	Interval	Chromosome	Start	End
2_P4	251	1	51345435	51346080
2_P4	252	1	51587019	51587604
2_P4	253	1	51674139	51674567
2_P4	254	1	52053567	52054069
2_P4	255	1	52145419	52146076
2_P4	256	1	52211379	52212299
2_P4	257	1	52328372	52329179
2_P4	258	1	52334907	52335301
2_P4	259	1	52388200	52388914
2_P4	260	1	52655454	52656053
2_P4	261	1	52750599	52751069
2_P4	262	1	53790811	53791421
2_P4	263	1	54035018	54035772
2_P4	264	1	54492617	54493046
2_P4	265	1	54642296	54642685
2_P4	266	1	54822046	54823238
2_P4	267	1	54848212	54848902
2_P4	268	1	54886925	54887617
2_P4	269	1	55144463	55145387
2_P4	270	1	55187485	55188325
2_P4	271	1	55201369	55202001
2_P4	272	1	55219810	55220478
2_P4	273	1	55258687	55259591
2_P4	274	1	55270105	55270732
2_P4	275	1	55462249	55463033
2_P4	276	1	55666545	55667366
2_P4	277	1	55669455	55670151
2_P4	278	1	55675066	55675880
2_P4	279	1	55774045	55774593
2_P4	280	1	55795666	55796286
2_P4	281	1	55805271	55805832
2_P4	282	1	57231051	57231663
2_P4	283	1	57274573	57276291
2_P4	284	1	57277834	57278430
2_P4	285	1	57300721	57301268
2_P4	286	1	57321264	57321981
2_P4	287	1	57821801	57822348
2_P4	288	1	58254230	58254902
2_P4	289	1	58266731	58267588
2_P4	290	1	58363879	58364496
2_P4	291	1	58407548	58408000
2_P4	292	1	58511209	58511857
2_P4	293	1	58543977	58544675
2_P4	294	1	58799089	58799739
2_P4	295	1	58844598	58845035
2_P4	296	1	59007999	59008696
2_P4	297	1	59012955	59013570
2_P4	298	1	59720256	59720894
2_P4	299	1	59938171	59938819
2_P4	300	1	59969092	59969855
2_P4	301	1	60055270	60055804
2_P4	302	1	60073089	60073630
2_P4	303	1	60536546	60537664
2_P4	304	1	60665775	60666616
2_P4	305	1	60669456	60669877
2_P4	306	1	60835041	60836059
2_P4	307	1	60955307	60956004
2_P4	308	1	61197712	61199266
2_P4	309	1	61244753	61245634
2_P4	310	1	61586372	61586928
2_P4	311	1	61590405	61590943
2_P4	312	1	61620418	61620932
2_P4	313	1	61626880	61627165
2_P4	314	1	61840920	61841407
2_P4	315	1	61903941	61904587
2_P4	316	1	62000201	62000931
2_P4	317	1	62099545	62100157
2_P4	318	1	62332765	62333173
2_P4	319	1	62625357	62626180
2_P4	320	1	62908094	62908901
2_P4	321	1	62997924	62998633
2_P4	322	1	63001752	63002320
2_P4	323	1	63079615	63080167
2_P4	324	1	63222888	63223970
2_P4	325	1	63948752	63949436
2_P4	326	1	64272304	64272954
2_P4	327	1	64278266	64278676
2_P4	328	1	64324856	64325436
2_P4	329	1	64578823	64579803
2_P4	330	1	64748256	64748734
2_P4	331	1	64855599	64856047
2_P4	332	1	64877503	64878015
2_P4	333	1	64891434	64891914
2_P4	334	1	64903698	64904447
2_P4	335	1	64931360	64932029
2_P4	336	1	65400988	65401673
2_P4	337	1	65422665	65423249
2_P4	338	1	65453691	65454557
2_P4	339	1	65486697	65487112
2_P4	340	1	65695324	65696007
2_P4	341	1	65720190	65720939
2_P4	342	1	65726452	65726905
2_P4	343	1	66148031	66148517
2_P4	344	1	66291378	66291772
2_P4	345	1	66824440	66824969
2_P4	346	1	66846483	66846954
2_P4	347	1	66880296	66881022
2_P4	348	1	66941925	66943343
2_P4	349	1	67230653	67231452
2_P4	350	1	67248789	67249117
2_P4	351	1	68919827	68920447
2_P4	352	1	69493742	69494140
2_P4	353	1	69559341	69559778
2_P4	354	1	69680214	69680996
2_P4	355	1	69684502	69685451
2_P4	356	1	69798540	69799031
2_P4	357	1	71063110	71063626
2_P4	358	1	71101987	71102461
2_P4	359	1	71167252	71167652
2_P4	360	1	71282002	71282318
2_P4	361	1	71626069	71626480
2_P4	362	1	71770328	71770912
2_P4	363	1	71931973	71932375
2_P4	364	1	71942918	71943587
2_P4	365	1	72128471	72129032
2_P4	366	1	72493952	72494654
2_P4	367	1	72508989	72509513
2_P4	368	1	72639783	72640804
2_P4	369	1	72645496	72646217
2_P4	370	1	72961218	72961957
2_P4	371	1	72976184	72977961
2_P4	372	1	72981635	72982389
2_P4	373	1	72983112	72983717
2_P4	374	1	73199813	73200613
2_P4	375	1	73763846	73764445
2_P4	376	1	73840471	73841296
2_P4	377	1	73851424	73852012
2_P4	378	1	73858923	73859531
2_P4	379	1	73896761	73897777
2_P4	380	1	73909139	73909698
2_P4	381	1	73981716	73982619
2_P4	382	1	73994070	73994919
2_P4	383	1	74000987	74001882
2_P4	384	1	74034240	74035049
2_P4	385	1	74054099	74054870
2_P4	386	1	74060884	74061780
2_P4	387	1	74061825	74062845
2_P4	388	1	74073660	74074938
2_P4	389	1	74093727	74094810
2_P4	390	1	74115487	74116162
2_P4	391	1	74116792	74117904
2_P4	392	1	74165555	74166145
2_P4	393	1	74324366	74325006
2_P4	394	1	74376089	74377229
2_P4	395	1	74377348	74378024
2_P4	396	1	74386819	74387396
2_P4	397	1	74436511	74437435
2_P4	398	1	74437571	74438359
2_P4	399	1	74772547	74773153
2_P4	400	1	75009244	75009945
2_P4	401	1	75017214	75019131
2_P4	402	1	75037693	75038435
2_P4	403	1	75060593	75061341
2_P4	404	1	75231048	75231679
2_P4	405	1	75334409	75335426
2_P4	406	1	75701219	75701831
2_P4	407	1	75763750	75764418
2_P4	408	1	75931389	75931764
2_P4	409	1	76021254	76021809
2_P4	410	1	76027498	76028341
2_P4	411	1	76035526	76036417
2_P4	412	1	76039350	76040452
2_P4	413	1	76067043	76067809
2_P4	414	1	76072062	76072725
2_P4	415	1	76134229	76134938
2_P4	416	1	76184106	76184823
2_P4	417	1	76547512	76548005
2_P4	418	1	76571973	76572497
2_P4	419	1	76906842	76907363
2_P4	420	1	77058331	77058736
2_P4	421	1	77436709	77437414
2_P4	422	1	77463523	77464855
2_P4	423	1	77512074	77512796
2_P4	424	1	77942454	77942699
2_P4	425	1	77978079	77978696
2_P4	426	1	78296409	78296937
2_P4	427	1	78337088	78337665
2_P4	428	1	78564679	78565165
2_P4	429	1	78701580	78702104
2_P4	430	1	78786333	78786789
2_P4	431	1	78808279	78808990
2_P4	432	1	79631013	79631785
2_P4	433	1	79634157	79634784
2_P4	434	1	79670358	79671319
2_P4	435	1	79674569	79675154
2_P4	436	1	79819330	79820118
2_P4	437	1	79990215	79990646
2_P4	438	1	80282921	80283494
2_P4	439	1	80330771	80331433
2_P4	440	1	80541287	80542279
2_P4	441	1	80558372	80558839
2_P4	442	1	80633497	80634281
2_P4	443	1	80711801	80712376
2_P4	444	1	80712439	80712833
2_P4	445	1	81414851	81415728
2_P4	446	1	81479267	81479926
2_P4	447	1	81484385	81484830
2_P4	448	1	81581785	81582447
2_P4	449	1	81652437	81653263
2_P4	450	1	81698871	81699567
2_P4	451	1	81792180	81792564
2_P4	452	1	81808812	81809506
2_P4	453	1	81893557	81894148
2_P4	454	1	82004294	82004876
2_P4	455	1	82109563	82110111
2_P4	456	1	82147051	82147980
2_P4	457	1	82185046	82185680
2_P4	458	1	82234362	82235184
2_P4	459	1	82282366	82283023
2_P4	460	1	82286847	82288615
2_P4	461	1	82364633	82364933
2_P4	462	1	82425574	82426365
2_P4	463	1	82470532	82471792
2_P4	464	1	82540761	82541307
2_P4	465	1	82574321	82574914
2_P4	466	1	82613246	82613853
2_P4	467	1	82987570	82987950
2_P4	468	1	83035131	83035705
2_P4	469	1	83143257	83143647
2_P4	470	1	83793645	83794349
2_P4	471	1	83847614	83848245
2_P4	472	1	83867522	83868162
2_P4	473	1	84830432	84830954
2_P4	474	1	87671378	87672239
2_P4	475	1	87688022	87688749
2_P4	476	1	87816213	87816656
2_P4	477	1	87823392	87823739
2_P4	478	1	87878368	87878930
2_P4	479	1	88099559	88100161
2_P4	480	1	88135477	88136143
2_P4	481	1	88171804	88172418
2_P4	482	1	88173948	88174403
2_P4	483	1	88175247	88176079
2_P4	484	1	88294672	88295337
2_P4	485	1	88296173	88296689
2_P4	486	1	88329963	88332534
2_P4	487	1	88337818	88339849
2_P4	488	1	88353457	88354019
2_P4	489	1	88643548	88644062
2_P4	490	1	88783588	88784174
2_P4	491	1	88927142	88927772
2_P4	492	1	88982675	88983437
2_P4	493	1	88992312	88992806
2_P4	494	1	89072371	89072978
2_P4	495	1	89078750	89079415
2_P4	496	1	89154330	89154774
2_P4	497	1	89165220	89165894
2_P4	498	1	89171748	89172117
2_P4	499	1	89443343	89443903
2_P4	500	1	89470190	89470887
2_P4	501	1	89471092	89471935
2_P4	502	1	89494304	89494905
2_P4	503	1	89568155	89568685
2_P4	504	1	89583426	89583963
2_P4	505	1	89652046	89652845
2_P4	506	1	89659262	89659745
2_P4	507	1	89743355	89743986
2_P4	508	1	89789042	89789684
2_P4	509	1	89862576	89863022
2_P4	510	1	89953216	89953604
2_P4	511	1	90000602	90000961
2_P4	512	1	90030292	90031547
2_P4	513	1	90098999	90099626
2_P4	514	1	90108089	90109566
2_P4	515	1	90142187	90143275
2_P4	516	1	90153469	90154833
2_P4	517	1	90155152	90156613
2_P4	518	1	90254647	90255059
2_P4	519	1	90324824	90325369
2_P4	520	1	90334088	90334854
2_P4	521	1	90339938	90340434
2_P4	522	1	90371665	90372787
2_P4	523	1	90403527	90404765
2_P4	524	1	90410307	90410912
2_P4	525	1	90458843	90459396
2_P4	526	1	90487661	90488720
2_P4	527	1	90590875	90591432
2_P4	528	1	90642634	90643166
2_P4	529	1	90771606	90772133
2_P4	530	1	90803945	90804827
2_P4	531	1	90820708	90821235
2_P4	532	1	90824442	90824915
2_P4	533	1	90911791	90913033
2_P4	534	1	90968432	90969240
2_P4	535	1	91014615	91015216
2_P4	536	1	91029579	91030528
2_P4	537	1	91032851	91033519
2_P4	538	1	91034730	91035516
2_P4	539	1	91046646	91047253
2_P4	540	1	91049005	91049807
2_P4	541	1	91051745	91052419
2_P4	542	1	91079771	91080733
2_P4	543	1	91278650	91278927
2_P4	544	1	91309502	91310101
2_P4	545	1	91350149	91350660
2_P4	546	1	91389669	91390203
2_P4	547	1	91391122	91391936
2_P4	548	1	91410296	91410852
2_P4	549	1	91428642	91429091
2_P4	550	1	91432015	91433033
2_P4	551	1	91492623	91493300
2_P4	552	1	91513103	91514611
2_P4	553	1	91604558	91605127
2_P4	554	1	91898283	91898886
2_P4	555	1	91968668	91969390
2_P4	556	1	92099843	92100890
2_P4	557	1	92103130	92103911
2_P4	558	1	92166024	92166831
2_P4	559	1	92231377	92232159
2_P4	560	1	92301270	92302037
2_P4	561	1	92389765	92390857
2_P4	562	1	92623673	92624555
2_P4	563	1	92634538	92635418
2_P4	564	1	92654849	92655356
2_P4	565	1	92666493	92666985
2_P4	566	1	92782270	92782830
2_P4	567	1	92813898	92814564
2_P4	568	1	92823755	92824444
2_P4	569	1	92859495	92860221
2_P4	570	1	92903064	92903612
2_P4	571	1	92934242	92934939
2_P4	572	1	92945913	92946562
2_P4	573	1	92981316	92981711
2_P4	574	1	92998182	92998670
2_P4	575	1	93077680	93078966
2_P4	576	1	93096211	93096978
2_P4	577	1	93146436	93147178
2_P4	578	1	93297135	93297834
2_P4	579	1	93332528	93333655
2_P4	580	1	93342486	93343298
2_P4	581	1	93350840	93351657
2_P4	582	1	93428944	93429620
2_P4	583	1	93474265	93475204
2_P4	584	1	93523553	93524470
2_P4	585	1	93561085	93561712
2_P4	586	1	93575214	93575982
2_P4	587	1	93616235	93616705
2_P4	588	1	93628910	93629613
2_P4	589	1	93666437	93667517
2_P4	590	1	93803376	93804296
2_P4	591	1	93861386	93862188
2_P4	592	1	93910354	93910809
2_P4	593	1	93945442	93946203
2_P4	594	1	93958576	93959048
2_P4	595	1	93998479	93999150
2_P4	596	1	94010160	94011015
2_P4	597	1	94024150	94024883
2_P4	598	1	94039024	94039839
2_P4	599	1	94220254	94220950
2_P4	600	1	94233859	94234702
2_P4	601	1	94240142	94240670
2_P4	602	1	94580068	94580690
2_P4	603	1	94595574	94596056
2_P4	604	1	94610440	94611045
2_P4	605	1	94611158	94611841
2_P4	606	1	94627198	94628175
2_P4	607	1	94747751	94747995
2_P4	608	1	94831931	94832466
2_P4	609	1	95054156	95054678
2_P4	610	1	95153203	95153712
2_P4	611	1	95196154	95196836
2_P4	612	1	95408082	95408827
2_P4	613	1	95484839	95485868
2_P4	614	1	95491083	95492209
2_P4	615	1	95582964	95583989
2_P4	616	1	95608071	95608586
2_P4	617	1	98745153	98745664
2_P4	618	1	98762549	98762892
2_P4	619	1	98829236	98829928
2_P4	620	1	98901259	98901781
2_P4	621	1	98917965	98918338
2_P4	622	1	99451725	99452095
2_P4	623	1	99696470	99697027
2_P4	624	1	99768574	99769171
2_P4	625	1	99920467	99920925
2_P4	626	1	99922392	99923070
2_P4	627	1	99944778	99945461
2_P4	628	1	99967347	99967889
2_P4	629	1	106934418	106935037
2_P4	630	1	106989493	106990082
2_P4	631	1	107084347	107085210
2_P4	632	1	107319974	107320601
2_P4	633	1	107667711	107668375
2_P4	634	1	107687158	107687839
2_P4	635	1	107763431	107763813
2_P4	636	1	108174943	108175640
2_P4	637	1	108179684	108180293
2_P4	638	1	108213513	108214033
2_P4	639	1	108303805	108304342
2_P4	640	1	108346208	108346898
2_P4	641	1	108420194	108420877
2_P4	642	1	108525554	108527105
2_P4	643	1	108648531	108649064
2_P4	644	1	108830670	108831355
2_P4	645	1	108896962	108897572
2_P4	646	1	109210369	109211191
2_P4	647	1	109247256	109247617
2_P4	648	1	109368264	109368702
2_P4	649	1	109477804	109478213
2_P4	650	1	109602518	109603070
2_P4	651	1	109645200	109645718
2_P4	652	1	109811450	109812015
2_P4	653	1	109813586	109814042
2_P4	654	1	110349107	110349833
2_P4	655	1	110445175	110445769
2_P4	656	1	114276310	114276794
2_P4	657	1	114519547	114520074
2_P4	658	1	114546555	114547325
2_P4	659	1	114559555	114560578
2_P4	660	1	114844391	114845036
2_P4	661	1	115054588	115055245
2_P4	662	1	115063991	115064555
2_P4	663	1	115151595	115152149
2_P4	664	1	115212409	115213034
2_P4	665	1	115302178	115302928
2_P4	666	1	115338823	115339708
2_P4	667	1	115373203	115373860
2_P4	668	1	115378862	115379280
2_P4	669	1	115385370	115386090
2_P4	670	1	115406520	115407291
2_P4	671	1	115436460	115437046
2_P4	672	1	115592658	115593079
2_P4	673	1	115899187	115899852
2_P4	674	1	115924907	115925406
2_P4	675	1	116129495	116130091
2_P4	676	1	116255203	116255663
2_P4	677	1	116288595	116289043
2_P4	678	1	116360637	116361167
2_P4	679	1	116363783	116364106
2_P4	680	1	116422887	116423896
2_P4	681	1	116471232	116471565
2_P4	682	1	116678490	116678912
2_P4	683	1	116756958	116757527
2_P4	684	1	119185153	119185571
2_P4	685	1	119186133	119186650
2_P4	686	1	119252092	119252764
2_P4	687	1	119316530	119317014
2_P4	688	1	119386679	119387278
2_P4	689	1	120228673	120229042
2_P4	690	1	120313835	120314491
2_P4	691	1	120315592	120316146
2_P4	692	1	120464171	120464685
2_P4	693	1	120467283	120468073
2_P4	694	1	120526545	120527236
2_P4	695	1	120539304	120541098
2_P4	696	1	120546253	120547100
2_P4	697	1	120568713	120569468
2_P4	698	1	120586235	120587068
2_P4	699	1	120589819	120590305
2_P4	700	1	120595885	120596541
2_P4	701	1	120618785	120619429
2_P4	702	1	120652591	120653499
2_P4	703	1	120809884	120810570
2_P4	704	1	120827300	120828192
2_P4	705	1	120890849	120891521
2_P4	706	1	120943829	120945037
2_P4	707	1	120947686	120948585
2_P4	708	1	120949912	120950621
2_P4	709	1	121049098	121050085
2_P4	710	1	121067167	121067705
2_P4	711	1	121218336	121218957
2_P4	712	1	121225347	121225989
2_P4	713	1	121486434	121487112
2_P4	714	1	121798617	121798974
2_P4	715	1	121904736	121905425
2_P4	716	1	121921090	121921844
2_P4	717	1	121947416	121948156
2_P4	718	1	121953478	121954057
2_P4	719	1	121962913	121963338
2_P4	720	1	121971940	121972631
2_P4	721	1	122021294	122022450
2_P4	722	1	123498024	123498853
2_P4	723	1	123534113	123534676
2_P4	724	1	123683775	123684733
2_P4	725	1	123689775	123690424
2_P4	726	1	123702003	123702417
2_P4	727	1	126637796	126638388
2_P4	728	1	127263824	127264384
2_P4	729	1	127331822	127332928
2_P4	730	1	127464602	127465252
2_P4	731	1	127503873	127504473
2_P4	732	1	127838484	127839384
2_P4	733	1	128703003	128703828
2_P4	734	1	129097978	129098572
2_P4	735	1	129099635	129100139
2_P4	736	1	129224634	129225523
2_P4	737	1	129234855	129236272
2_P4	738	1	129251074	129251517
2_P4	739	1	129262267	129263117
2_P4	740	1	129310987	129311653
2_P4	741	1	129316073	129316806
2_P4	742	1	129360509	129361056
2_P4	743	1	129619616	129619989
2_P4	744	1	129796036	129796396
2_P4	745	1	129912541	129913107
2_P4	746	1	129977279	129978047
2_P4	747	1	130133474	130134062
2_P4	748	1	130161995	130162340
2_P4	749	1	130200396	130201225
2_P4	750	1	130295513	130296262
2_P4	751	1	130313041	130314255
2_P4	752	1	130355729	130356596
2_P4	753	1	130504392	130505065
2_P4	754	1	130511340	130512064
2_P4	755	1	130601768	130602557
2_P4	756	1	130733329	130733924
2_P4	757	1	130753396	130753912
2_P4	758	1	130806033	130806552
2_P4	759	1	130879733	130880214
2_P4	760	1	131043114	131043719
2_P4	761	1	131170854	131171303
2_P4	762	1	131392431	131393250
2_P4	763	1	131445065	131445648
2_P4	764	1	131445770	131446476
2_P4	765	1	131661056	131661505
2_P4	766	1	131836745	131837180
2_P4	767	1	132162972	132163462
2_P4	768	1	132203667	132204226
2_P4	769	1	132247447	132248041
2_P4	770	1	132418084	132418821
2_P4	771	1	132438989	132439672
2_P4	772	1	132472960	132473483
2_P4	773	1	132541020	132541794
2_P4	774	1	132556703	132557223
2_P4	775	1	132660508	132661253
2_P4	776	1	132666841	132667609
2_P4	777	1	132694547	132695653
2_P4	778	1	132700385	132701020
2_P4	779	1	132713048	132713629
2_P4	780	1	132716734	132717234
2_P4	781	1	132722344	132723653
2_P4	782	1	132768525	132769277
2_P4	783	1	132919161	132919697
2_P4	784	1	133022315	133022827
2_P4	785	1	133034633	133035362
2_P4	786	1	133049333	133049976
2_P4	787	1	133173365	133173950
2_P4	788	1	133323861	133324715
2_P4	789	1	133334510	133335032
2_P4	790	1	133344889	133345537
2_P4	791	1	133346927	133347624
2_P4	792	1	133408165	133408866
2_P4	793	1	133419655	133420206
2_P4	794	1	133667109	133667715
2_P4	795	1	133814258	133814757
2_P4	796	1	133981480	133982311
2_P4	797	1	133998683	133999136
2_P4	798	1	134042791	134043164
2_P4	799	1	134096999	134097839
2_P4	800	1	134123173	134123652
2_P4	801	1	134286889	134287578
2_P4	802	1	134367621	134368191
2_P4	803	1	134479094	134479649
2_P4	804	1	134786624	134787383
2_P4	805	1	134953793	134954731
2_P4	806	1	134966418	134967051
2_P4	807	1	134987072	134987671
2_P4	808	1	134999786	135000337
2_P4	809	1	135107074	135107772
2_P4	810	1	135118027	135118616
2_P4	811	1	135123264	135124145
2_P4	812	1	135147949	135148924
2_P4	813	1	135276945	135277572
2_P4	814	1	135308144	135308658
2_P4	815	1	135309222	135310137
2_P4	816	1	135311284	135312098
2_P4	817	1	135344898	135345480
2_P4	818	1	135347460	135348281
2_P4	819	1	135578825	135579699
2_P4	820	1	135592255	135593056
