Sample	Interval	Chromosome	Start	End
1_Oil	200	1	90371745	90372751
1_Oil	201	1	90403460	90404314
1_Oil	202	1	90487648	90488676
1_Oil	203	1	90989057	90989786
1_Oil	204	1	91492679	91493379
1_Oil	205	1	92389840	92390930
1_Oil	206	1	92418623	92419849
1_Oil	207	1	92634654	92635412
1_Oil	208	1	92640362	92641231
1_Oil	209	1	93332652	93333683
1_Oil	210	1	93474125	93475311
1_Oil	211	1	93561105	93561692
1_Oil	212	1	93666380	93667710
1_Oil	213	1	93712908	93713714
1_Oil	214	1	93809077	93809806
1_Oil	215	1	94233826	94234731
1_Oil	216	1	94240146	94240697
1_Oil	217	1	94668796	94669608
1_Oil	218	1	95106665	95108689
1_Oil	219	1	98829316	98829783
1_Oil	220	1	98901248	98901787
1_Oil	221	1	99991808	99992408
1_Oil	222	1	105123277	105123943
1_Oil	223	1	107739944	107740658
1_Oil	224	1	107797210	107797800
1_Oil	225	1	107836849	107837291
1_Oil	226	1	107954617	107955213
1_Oil	227	1	108179625	108180345
1_Oil	228	1	108523543	108524456
1_Oil	229	1	108525358	108527031
1_Oil	230	1	108535985	108536844
1_Oil	231	1	109602544	109602992
1_Oil	232	1	113761132	113761919
1_Oil	233	1	114546751	114547229
1_Oil	234	1	114559463	114560433
1_Oil	235	1	115338881	115339577
1_Oil	236	1	115373164	115373924
1_Oil	237	1	115385461	115386055
1_Oil	238	1	115406650	115407332
1_Oil	239	1	115436545	115437099
1_Oil	240	1	116423049	116423807
1_Oil	241	1	120315540	120316224
1_Oil	242	1	120355321	120356440
1_Oil	243	1	120539454	120540788
1_Oil	244	1	120568692	120569272
1_Oil	245	1	120586093	120586883
1_Oil	246	1	120595912	120596608
1_Oil	247	1	120618680	120619336
1_Oil	248	1	120652532	120653326
1_Oil	249	1	120890913	120891408
1_Oil	250	1	120944304	120945006
1_Oil	251	1	120949864	120950591
1_Oil	252	1	121049179	121050106
1_Oil	253	1	121067072	121067809
1_Oil	254	1	121190381	121191093
1_Oil	255	1	121225365	121225931
1_Oil	256	1	122126009	122127123
1_Oil	257	1	122143619	122145699
1_Oil	258	1	122253931	122254434
1_Oil	259	1	123684057	123684773
1_Oil	260	1	127464544	127465279
1_Oil	261	1	127838517	127839255
1_Oil	262	1	128703074	128703816
1_Oil	263	1	128727081	128727679
1_Oil	264	1	129310946	129311618
1_Oil	265	1	129316078	129316638
1_Oil	266	1	130200417	130201060
1_Oil	267	1	130355734	130356597
1_Oil	268	1	130806485	130807060
1_Oil	269	1	131043087	131043693
1_Oil	270	1	131392432	131393233
1_Oil	271	1	131661067	131661702
1_Oil	272	1	131836791	131837268
1_Oil	273	1	132439009	132439746
1_Oil	274	1	132660600	132661174
1_Oil	275	1	133173337	133173984
1_Oil	276	1	133324028	133324678
1_Oil	277	1	133667030	133667642
1_Oil	278	1	133981519	133982309
1_Oil	279	1	134097317	134097946
1_Oil	280	1	134272929	134273874
1_Oil	281	1	134367599	134368150
1_Oil	282	1	135147916	135149005
1_Oil	283	1	135309298	135310011
1_Oil	284	1	135379344	135379958
1_Oil	285	1	135578865	135579780
1_Oil	286	1	135592236	135593183
1_Oil	287	1	135635773	135636653
1_Oil	288	1	135851349	135852023
1_Oil	289	1	135967854	135968965
1_Oil	290	1	136670744	136672191
1_Oil	291	1	137095454	137096313
1_Oil	292	1	137100725	137101320
1_Oil	293	1	137123726	137124276
1_Oil	294	1	137427434	137428381
1_Oil	295	1	137445049	137445949
1_Oil	296	1	137487225	137487830
1_Oil	297	1	137677639	137678410
1_Oil	298	1	139937136	139937608
1_Oil	299	1	140406977	140407947
1_Oil	300	1	140467862	140468595
1_Oil	301	1	140808746	140810120
1_Oil	302	1	142079546	142080357
1_Oil	303	1	142085044	142085842
1_Oil	304	1	142305641	142306868
1_Oil	305	1	142436219	142436799
1_Oil	306	1	145850936	145851967
1_Oil	307	1	145985093	145985765
1_Oil	308	1	151799992	151800775
1_Oil	309	1	151818602	151819327
1_Oil	310	1	151862136	151862760
1_Oil	311	1	152938823	152939667
1_Oil	312	1	152975095	152975538
1_Oil	313	1	153097559	153098415
1_Oil	314	1	153159629	153160237
1_Oil	315	1	153190770	153191989
1_Oil	316	1	153566887	153567672
1_Oil	317	1	153725190	153726183
1_Oil	318	1	153813999	153814626
1_Oil	319	1	153821704	153822490
1_Oil	320	1	154938983	154939693
1_Oil	321	1	155482520	155483197
1_Oil	322	1	155748350	155749161
1_Oil	323	1	155949602	155950969
1_Oil	324	1	155951516	155952406
1_Oil	325	1	155964229	155966330
1_Oil	326	1	155995929	155996727
1_Oil	327	1	155996734	155998445
1_Oil	328	1	156003275	156004191
1_Oil	329	1	158400409	158401142
1_Oil	330	1	158710604	158712985
1_Oil	331	1	161830824	161831856
1_Oil	332	1	162239108	162239781
1_Oil	333	1	163437442	163438407
1_Oil	334	1	163969087	163971615
1_Oil	335	1	164110266	164111124
1_Oil	336	1	164168740	164169980
1_Oil	337	1	164551480	164552324
1_Oil	338	1	164812800	164813511
1_Oil	339	1	164821713	164822936
1_Oil	340	1	165139476	165140109
1_Oil	341	1	165286327	165287291
1_Oil	342	1	165926082	165926812
1_Oil	343	1	166390983	166391641
1_Oil	344	1	166535908	166536532
1_Oil	345	1	166700323	166701290
1_Oil	346	1	166722887	166724630
1_Oil	347	1	166726426	166727105
1_Oil	348	1	166944407	166945105
1_Oil	349	1	166976075	166977405
1_Oil	350	1	167390391	167392107
1_Oil	351	1	167438813	167439348
1_Oil	352	1	167571347	167572988
1_Oil	353	1	167932415	167934043
1_Oil	354	1	169888508	169889524
1_Oil	355	1	169996670	169997915
1_Oil	356	1	170021444	170022426
1_Oil	357	1	170173681	170174416
1_Oil	358	1	170361890	170363073
1_Oil	359	1	170926344	170927060
1_Oil	360	1	170927632	170928278
1_Oil	361	1	171089850	171091774
1_Oil	362	1	171095936	171096804
1_Oil	363	1	171461326	171462734
1_Oil	364	1	171987520	171988817
1_Oil	365	1	171993963	171995686
1_Oil	366	1	171995729	171996702
1_Oil	367	1	172451680	172452228
1_Oil	368	1	172564869	172565442
1_Oil	369	1	173432614	173434103
1_Oil	370	1	174103110	174103888
1_Oil	371	1	174306100	174306924
1_Oil	372	1	174479674	174480163
1_Oil	373	1	175974386	175975114
1_Oil	374	1	176665488	176666042
1_Oil	375	1	177918862	177919623
1_Oil	376	1	177976851	177977391
1_Oil	377	1	180247801	180250208
1_Oil	378	1	180335104	180337242
1_Oil	379	1	180570822	180571590
1_Oil	380	1	180637879	180638857
1_Oil	381	1	180679760	180680298
1_Oil	382	1	180936028	180936550
1_Oil	383	1	180989828	180990985
1_Oil	384	1	180991667	180992537
1_Oil	385	1	181073106	181074330
1_Oil	386	1	181104373	181104804
1_Oil	387	1	181166329	181166825
1_Oil	388	1	181653016	181653813
1_Oil	389	1	181784243	181784980
1_Oil	390	1	181840293	181840860
1_Oil	391	1	182260162	182261002
1_Oil	392	1	182743292	182744936
1_Oil	393	1	183073861	183075062
1_Oil	394	1	183186090	183188162
1_Oil	395	1	183193018	183193794
1_Oil	396	1	184020276	184020814
1_Oil	397	1	184028997	184029657
1_Oil	398	1	184276390	184277125
1_Oil	399	1	184369813	184370524
1_Oil	400	1	184395066	184395916
1_Oil	401	1	184419717	184420534
1_Oil	402	1	184916207	184917480
1_Oil	403	1	185604825	185605300
1_Oil	404	1	186099684	186100412
1_Oil	405	1	186270795	186271582
1_Oil	406	1	186586454	186587219
1_Oil	407	1	186605806	186606631
1_Oil	408	1	186891383	186892166
1_Oil	409	1	186951729	186952612
1_Oil	410	1	187645970	187646630
1_Oil	411	1	188085030	188085878
1_Oil	412	1	188170906	188172448
1_Oil	413	1	188305776	188306577
1_Oil	414	1	188528796	188530137
1_Oil	415	1	190211834	190212401
1_Oil	416	1	191451772	191452734
1_Oil	417	1	191551637	191552616
1_Oil	418	1	191580370	191581245
1_Oil	419	1	191585280	191586036
1_Oil	420	1	191691226	191691961
1_Oil	421	1	191841327	191842015
1_Oil	422	1	193780791	193781520
1_Oil	423	1	194416674	194417204
1_Oil	424	1	194426223	194426625
1_Oil	425	1	194614895	194616636
1_Oil	426	1	194624467	194625469
1_Oil	427	1	194648422	194649960
1_Oil	428	1	194974255	194974931
1_Oil	429	1	194982131	194982868
1_Oil	430	1	195365178	195366227
1_Oil	431	1	196433307	196434029
1_Oil	432	1	196572721	196573742
1_Oil	433	1	196705327	196706406
1_Oil	434	1	196753765	196754595
1_Oil	435	1	196755942	196756691
1_Oil	436	10	5204018	5205242
1_Oil	437	10	5206146	5207528
1_Oil	438	10	5260087	5260729
1_Oil	439	10	5477555	5478689
1_Oil	440	10	5539576	5540345
1_Oil	441	10	5662039	5662969
1_Oil	442	10	5713842	5715050
1_Oil	443	10	5754173	5755788
1_Oil	444	10	5786476	5787742
1_Oil	445	10	5805561	5806407
1_Oil	446	10	5913521	5914618
1_Oil	447	10	5958989	5960154
1_Oil	448	10	6234655	6235345
1_Oil	449	10	6239945	6241146
1_Oil	450	10	6404691	6405507
1_Oil	451	10	6444387	6445119
1_Oil	452	10	6445458	6446030
1_Oil	453	10	6448000	6449624
1_Oil	454	10	6459002	6459736
1_Oil	455	10	6474319	6475834
1_Oil	456	10	6535006	6535824
1_Oil	457	10	6711835	6713017
1_Oil	458	10	6789563	6790206
1_Oil	459	10	7037305	7037956
1_Oil	460	10	7153720	7154383
1_Oil	461	10	7853050	7853966
1_Oil	462	10	7896043	7897165
1_Oil	463	10	7947514	7948493
1_Oil	464	10	8006665	8008082
1_Oil	465	10	8472109	8472724
1_Oil	466	10	8629947	8630740
1_Oil	467	10	8687706	8688940
1_Oil	468	10	8869690	8870255
1_Oil	469	10	10274723	10275606
1_Oil	470	10	12477791	12478538
1_Oil	471	10	13024524	13025132
1_Oil	472	10	13096031	13097329
1_Oil	473	10	13152793	13153309
1_Oil	474	10	13166419	13167157
1_Oil	475	10	13272545	13273190
1_Oil	476	10	13683860	13685861
1_Oil	477	10	13702411	13703181
1_Oil	478	10	17127673	17128426
1_Oil	479	10	17282073	17283529
1_Oil	480	10	17442637	17443377
1_Oil	481	10	17670547	17671585
1_Oil	482	10	17914502	17914989
1_Oil	483	10	18246056	18246731
1_Oil	484	10	18265509	18266136
1_Oil	485	10	18267005	18267625
1_Oil	486	10	18595885	18596402
1_Oil	487	10	19091999	19092568
1_Oil	488	10	19179306	19179979
1_Oil	489	10	19347505	19348183
1_Oil	490	10	19442780	19443439
1_Oil	491	10	19656843	19657665
1_Oil	492	10	19824174	19825117
1_Oil	493	10	19855979	19856743
1_Oil	494	10	19910147	19910615
1_Oil	495	10	20248620	20249331
1_Oil	496	10	20558336	20559057
1_Oil	497	10	20810640	20811164
1_Oil	498	10	20821483	20822183
1_Oil	499	10	21197863	21198527
1_Oil	500	10	21202270	21202889
1_Oil	501	10	21293356	21294133
1_Oil	502	10	21295470	21296014
1_Oil	503	10	21459862	21460566
1_Oil	504	10	21475432	21475949
1_Oil	505	10	21721219	21722059
1_Oil	506	10	22331973	22332428
1_Oil	507	10	22362627	22363370
1_Oil	508	10	22450826	22451725
1_Oil	509	10	22539603	22540488
1_Oil	510	10	23506752	23507731
1_Oil	511	10	23995869	23996840
1_Oil	512	10	24098969	24099790
1_Oil	513	10	24115694	24116460
1_Oil	514	10	24116849	24117554
1_Oil	515	10	24213128	24214208
1_Oil	516	10	24356828	24357556
1_Oil	517	10	24417727	24418782
1_Oil	518	10	24454968	24455737
1_Oil	519	10	24473259	24473686
1_Oil	520	10	24521321	24522043
1_Oil	521	10	24559957	24560588
1_Oil	522	10	24589260	24590125
1_Oil	523	10	25328026	25328803
1_Oil	524	10	25363108	25363878
1_Oil	525	10	26365289	26365849
1_Oil	526	10	26491870	26493341
1_Oil	527	10	26548244	26548973
1_Oil	528	10	27107065	27107921
1_Oil	529	10	27349203	27350149
1_Oil	530	10	28328843	28329439
1_Oil	531	10	29245403	29247038
1_Oil	532	10	30086808	30087412
1_Oil	533	10	30456930	30457675
1_Oil	534	10	30562409	30563336
1_Oil	535	10	31311666	31312858
1_Oil	536	10	33277702	33278536
1_Oil	537	10	33831558	33832326
1_Oil	538	10	33896041	33896599
1_Oil	539	10	36006479	36007156
1_Oil	540	10	36277143	36277433
1_Oil	541	10	36798153	36798878
1_Oil	542	10	37084131	37084860
1_Oil	543	10	37178824	37179907
1_Oil	544	10	37402920	37403443
1_Oil	545	10	38296252	38297282
1_Oil	546	10	38508311	38509027
1_Oil	547	10	38624389	38625147
1_Oil	548	10	38627848	38628729
1_Oil	549	10	38714327	38715318
1_Oil	550	10	38890715	38892058
1_Oil	551	10	39251964	39253049
1_Oil	552	10	39253370	39254818
1_Oil	553	10	39277471	39278205
1_Oil	554	10	39332030	39335079
1_Oil	555	10	39344312	39346252
1_Oil	556	10	39348925	39350671
1_Oil	557	10	39358063	39360229
1_Oil	558	10	39365408	39367826
1_Oil	559	10	39378840	39380209
1_Oil	560	10	39450596	39453072
1_Oil	561	10	39803766	39804573
1_Oil	562	10	39947638	39948268
1_Oil	563	10	39977138	39979307
1_Oil	564	10	40470132	40471130
1_Oil	565	10	40948575	40949435
1_Oil	566	10	41284617	41285433
1_Oil	567	10	41306589	41307156
1_Oil	568	10	41613184	41614729
1_Oil	569	10	41654162	41656571
1_Oil	570	10	41801911	41802532
1_Oil	571	10	41808587	41809982
1_Oil	572	10	41859340	41860158
1_Oil	573	10	41872019	41872934
1_Oil	574	10	41922934	41923833
1_Oil	575	10	41970875	41971982
1_Oil	576	10	42634163	42634839
1_Oil	577	10	42671611	42672443
1_Oil	578	10	43384445	43385283
1_Oil	579	10	43443022	43443676
1_Oil	580	10	43448443	43449381
1_Oil	581	10	43471726	43472117
1_Oil	582	10	43480062	43480629
1_Oil	583	10	43838177	43838860
1_Oil	584	10	44147314	44148621
1_Oil	585	10	44202766	44203313
1_Oil	586	10	44366226	44367609
1_Oil	587	10	44412162	44413310
1_Oil	588	10	44417340	44418407
1_Oil	589	10	44606535	44607499
1_Oil	590	10	44691528	44692323
1_Oil	591	10	44707067	44707930
1_Oil	592	10	51039942	51040259
1_Oil	593	10	51144104	51144604
1_Oil	594	10	51144716	51145219
1_Oil	595	10	53044115	53044975
1_Oil	596	10	53117823	53118796
1_Oil	597	10	53153984	53155749
1_Oil	598	10	53315764	53317084
1_Oil	599	10	53839953	53840879
1_Oil	600	10	54122938	54123901
1_Oil	601	10	56640721	56641830
1_Oil	602	10	57833074	57833731
1_Oil	603	10	58105203	58105778
1_Oil	604	10	58407538	58408085
1_Oil	605	10	59038690	59039558
1_Oil	606	10	59383416	59384545
1_Oil	607	10	59432250	59433468
1_Oil	608	10	59436574	59437463
1_Oil	609	10	59540859	59541681
1_Oil	610	10	59543771	59545357
1_Oil	611	10	59909999	59910535
1_Oil	612	10	60214606	60216024
1_Oil	613	10	60294084	60294861
1_Oil	614	10	60927848	60928153
1_Oil	615	10	61655359	61655994
1_Oil	616	10	61690818	61691254
1_Oil	617	10	61792393	61793205
1_Oil	618	10	62522858	62523901
1_Oil	619	10	62642084	62642652
1_Oil	620	10	62918021	62918657
1_Oil	621	10	65501973	65502713
1_Oil	622	10	66214854	66215529
1_Oil	623	10	66301378	66302801
1_Oil	624	10	66382717	66385185
1_Oil	625	10	66392889	66393745
1_Oil	626	10	66428833	66430326
1_Oil	627	10	66465237	66467490
1_Oil	628	10	66470705	66471475
1_Oil	629	10	66509965	66511092
1_Oil	630	10	66750468	66751367
1_Oil	631	10	66761343	66762182
1_Oil	632	10	66921331	66922091
1_Oil	633	10	66998689	67000961
1_Oil	634	10	67610465	67611963
1_Oil	635	10	67628370	67629817
1_Oil	636	10	67816411	67819139
1_Oil	637	10	67836590	67837228
1_Oil	638	10	68566979	68567739
1_Oil	639	10	68648178	68649485
1_Oil	640	10	68715851	68716767
1_Oil	641	10	68783831	68784705
1_Oil	642	10	69135146	69135727
1_Oil	643	10	69201094	69202286
1_Oil	644	10	69379105	69380293
1_Oil	645	10	69387784	69388702
1_Oil	646	10	69536931	69537932
1_Oil	647	10	69622076	69623267
1_Oil	648	10	69645506	69646711
1_Oil	649	10	69666772	69668274
1_Oil	650	10	70272077	70272713
1_Oil	651	10	70394348	70394786
1_Oil	652	10	70429500	70430355
1_Oil	653	10	70524709	70525494
1_Oil	654	10	74682179	74682797
1_Oil	655	10	74973024	74973619
1_Oil	656	10	74979867	74981251
1_Oil	657	10	75050368	75052424
1_Oil	658	10	75129724	75130640
1_Oil	659	10	75260168	75261686
1_Oil	660	10	75296581	75298705
1_Oil	661	10	76105589	76107254
1_Oil	662	10	76170113	76171208
1_Oil	663	10	76195269	76196609
1_Oil	664	10	76524988	76525719
1_Oil	665	10	76594449	76595594
1_Oil	666	10	77915148	77915958
1_Oil	667	10	79303330	79304460
1_Oil	668	10	79502003	79503048
1_Oil	669	10	79547388	79548174
1_Oil	670	10	79896058	79897144
1_Oil	671	10	80126781	80128298
1_Oil	672	10	80392213	80393272
1_Oil	673	10	80892068	80893593
1_Oil	674	10	81033036	81035443
1_Oil	675	10	82226561	82227404
1_Oil	676	10	82352202	82352875
1_Oil	677	10	82411842	82412470
1_Oil	678	10	82466963	82467951
1_Oil	679	10	82561656	82562015
1_Oil	680	10	82583347	82583945
1_Oil	681	10	82624391	82625437
1_Oil	682	10	82840402	82841137
1_Oil	683	10	83322142	83323122
1_Oil	684	10	83358223	83359006
1_Oil	685	10	83389411	83390382
1_Oil	686	10	83404513	83405788
1_Oil	687	10	83427375	83428310
1_Oil	688	10	83458442	83459212
1_Oil	689	10	83782069	83782776
1_Oil	690	10	83903137	83904751
1_Oil	691	10	83946276	83946891
1_Oil	692	10	84849093	84849940
1_Oil	693	10	85521388	85522121
1_Oil	694	10	85527468	85528459
1_Oil	695	10	85721598	85722321
1_Oil	696	10	85922444	85922975
1_Oil	697	10	86183898	86184346
1_Oil	698	10	86276872	86277738
1_Oil	699	10	86477224	86477760
1_Oil	700	10	86955540	86955986
1_Oil	701	10	87250113	87250928
1_Oil	702	10	87258162	87258920
1_Oil	703	10	87284324	87285250
1_Oil	704	10	87540909	87541738
1_Oil	705	10	87723565	87724568
1_Oil	706	10	87868205	87868869
1_Oil	707	10	87977683	87978234
1_Oil	708	10	88193397	88194452
1_Oil	709	10	88566023	88566944
1_Oil	710	10	88568704	88569428
1_Oil	711	10	88617637	88618618
1_Oil	712	10	88626984	88627948
1_Oil	713	10	88906812	88907731
1_Oil	714	10	90643551	90645525
1_Oil	715	10	90703941	90704589
1_Oil	716	10	90961293	90961880
1_Oil	717	10	91442470	91443126
1_Oil	718	10	91625233	91626041
1_Oil	719	10	91688214	91688911
1_Oil	720	10	91709335	91710163
1_Oil	721	10	91799502	91800734
1_Oil	722	10	92019103	92020152
1_Oil	723	10	92056534	92057155
1_Oil	724	10	92058173	92059004
1_Oil	725	10	92622752	92623750
1_Oil	726	10	93184146	93184775
1_Oil	727	10	93198658	93199576
1_Oil	728	10	93211867	93213315
1_Oil	729	10	93592069	93593047
1_Oil	730	10	93924984	93926021
1_Oil	731	10	93943065	93944124
1_Oil	732	10	93959326	93960151
1_Oil	733	10	94602225	94602868
1_Oil	734	10	94697014	94697964
1_Oil	735	10	94778196	94778810
1_Oil	736	10	95977732	95978770
1_Oil	737	10	96007710	96009206
1_Oil	738	10	96011285	96013500
1_Oil	739	10	96077699	96080084
1_Oil	740	10	96148413	96150331
1_Oil	741	10	96620884	96622429
1_Oil	742	10	96884965	96886620
1_Oil	743	10	96999400	97000258
1_Oil	744	10	98123198	98123952
1_Oil	745	10	98136605	98137300
1_Oil	746	10	98182686	98183718
1_Oil	747	10	98188437	98189190
1_Oil	748	10	98509566	98510376
1_Oil	749	10	98540334	98541015
1_Oil	750	10	98621581	98622199
1_Oil	751	10	98685322	98685796
1_Oil	752	10	98723558	98725120
1_Oil	753	10	98725342	98726159
1_Oil	754	10	98794417	98794950
1_Oil	755	10	99018281	99018823
1_Oil	756	10	99098362	99099108
1_Oil	757	10	99519810	99520376
1_Oil	758	10	101261575	101262050
1_Oil	759	10	101974150	101974867
1_Oil	760	10	102796871	102797176
1_Oil	761	10	103890533	103891151
1_Oil	762	10	104717155	104718106
1_Oil	763	10	104721103	104722206
1_Oil	764	10	107380637	107381340
1_Oil	765	10	107479967	107481251
1_Oil	766	10	107512030	107512711
1_Oil	767	10	107773369	107774193
1_Oil	768	10	107786863	107788310
1_Oil	769	10	107843700	107844384
1_Oil	770	10	107865443	107866187
1_Oil	771	10	108676219	108677034
1_Oil	772	10	108796749	108797346
1_Oil	773	10	108935089	108935949
1_Oil	774	10	108979277	108980066
