name	name2	strand	txStart	txEnd
NM_001205043	Jarid2	+	44826639	45017012
NM_001205044	Jarid2	+	44826142	45017012
NM_009124	Atxn1	-	45645124	46060360
NM_001199305	Atxn1	-	45645124	46060360
NM_001199304	Atxn1	-	45645124	46060360
NM_025508	Gmpr	+	45602812	45641755
NM_175749	Nup153	-	46775270	46823218
NM_026056	Cap2	+	46597271	46745650
NM_010617	Kif13a	-	46844456	47025087
NM_001170643	Rnf144b	+	47289371	47343360
NM_146042	Rnf144b	+	47218088	47343360
NM_001290311	Wnk2	-	49132969	49243697
NM_001290313	Wnk2	-	49131670	49243697
NM_029361	Wnk2	-	49131670	49243697
NM_001033268	Fam120a	-	48974585	49063197
NM_007526	Barx1	+	48758404	48761876
NM_001276399	Ippk	+	49516982	49558429
NM_199056	Ippk	+	49516591	49558429
NM_172015	Iars	+	49777498	49829636
NM_009167	Shc3	-	51526410	51662453
NM_001308448	Secisbp2	+	51747076	51779413
NM_010101	S1pr3	+	51503986	51518166
NM_029279	Secisbp2	+	51747076	51779413
NM_001198977	Syk	+	52678805	52744161
NM_016709	Auh	-	52930478	53025046
NM_133797	4833439L19Rik	-	54652578	54666743
NM_008739	Nsd1	+	55311142	55419686
NM_001293660	Uimc1	-	55129240	55201661
NM_001146026	Rnf44	-	54780759	54789169
NM_001146025	Rnf44	-	54780759	54789169
NM_001252648	4833439L19Rik	-	54652578	54666743
NM_001252647	4833439L19Rik	-	54652578	54666743
NM_001252646	4833439L19Rik	-	54652578	54666743
NM_001252645	4833439L19Rik	-	54652578	54666743
NM_001146027	Rnf44	-	54780759	54789561
NM_134064	Rnf44	-	54780759	54789169
NM_001159515	H2afy	-	56174982	56236911
NM_028281	Pcbd2	+	55828728	55878191
NM_001159513	H2afy	-	56174982	56236911
NM_001159514	H2afy	-	56174982	56236911
NM_146045	B4galt7	+	55701256	55711804
NM_012015	H2afy	-	56174982	56236911
NM_001311137	B4galt7	+	55701256	55711804
NM_001302372	Trpc7	-	56874458	56997150
NM_001302373	Trpc7	-	56874458	56997150
NM_012035	Trpc7	-	56874458	56997150
NM_008745	Ntrk2	+	58907929	59038392
NM_001282961	Ntrk2	+	58907929	59235331
NM_023328	Agtpbp1	-	59550895	59658708
NM_001048008	Agtpbp1	-	59594764	59658708
NM_001025074	Ntrk2	+	58909057	59235331
NM_001284221	Agtpbp1	-	59555210	59645812
NM_001284219	Agtpbp1	-	59550895	59658283
NM_001284218	Agtpbp1	-	59594764	59658708
NM_153538	Zcchc6	-	59873239	59924508
NM_001039239	Zfp808	+	62231249	62275296
NM_175252	Zfp934	-	62618156	62659959
NM_001282942	Fancc	-	63412844	63533053
NM_001042673	Fancc	-	63406016	63533053
NM_007985	Fancc	-	63412844	63533053
NM_001289926	2010111I01Rik	+	63066252	63404185
NM_001289924	2010111I01Rik	+	63066252	63404185
NM_172587	Cdc14b	-	64293852	64376296
NM_153534	Adcy2	-	68758919	69138419
NM_175283	Srd5a1	-	69712326	69750341
NM_001145162	Ube2ql1	-	69841709	69878775
NM_172053	Adamts16	-	70866685	70980688
NM_028959	Cep72	-	74173942	74199733
NM_177333	Exoc3	-	74307252	74346148
NM_009817	Cast	-	74830741	74945408
NM_001301181	Cast	-	74830741	74871709
NM_001301160	Cast	-	74830741	74871709
NM_001301158	Cast	-	74830741	74871709
NM_001301157	Cast	-	74830741	74908184
NM_001301156	Cast	-	74830741	74908184
NM_001301155	Cast	-	74830741	74908184
NM_001301153	Cast	-	74830741	74946208
NM_001131068	Rfesd	-	76138982	76156054
NM_178916	Rfesd	-	76138982	76156010
NM_138953	Ell2	+	75844931	75909806
NM_001131069	Rfesd	-	76138982	76156160
NM_134071	Slf1	-	77182348	77274729
NM_001081353	2210408I21Rik	+	77274796	77333166
NM_001163420	Fam172a	+	77847950	78305501
NM_001163419	Fam172a	+	77847950	78305501
NM_138312	Fam172a	+	77847950	78305501
NM_054053	Adgrv1	-	81234066	81772143
NM_001170537	Mef2c	+	83643032	83806684
NM_025282	Mef2c	+	83643032	83806684
NM_175187	Tmem161b	+	84361900	84435571
NM_024186	Ssbp2	+	91600701	91845780
NM_024272	Ssbp2	+	91600701	91845780
NM_010829	Msh3	-	92981835	93124958
NM_001311120	Msh3	-	92981832	93124958
NM_001284189	Homer1	+	94074449	94175084
NM_021310	Jmy	-	94200051	94269763
NM_011982	Homer1	+	94074449	94126840
NM_023821	Cmya5	-	93810669	93914679
NM_147176	Homer1	+	94074449	94175084
NM_152134	Homer1	+	94077988	94175084
NM_028772	Dmgdh	+	94444390	94522778
NM_009712	Arsb	+	94541633	94712971
NM_009680	Ap3b1	+	95128914	95336271
NM_172263	Pde8b	-	95794059	96020259
NM_198408	Crhbp	-	96201330	96214786
NM_001170669	Pde8b	-	95794059	95993005
NM_001164222	Col4a3bp	+	97312689	97410122
NM_029210	Sv2c	-	96729397	96902532
NM_023420	Col4a3bp	+	97312689	97410122
NM_001271463	Gfm2	+	97907891	97946398
NM_001271464	Gfm2	+	97907891	97946398
NM_001271465	Gfm2	+	97907891	97946398
NM_001146043	Gfm2	+	97907891	97951151
NM_177266	Gfm2	+	97907891	97946398
NM_012026	Arhgef28	-	98668549	98976120
NM_008634	Map1b	-	100191418	100286557
NM_173757	Mrps27	+	100114740	100185516
NM_001081061	Bdp1	-	100787948	100874025
NM_001168386	Ccdc125	+	101439435	101467195
NM_010872	Naip2	-	100914017	100972077
NM_022885	Slc30a5	-	101572602	101603382
NM_183115	Ccdc125	+	101439435	101467195
NM_008756	Ocln	-	101267321	101322453
NM_010871	Naip6	-	101051075	101086571
NM_001126182	Naip2	-	100914017	100972077
NM_008670	Naip1	-	101177724	101222819
NM_001077495	Pik3r1	-	102450715	102538172
NM_029879	Rgs7bp	-	105737232	105845010
NM_025447	Dimt1	+	107737208	107750304
NM_001127346	Ndufaf2	-	108842782	108948819
NM_023852	Rab3c	-	110844395	111070414
NM_001168403	Ankrd55	+	113078658	113174210
NM_001168405	Ankrd55	+	113078658	113134849
NM_029898	Ankrd55	+	113078658	113174210
NM_001168404	Ankrd55	+	113078725	113146389
NM_008247	Plpp1	+	113590984	113658102
NM_008903	Plpp1	+	113590984	113658102
NM_178746	Slc38a9	+	113450973	113528960
NM_172595	Arl15	+	114584715	114947669
NM_010887	Ndufs4	-	115078002	115178302
NM_001033228	Itga1	-	115748288	115892172
NM_001308506	Nnt	-	120124333	120198064
NM_008710	Nnt	-	120123123	120197818
NM_001267724	Asb13	+	3633277	3651025
NM_134063	Fam208b	-	3565280	3610354
NM_178283	Asb13	+	3633277	3651025
NM_019671	Net1	-	3881263	3917466
NM_001047159	Net1	-	3881263	3892827
NM_020036	Calm4	+	3837002	3837917
NM_027416	Calml3	-	3802138	3803564
NM_001008706	Calm5	+	3853418	3854007
NM_031250	Ucn3	-	3939933	3944595
NM_013777	Akr1c12	-	4267417	4278645
NM_001013785	Akr1c19	+	4232985	4247605
NM_029901	Akr1c21	+	4573320	4585789
NM_001311132	Akr1c20	-	4486101	4522590
NM_018859	Akr1e1	-	4591735	4608410
NM_011803	Klf6	+	5860734	5869639
NM_019703	Pfkp	-	6579119	6648017
NM_001291071	Pfkp	-	6579119	6648017
NM_145360	Idi1	+	8884851	8891642
NM_001039389	Wdr37	-	8849724	8870290
NM_001039388	Wdr37	-	8802211	8870982
NM_172445	Wdr37	-	8802211	8870290
NM_172585	Larp4b	+	9093126	9173697
NM_001311117	Larp4b	+	9093126	9173697
NM_033268	Actn2	-	12361693	12432999
NM_144835	Heatr1	+	12487641	12531160
NM_018886	Lgals8	-	12531681	12554005
NM_001199043	Lgals8	-	12531681	12554005
NM_001291055	Lgals8	-	12531668	12551583
NM_001291060	Lgals8	-	12531668	12554005
NM_001291057	Lgals8	-	12531668	12554005
NM_011118	Prl2c3	-	12883087	12892346
NM_181852	Prl2c5	+	13274982	13284192
NM_001311129	Prl2c5	+	13274982	13284192
NM_031999	Gpr137b	-	13449887	13485891
NM_010917	Nid1	+	13529868	13604542
NM_178337	Tbce	-	14090217	14131905
NM_134067	AW209491	+	14722524	14730469
NM_001104646	AW209491	+	14722511	14730469
NM_008944	Psma2	+	14705508	14717940
NM_025904	Yae1d1	-	18078473	18085185
NM_024270	Stard3nl	-	19449544	19487682
NM_001167909	Nme8	-	19736947	19789629
NM_134065	Epdr1	-	19683576	19711699
NM_181591	Nme8	-	19736947	19789629
NM_016687	Sfrp4	+	19715043	19724692
NM_181754	Gpr141	-	19841550	19916126
NM_175688	A530099J19Rik	-	19819285	19824820
NM_001281854	Aoah	+	20885981	20943776
NM_009054	Trim27	+	21271799	21286592
NM_001145778	Zkscan3	-	21478872	21494624
NM_145451	Gpx6	+	21404071	21411493
NM_023685	Zkscan3	-	21478872	21494624
NM_010343	Gpx5	-	21378297	21384555
NM_016684	Zscan12	+	21454688	21464171
NM_025719	Nkapl	-	21558915	21560370
NM_001162920	Pgbd1	-	21513143	21532922
NM_001162919	Pgbd1	-	21513143	21532579
NM_001039115	Zkscan4	+	21570717	21577374
NM_001013786	Zscan26	-	21534043	21545596
NM_001251834	Zkscan8	-	21618288	21622983
NM_001251833	Zkscan8	-	21605089	21622983
NM_001012311	Pgbd1	-	21513143	21532922
NM_139141	Zkscan8	-	21605089	21622983
NM_146541	Olfr1361	-	21750236	21751190
NM_146542	Olfr11	-	21730448	21731390
NM_146744	Olfr1362	-	21702888	21703873
NM_146540	Olfr1364	-	21665378	21666323
NM_146283	Olfr1366	-	21628842	21629896
NM_146543	Olfr1360	-	21765869	21766849
NM_178202	Hist1h2bp	+	21879356	21881082
NM_178182	Hist1h2ai	+	21808280	21808728
NM_178201	Hist1h2bn	+	21845991	21846422
NM_178200	Hist1h2bm	+	21813912	21814395
NM_178211	Hist1h4k	-	21842013	21842422
NM_178210	Hist1h4j	+	21826902	21827325
NM_178199	Hist1h2bl	-	21807581	21808012
NM_178207	Hist1h3i	-	21874783	21875266
NM_178206	Hist1h3h	+	21809496	21809984
NM_001290466	Hist1h2bp	+	21879356	21879812
NM_020034	Hist1h1b	-	21871700	21872494
NM_178184	Hist1h2an	-	21878640	21879087
NM_178183	Hist1h2ak	-	21845245	21845781
NM_175657	Hist1h4n	-	21923661	21924027
NM_175657	Hist1h4n	+	21903652	21904018
NM_001313878	Hist1h2br	-	21901609	21902068
NM_001313880	Hist1h2bq	-	21901609	21902068
NM_178185	Hist1h2ap	-	21924892	21925344
NM_178185	Hist1h2ap	+	21902335	21902787
NM_001195421	Hist1h4m	+	21903614	21904019
NM_001097979	Hist1h2bq	+	21925611	21929399
NM_001097979	Hist1h2bq	-	21898280	21902068
NM_001177544	Hist1h2ao	-	21924892	21925444
NM_001110555	Hist1h2br	+	21925611	21929399
NM_001110555	Hist1h2br	-	21898280	21902068
NM_001177544	Hist1h2ao	+	21902235	21902787
NM_001313878	Hist1h2br	+	21925611	21926070
NM_001313880	Hist1h2bq	+	21925611	21926070
NM_175656	Hist1h4i	-	22132828	22133231
NM_175665	Hist1h2bk	+	22127689	22128189
NM_001162928	Pom121l2	+	22073049	22077772
NM_178186	Hist1h2ag	-	22134346	22134818
NM_178198	Hist1h2bj	+	22135098	22135527
NM_175659	Hist1h2ah	-	22126990	22127512
NM_001162929	Pom121l2	+	22073062	22080603
NM_134223	Vmn1r195	+	22370185	22371273
NM_001080972	Vmn1r194	+	22336083	22336974
NM_134211	Vmn1r-ps103	+	22533140	22534112
NM_001045544	Vmn1r204	+	22648069	22648978
NM_134218	Vmn1r208	-	22864267	22865194
NM_001111107	Zfp322a	-	23444971	23461077
NM_001286156	Zfp322a	-	23444971	23461077
NM_001286155	Zfp322a	-	23444971	23461077
NM_172586	Zfp322a	-	23444971	23461077
NM_001289615	Btn2a2	-	23568931	23580726
NM_013483	Btn1a1	-	23548861	23557770
NM_175938	Btn2a2	-	23568931	23580726
NM_001289614	Btn2a2	-	23568931	23580726
NM_175654	Hist1h4d	+	23673470	23673838
NM_001177653	Hist1h2be	-	23675538	23712963
NM_175655	Hist1h4f	-	23643154	23643512
NM_178187	Hist1h2ae	-	23662531	23663089
NM_178196	Hist1h2bg	+	23663268	23663732
NM_178205	Hist1h3e	-	23653764	23654234
NM_178195	Hist1h2bf	-	23665628	23666059
NM_178194	Hist1h2be	-	23675538	23712993
NM_178188	Hist1h2ad	+	23666249	23666784
NM_178197	Hist1h2bh	-	23634791	23635313
NM_153173	Hist1h4h	+	23622912	23623347
NM_013548	Hist1h3f	+	23635920	23636823
NM_145713	Hist1h1d	+	23646900	23647676
NM_178204	Hist1h3d	+	23667631	23668135
NM_145073	Hist1h3g	+	23627286	23627778
NM_175661	Hist1h2af	+	23625779	23626247
NM_015787	Hist1h1e	-	23713645	23714427
NM_001290530	Hist1h2be	-	23677394	23677839
NM_175660	Hist1h2ab	+	23842956	23843461
NM_175664	Hist1h2bb	+	23838602	23839092
NM_175653	Hist1h3c	-	23836910	23837390
NM_001290380	Hist1h2bc	+	23776067	23776536
NM_023422	Hist1h2bc	+	23776067	23784349
NM_178192	Hist1h4a	-	23852663	23853118
NM_178189	Hist1h2ac	-	23775341	23775828
NM_178208	Hist1h4c	-	23789952	23790327
NM_013550	Hist1h3a	-	23853753	23854255
NM_178203	Hist1h3b	+	23844248	23844709
NM_178193	Hist1h4b	+	23848805	23849255
NM_015786	Hist1h1c	+	23830675	23831400
NM_010377	Hist1h1t	+	23787679	23788414
NM_001029935	Trim38	+	23874409	23883397
NM_144836	Slc17a2	+	23898895	23915394
NM_134069	Slc17a3	+	23931302	23952583
NM_001164743	Slc17a3	+	23931302	23952583
NM_030609	Hist1h1a	+	23855536	23856281
NM_177016	Slc17a4	-	23989757	24006876
NM_175663	Hist1h2ba	-	24025593	24026025
NM_175658	Hist1h2aa	+	24026330	24026782
NM_020567	Gmnn	-	24843713	24853806
NM_019551	Tdp2	+	24923527	24934022
NM_001081051	D130043K22Rik	+	24936999	24993308
NM_172532	Aldh5a1	-	24999447	25029530
NM_008156	Gpld1	+	25035020	25083805
NM_001013389	Mrs2	-	25084163	25112186
NM_009513	Nrsn1	-	25343907	25361865
NM_008232	Hdgfl1	-	26860040	26862034
NM_011164	Prl	+	27149438	27157072
NM_001205322	Prl3d1	+	27186057	27192129
NM_001163530	Prl	+	27149438	27157072
NM_008864	Prl3d1	+	27186057	27192129
NM_001163218	Prl3c1	+	27290771	27295618
NM_011166	Prl6a1	+	27404495	27411121
NM_010088	Prl8a2	+	27437541	27446084
NM_001289919	Prl8a2	+	27437541	27446084
NM_001311125	Prl8a8	-	27598836	27605086
NM_001164058	Prl7a1	-	27725232	27734362
NM_008930	Prl7a1	-	27725232	27734362
NM_011168	Prl7a2	-	27750452	27759905
NM_011120	Prl7d1	-	27800866	27808606
NM_001308486	Cdkal1	-	29894309	29947542
NM_177322	Agtr1a	+	30428224	30474736
NM_153072	Hus1b	-	31038444	31039630
NM_008239	Foxq1	+	31650038	31652843
NM_008592	Foxc1	+	31898514	31902504
NM_025429	Serpinb1a	-	32933960	32943054
NM_173051	Serpinb1c	-	32973265	32990009
NM_009256	Serpinb9	+	33096409	33109824
NM_011453	Serpinb9c	-	33241143	33250220
NM_001164524	Serpinb9c	-	33241143	33251623
NM_173052	Serpinb1b	+	33175971	33186249
NM_011455	Serpinb9g	+	33576658	33587869
NM_001076790	Serpinb6d	+	33753273	33763454
NM_001300892	Serpinb6d	+	33753343	33763454
NM_001045535	Serpinb6e	-	33924213	33935277
NM_009254	Serpinb6a	-	34009786	34027952
NM_001164118	Serpinb6a	-	34009786	34027952
NM_001164117	Serpinb6a	-	34009786	34027952
NM_148942	Serpinb6c	-	33971684	33997577
NM_009450	Tubb2a	-	34166146	34169877
NM_001110515	Psmg4	+	34254832	34270041
NM_001101430	Psmg4	+	34254832	34270041
NM_138746	Fam50b	+	34831510	34839491
NM_013830	Prpf4b	+	34967362	34994747
NM_027967	Fam217a	-	35001832	35011861
NM_025750	4933417A18Rik	+	35016277	35045065
NM_001110331	Eci2	-	35069616	35086013
NM_011868	Eci2	-	35069616	35086013
NM_145938	Rpp40	-	35986972	35998216
NM_029628	Ppp1r3g	+	36059774	36062257
NM_153529	Nrn1	-	36817490	36826346
NM_025965	Ssr1	-	38063269	38086059
NM_027724	Cage1	-	38097920	38128806
NM_026382	Snrnp48	+	38296807	38319532
NM_001289599	Txndc5	-	38592139	38619783
NM_001289598	Txndc5	-	38592139	38620693
NM_145367	Txndc5	-	38592139	38620353
NM_025380	Eef1e1	-	38737559	38750897
NM_134060	Slc35b3	-	39024008	39052406
NM_001170431	Slc35b3	-	39024008	39052744
NM_001170430	Slc35b3	-	39024008	39052406
NM_001301674	Tfap2a	-	40810671	40830289
NM_001122948	Tfap2a	-	40810671	40825826
NM_011547	Tfap2a	-	40810671	40829192
NM_025387	Tmem14c	+	41111618	41117951
NM_026550	Pak1ip1	+	41096378	41108402
NM_008104	Gcm2	-	41196795	41205357
NM_001135577	Smim13	+	41345212	41371946
NM_001145878	Gm5082	+	41746130	41752146
NM_177808	Gm5082	+	41744811	41752146
NM_001145875	Adtrp	-	41858516	41942985
NM_175417	Adtrp	-	41858516	41942857
NM_010104	Edn1	+	42396638	42403358
NM_001005748	Phactr1	+	43218207	43233881
NM_023554	Nol7	+	43493744	43498227
NM_183204	Rnf182	+	43711165	43766313
NM_009856	Cd83	+	43880480	43898502
NM_001289915	Cd83	+	43880480	43898502
NM_016785	Tpmt	-	47118911	47138586
NM_172262	Kdm1b	+	47138867	47180648
NM_175340	Nhlrc1	-	47107925	47110219
NM_026450	Zfp169	-	48583028	48608805
NM_001164576	Zfp169	-	48583028	48608805
NM_001164575	Zfp169	-	48583028	48608779
NM_001301781	Ptpdc1	-	48673237	48721041
NM_207232	Ptpdc1	-	48673237	48721041
NM_011078	Phf2	-	48897118	48966254
NM_015759	Fgd3	-	49358478	49404577
NM_001039180	Bicd2	+	49436917	49482395
NM_001039179	Bicd2	+	49436917	49482395
NM_029791	Bicd2	+	49436917	49482395
NM_001172481	Aspn	+	49639811	49662931
NM_025711	Aspn	+	49639811	49662931
NM_001271397	Nol8	+	49748446	49774385
NM_001283029	Spin1	+	51196915	51247931
NM_001283030	Spin1	+	51196248	51247931
NM_001283028	Spin1	+	51196248	51247931
NM_146043	Spin1	+	51196248	51247931
NM_011462	Spin1	+	51229686	51247931
NM_025415	Cks2	+	51740600	51746031
NM_013660	Sema4d	-	51796616	51889116
NM_001281880	Sema4d	-	51796616	51889116
NM_011817	Gadd45g	+	51942043	51943843
NM_001024474	Diras2	-	52599743	52626205
NM_011518	Syk	+	52692250	52744161
NM_017373	Nfil3	-	53062577	53076408
NM_013601	Msx2	-	53562249	53568149
NM_010076	Drd1	-	54146552	54151027
NM_001291801	Drd1	-	54146552	54150149
NM_027324	Sfxn1	+	54167213	54203714
NM_008286	Hrh2	+	54287497	54310452
NM_001010973	Hrh2	+	54287497	54317801
NM_009946	Cplx2	+	54472712	54485278
NM_028597	Thoc3	-	54560197	54570201
NM_176987	Simc1	+	54605165	54652651
NM_178397	Faf2	+	54723144	54765424
NM_019968	Arl10	+	54676373	54682489
NM_028841	Tspan17	+	54890765	54898136
NM_001286180	Eif4e1b	+	54885358	54889819
NM_001039683	Eif4e1b	+	54885358	54889819
NM_001286179	Eif4e1b	+	54885358	54889819
NM_001033364	Cdhr2	+	54802823	54838023
NM_001286178	Eif4e1b	+	54885358	54889819
NM_001033269	Eif4e1b	+	54885358	54889819
NM_001316710	Gprin1	-	54838031	54851235
NM_012014	Gprin1	-	54838031	54851235
NM_001033245	Hk3	-	55107345	55122746
NM_001206391	Hk3	-	55107345	55122180
NM_001206392	Hk3	-	55107345	55122746
NM_001206390	Hk3	-	55107345	55122180
NM_001311128	Unc5a	+	55050771	55107379
NM_008011	Fgfr4	+	55254178	55270120
NM_012017	Zfp346	+	55206669	55236432
NM_009000	Rab24	-	55420583	55423341
NM_021489	F12	-	55519318	55528165
NM_001030296	Prr7	+	55565627	55574516
NM_001112711	Grk6	+	55546691	55562288
NM_001286066	Grk6	+	55546691	55560938
NM_001286065	Grk6	+	55546691	55562288
NM_001038018	Grk6	+	55546691	55562288
NM_011392	Slc34a1	+	55501008	55516056
NM_016758	Rgs14	+	55471092	55486048
NM_011938	Grk6	+	55546691	55560938
NM_001286064	Grk6	+	55546691	55562288
NM_001286063	Grk6	+	55546432	55562288
NM_001114088	Pdlim7	-	55598847	55614807
NM_001114087	Pdlim7	-	55608133	55614807
NM_134059	Ddx41	-	55631770	55638019
NM_001177372	Dbn1	-	55574788	55589437
NM_001177371	Dbn1	-	55574788	55589437
NM_026211	Tmed9	+	55694495	55699055
NM_026131	Pdlim7	-	55608133	55614807
NM_145382	Fam193b	-	55640676	55672481
NM_019813	Dbn1	-	55574788	55589437
NM_007596	Caml	+	55724365	55733777
NM_001282055	Ddx46	+	55736359	55782628
NM_001252487	Catsper3	+	55885939	55910361
NM_029772	Catsper3	+	55885939	55910361
NM_001252488	Catsper3	+	55885939	55910361
NM_145976	Tifab	-	56275063	56280246
NM_001168615	Tifab	-	56275063	56280246
NM_019568	Cxcl14	-	56390005	56397912
NM_177809	Slc25a48	+	56539715	56573724
NM_010702	Lect2	-	56643820	56649899
NM_001164042	Smad5	+	56805028	56843739
NM_008541	Smad5	+	56804370	56843739
NM_001164041	Smad5	+	56804412	56843739
NM_198004	Idnk	+	58259009	58266054
NM_152234	Ubqln1	-	58277516	58317014
NM_029872	Hnrnpa0	-	58227239	58229917
NM_026842	Ubqln1	-	58277516	58317014
NM_001048060	Idnk	+	58259009	58266054
NM_028904	Rmi1	+	58503957	58512510
NM_027335	2210016F16Rik	-	58481406	58486586
NM_025279	Hnrnpk	-	58492492	58503873
NM_001168248	Rmi1	+	58503957	58512510
NM_001301341	Hnrnpk	-	58492492	58504704
NM_001301340	Hnrnpk	-	58492492	58503873
NM_001301345	Hnrnpk	-	58492492	58503873
NM_001301344	Hnrnpk	-	58492492	58503873
NM_001301343	Hnrnpk	-	58492492	58503530
NM_022317	Slc28a3	-	58654668	58712238
