name	name2	txStart	txEnd
NM_001289650	Stard6	70632319	70660719
NM_001289648	Stard6	70632225	70660719
NM_029019	Stard6	70632107	70660719
NM_172632	Mapk4	74088140	74224603
NM_201600	Myo5b	74602272	74931131
NM_010720	Lipg	75098975	75120917
NM_010754	Smad2	76401354	76471401
NM_201354	Ctif	75590870	75857350
NM_001164168	Pias2	77304418	77394447
NM_029826	Hdhd2	77182853	77210910
NM_013666	St8sia5	77424585	77494189
NM_001164167	Pias2	77303946	77394447
NM_001039201	Hdhd2	77183156	77210910
NM_001164169	Pias2	77303946	77385678
NM_001164170	Pias2	77304418	77385678
NM_008602	Pias2	77303946	77394447
NM_153124	St8sia5	77424585	77494189
NM_001110274	Slc14a2	78379979	78403179
NM_001164504	Rnf165	77694848	77803875
NM_013831	Pstpip2	78033288	78121618
NM_053099	Setbp1	78947116	79306130
NM_025861	Pqlc1	80453044	80489463
NM_001164422	Pqlc1	80452964	80489463
NM_001164421	Pqlc1	80453044	80489463
NM_001164420	Pqlc1	80451983	80489463
NM_175028	Adnp2	80323873	80348221
NM_001201569	Atp9b	80930879	81130797
NM_001164111	Nfatc1	80802943	80904912
NM_001164109	Nfatc1	80844173	80909810
NM_015805	Atp9b	80930879	81130797
NM_198429	Nfatc1	80802943	80909810
NM_001164112	Nfatc1	80802943	80904912
NM_001164110	Nfatc1	80802943	80909810
NM_016791	Nfatc1	80844173	80904912
NM_010777	Mbp	82644514	82755029
NM_008082	Galr1	82561887	82576169
NM_001025245	Mbp	82644514	82728095
NM_001177464	Zfp516	83084023	83174706
NM_183033	Zfp516	83080270	83174706
NM_001033341	Zfp407	84377093	84758896
NM_177450	Cndp1	84779900	84819487
NM_144946	Neto1	86564343	86671289
NM_001039149	Cd226	89366818	89439719
NM_175542	Rttn	89141181	89300406
NM_178687	Cd226	89366818	89439719
NM_198295	Tmx3	90679545	90712659
NM_001110852	Crem	3294163	3337587
NM_001110851	Crem	3294163	3337587
NM_026157	Mtpap	4375589	4397328
NM_001081963	9430020K01Rik	4634926	4682867
NM_008448	Kif5b	6201002	6241522
NM_027497	Epc1	6435948	6490855
NM_007935	Epc1	6435948	6516106
NM_001276350	Epc1	6488889	6490855
NM_001278447	Rab18	6765164	6791604
NM_181070	Rab18	6765164	6791604
NM_001282093	Wac	7868829	7929026
NM_001146298	Wac	7869194	7929026
NM_153085	Wac	7869194	7929026
NM_008058	Fzd8	9212853	9216199
NM_007593	Cetn1	9618416	9619467
NM_021522	Usp14	9993612	10030147
NM_001038589	Usp14	9993612	10030147
NM_134130	Abhd3	10644408	10706694
NM_010258	Gata6	11052507	11085633
NM_001081223	Rbbp8	11815857	11901716
NM_029623	3110002H16Rik	12327238	12348478
NM_008720	Npc1	12348202	12394895
NM_181731	Cabyr	12899863	12913651
NM_027687	Cabyr	12899863	12913651
NM_001042419	Cabyr	12899863	12913651
NM_001042418	Cabyr	12899863	12913651
NM_001042420	Cabyr	12899863	12913651
NM_153087	Hrh4	13165498	13181391
NM_001163609	Psma8	14864659	14920808
NM_001308644	Aqp4	15547902	15569491
NM_001308641	Aqp4	15547902	15569491
NM_001308642	Aqp4	15547902	15569491
NM_001308643	Aqp4	15547902	15569491
NM_009700	Aqp4	15547902	15562193
NM_001308647	Aqp4	15547902	15561525
NM_001308646	Aqp4	15547902	15569491
NM_001308645	Aqp4	15547902	15569491
NM_007882	Dsc3	20119430	20160598
NM_001291809	Dsc3	20119430	20160598
NM_013504	Dsc1	20241972	20273274
NM_001291804	Dsc1	20241972	20273274
NM_010079	Dsg1a	20469373	20501854
NM_007883	Dsg2	20716616	20763027
NM_013697	Ttr	20823750	20832827
NM_019737	B4galt6	20843099	20904905
NM_029491	Trappc8	21004645	21054579
NM_177038	Trappc8	20975724	21054579
NM_019706	Rnf138	21159800	21186725
NM_207623	Rnf138	21160457	21186725
NM_001303011	Rnf138	21160457	21186725
NM_001303005	Rnf138	21159800	21186725
NM_001271580	4930426D05Rik	21810065	21814608
NM_011755	Zfp35	24148134	24163872
NM_144861	Rprd1a	24643462	24688705
NM_139143	Slc39a6	24738381	24762318
NM_001146295	Celf4	25836380	25912484
NM_009308	Syt4	31597461	31607069
NM_001242430	Ammecr1l	31920269	31943737
NM_153515	Ammecr1l	31919477	31943737
NM_026006	Sft2d3	32068747	32071557
NM_001025381	Gpr17	32102652	32109290
NM_032394	Myo7b	32118887	32196585
NM_008934	Proc	32282779	32297859
NM_001042768	Proc	32282779	32297859
NM_001042767	Proc	32282779	32299224
NM_001313938	Proc	32282779	32297859
NM_009668	Bin1	32536870	32595394
NM_001083334	Bin1	32536870	32595394
NM_001048207	Gypc	32687973	32719688
NM_021367	Tslp	32975036	32979453
NM_144863	Wdr36	32996878	33012896
NM_001110016	Wdr36	32996878	33026003
NM_001110015	Wdr36	32996878	33026074
NM_001109989	Nrep	33596672	33623353
NM_001109988	Nrep	33596672	33623683
NM_053078	Nrep	33596672	33623288
NM_001267717	Nrep	33596672	33623288
NM_025527	Srp19	34490798	34496253
NM_016927	Pkd2l2	34569076	34602442
NM_007874	Reep5	34504539	34533069
NM_001163004	Pkd2l2	34569076	34601448
NM_009290	Wnt8a	34701981	34707715
NM_009004	Kif20a	34784589	34792931
NM_001289607	Brd8	34758268	34784517
NM_001289606	Brd8	34758268	34784517
NM_001166407	Kif20a	34784277	34792931
NM_001166406	Kif20a	34784686	34792931
NM_030147	Brd8	34758268	34784517
NM_009860	Cdc25c	34892648	34911187
NM_144866	Etf1	35062438	35091657
NM_144865	Reep2	35000242	35007117
NM_001204914	Reep2	35000242	35007117
NM_010481	Hspa9	35097068	35114005
NM_007913	Egr1	35020860	35024610
NM_178005	Lrrtm2	35368662	35374678
NM_010771	Matr3	35721811	35751699
NM_028261	Tmem173	35893331	35900208
NM_029485	Spata24	35816342	35821840
NM_001289592	Tmem173	35893331	35900208
NM_001289591	Tmem173	35893331	35900208
NM_027733	Spata24	35819669	35821840
NM_029669	Dnajc18	35830758	35862798
NM_027222	Mzb1	35806918	35809021
NM_001270646	Prob1	35810004	35814853
NM_019912	Ube2d2a	35931212	35966826
NM_001289602	Psd2	36124483	36174369
NM_028707	Psd2	36124483	36174369
NM_001267796	Igip	36459754	36461132
NM_010415	Hbegf	36664580	36675459
NM_201256	Eif4ebp3	36823713	36825978
NM_025291	Sra1	36826840	36829965
NM_001164406	Sra1	36826840	36829965
NM_175375	Ankhd1	36720256	36818562
NM_009841	Cd14	36884717	36886469
NM_026464	Wdr55	36919892	36923362
NM_173383	Dnd1	36923324	36925868
NM_001083317	Slc35a4	36838868	36843516
NM_010885	Ndufa2	36901985	36904241
NM_008214	Hars	36926181	36942859
NM_001305627	Hars2	36942862	36952214
NM_026404	Slc35a4	36838868	36843516
NM_011879	Ik	36904309	36917293
NM_028036	Tmco6	36894723	36902045
NM_172831	E230025N22Rik	36844576	36855579
NM_080636	Hars2	36942862	36952214
NM_053130	Pcdhb5	37480034	37483567
NM_053129	Pcdhb4	37467108	37470827
NM_053128	Pcdhb3	37460452	37464239
NM_053127	Pcdhb2	37454493	37457268
NM_053126	Pcdhb1	37424651	37427108
NM_053139	Pcdhb14	37607310	37610748
NM_053135	Pcdhb10	37571327	37574168
NM_053137	Pcdhb12	37595274	37598308
NM_053134	Pcdhb9	37560508	37563563
NM_053132	Pcdhb7	37501355	37504861
NM_053136	Pcdhb11	37581071	37584686
NM_053138	Pcdhb13	37602170	37605863
NM_053143	Pcdhb18	37649118	37654157
NM_053145	Pcdhb20	37663917	37667314
NM_053144	Pcdhb19	37656651	37661365
NM_053146	Pcdhb21	37673305	37676017
NM_053141	Pcdhb16	37637421	37642691
NM_053147	Pcdhb22	37678006	37681073
NM_053142	Pcdhb17	37644674	37647944
NM_053140	Pcdhb15	37633199	37635994
NM_001159275	Slc25a2	37797031	37798377
NM_175770	Taf7	37800144	37803858
NM_033595	Pcdhga12	37925233	38001526
NM_033578	Pcdhgb6	37901747	38001526
NM_033580	Pcdhgb8	37921454	38001526
NM_033592	Pcdhga9	37896589	38001517
NM_033591	Pcdhga8	37885359	38001526
NM_033583	Pcdhgc5	37979199	38001526
NM_033581	Pcdhgc3	37966063	38001526
NM_153793	Rell2	38115212	38118833
NM_010411	Hdac3	38096624	38114642
NM_024179	0610009O20Rik	38409902	38422283
NM_020012	Rnf14	38456288	38477503
NM_001164622	Rnf14	38456288	38477503
NM_001164621	Rnf14	38456458	38477503
NM_011937	Gnpda1	38487190	38498647
NM_017378	Pcdh12	38426745	38444055
NM_011033	Pabpc2	39933150	39935736
NM_001033426	Grxcr2	42144976	42158703
NM_172966	Sh3rf2	42213363	42318349
NM_001146299	Sh3rf2	42213363	42318349
NM_027072	Plac8l1	42338328	42356363
NM_138945	Pou4f3	42554250	42555747
NM_009258	Spink1	43887722	43896891
NM_001289644	Scgb3a2	43923954	43927053
NM_001289643	Scgb3a2	43923954	43927053
NM_001033280	Gm94	43936849	43952532
NM_001039218	Spink14	44187522	44191862
NM_001048217	Spink11	44349698	44355831
NM_183123	Spinkl	44326011	44334727
NM_001163013	Ythdc2	44988318	45049374
NM_178872	Trim36	46324953	46372261
NM_001170855	Trim36	46324953	46358472
NM_001160399	Ccdc112	46441804	46471582
NM_025698	Tmed7	46745581	46757189
NM_010120	Eif1a	46757357	46769879
NM_173394	Ticam2	46717884	46734187
NM_026217	Atg12	46892070	46901233
NM_026854	Dtwd2	49855798	49915255
NM_001170960	Dtwd2	49855798	49915255
NM_134131	Tnfaip8	50212935	50252883
NM_026108	Hdhd1a	50727309	50728353
NM_026286	Ftmt	52491189	52492650
NM_010728	Lox	52675713	52689477
NM_001286182	Lox	52675713	52689521
NM_001286181	Lox	52675713	52689375
NM_025749	Zfp474	52775568	52799484
NM_010293	Gykl1	52853332	52855247
NM_152809	Csnk1g3	54021766	54115338
NM_001162989	Phax	56722222	56747366
NM_019996	Phax	56732524	56747366
NM_001127338	Aldh7a1	56685389	56732593
NM_138600	Aldh7a1	56685389	56721952
NM_029909	C330018D20Rik	57115484	57135033
NM_001134697	Ctxn3	57628139	57637788
NM_001167925	A730017C20Rik	59222034	59236614
NM_173759	A730017C20Rik	59222034	59236614
NM_001033767	Gm4951	60371730	60407474
NM_001034859	Gm4841	60427954	60432921
NM_001101475	F830016B08Rik	60453033	60462670
NM_134133	Smim3	60633844	60661637
NM_001109975	Synpo	60759859	60769758
NM_133363	Myoz3	60733370	60751370
NM_177340	Synpo	60753643	60783959
NM_020600	Rps14	60934249	60938200
NM_011552	Tcof1	60973409	61008618
NM_001042605	Cd74	60963502	60972306
NM_001198984	Tcof1	60973409	61008618
NM_010545	Cd74	60963502	60972306
NM_177407	Camk2a	61085285	61147806
NM_009880	Cdx1	61178515	61195853
NM_001286809	Camk2a	61123207	61147806
NM_009792	Camk2a	61123207	61147806
NM_134134	Hmgxb3	61290930	61336704
NM_178277	Hmgxb3	61290930	61336703
NM_001037859	Csf1r	61265225	61290793
NM_007885	Slc26a2	61356507	61371250
NM_177828	Arhgef37	61653447	61696190
NM_021296	Grpel2	61872077	61885985
NM_007420	Adrb2	62337366	62339635
NM_134136	Fbxo38	62663712	62708397
NM_009182	St8sia3	64414012	64435798
NM_194268	Onecut2	64500017	64558142
NM_001142950	Nars	64659300	64676211
NM_027350	Nars	64659300	64676211
NM_175012	Grp	66033139	66046250
NM_027400	Lman1	66140392	66162289
NM_001172062	Lman1	66143340	66162289
NM_013833	Rax	66094292	66098743
NM_016977	Mc4r	67017358	67020141
NM_024190	Chmp1b	67365012	67367541
NM_007702	Cidea	67503217	67527448
NM_194355	Spire1	67647862	67712375
NM_176832	Spire1	67647862	67708827
NM_001127177	Ptpn2	67825154	67884275
NM_008977	Ptpn2	67825154	67884275
NM_001039088	Seh1l	67934529	67955141
NM_028112	Seh1l	67934529	67952247
NM_153794	Fam210a	68419838	68459987
NM_001170953	Rnmt	68460008	68484506
NM_026440	Rnmt	68460008	68484506
NM_013596	Mc5r	68497256	68499365
NM_008560	Mc2r	68566552	68588974
NM_001271717	Mc2r	68566552	68587494
NM_001271716	Mc2r	68566552	68588974
NM_001301372	Mc2r	68566552	68588974
NM_030554	Rab27b	70138784	70213242
NM_001302798	Rab27b	70138784	70213242
NM_001302799	Rab27b	70138784	70213242
NM_029346	Dynap	70400082	70404238
NM_001289515	Poli	70668333	70689975
NM_011972	Poli	70668333	70689975
NM_001136090	Poli	70668333	70689975
NM_001311071	Mbd2	70727945	70742570
NM_001289516	Poli	70668333	70689975
NM_001039214	Mex3c	73732358	73752232
NM_053255	Elac1	73894691	73914133
NM_001305882	Mro	74019038	74038788
NM_027741	Mro	74019038	74038788
NM_001164355	Ska1	74354952	74367472
NM_025581	Ska1	74354952	74367472
NM_001002239	Rpl17	75160130	75163035
NM_001042660	Smad7	75527018	75555588
NM_001311070	Smad2	76422098	76471401
NM_001252481	Smad2	76420774	76471401
NM_001039202	Hdhd2	77182853	77200792
NM_025409	Ier3ip1	77168765	77180353
NM_007505	Atp5a1	78012506	78021607
NM_001110273	Slc14a2	78342882	78375911
NM_028122	Slc14a1	78296829	78320165
NM_001171010	Slc14a1	78296829	78320165
NM_001171011	Slc14a1	78296829	78338858
NM_053117	Pard6g	80243633	80316379
NM_025299	Txnl4a	80403536	80422590
NM_001042408	Txnl4a	80403605	80409471
NM_001164424	Pqlc1	80452964	80471885
NM_001164423	Pqlc1	80453044	80471885
NM_001136181	Hsbp1l1	80426494	80443841
NM_001038608	Txnl4a	80403536	80409471
NM_178604	Txnl4a	80403584	80409471
NM_001190373	Kcng2	80491282	80560993
NM_178280	Sall3	81163112	81183317
NM_001025251	Mbp	82723854	82755029
NM_001025258	Mbp	82723854	82755029
NM_001025256	Mbp	82723854	82755029
NM_001025255	Mbp	82723854	82755029
NM_001025254	Mbp	82723899	82755029
NM_001025259	Mbp	82723854	82755029
NM_001289531	Cndp2	84836856	84851451
NM_023149	Cndp2	84836856	84855094
NM_001302356	Cbln2	86880501	86887675
NM_172633	Cbln2	86881456	86887675
