name	name2	strand	txStart	txEnd
NM_027937	Caskin1	+	24625727	24645852
NM_001163691	Cacna1h	-	25511231	25570728
NM_011930	Clcn7	+	25270335	25299048
NM_001317404	Clcn7	+	25273575	25299048
NM_021415	Cacna1h	-	25511231	25570728
NM_001164225	Fbxl16	+	25946029	25958210
NM_029870	Crebrf	+	26852594	26913571
NM_181413	Anks1	+	28046250	28199724
NM_001286041	Anks1	+	28046250	28199724
NM_001286040	Anks1	+	28046250	28199724
NM_001033279	D17Wsu92e	-	27888176	27957487
NM_001044719	D17Wsu92e	-	27888176	27957487
NM_001271511	D17Wsu92e	-	27888176	27957487
NM_001168513	Mapk14	+	28829512	28885350
NM_001111099	Cdkn1a	+	29227923	29237667
NM_010220	Fkbp5	-	28535697	28623094
NM_001168508	Mapk14	+	28828286	28885350
NM_011951	Mapk14	+	28828286	28885350
NM_001168514	Mapk14	+	28828286	28885350
NM_021419	Rnf8	+	29751733	29778609
NM_080727	Tmprss3	-	31316211	31334694
NM_001163776	Tmprss3	-	31316211	31335919
NM_009593	Abcg1	+	31194638	31254926
NM_013811	Dnah8	+	30763880	31012209
NM_198094	Brd4	-	32343623	32421068
NM_016670	Pknox1	+	31701717	31744638
NM_010831	Sik1	-	31981194	31992737
NM_020508	Brd4	-	32333216	32421078
NM_001163748	Pde9a	+	31523178	31613254
NM_028902	Hsf2bp	-	32081713	32171453
NM_008804	Pde9a	+	31523178	31613254
NM_001286630	Brd4	-	32333216	32421078
NM_029804	Hnrnpm	-	33783177	33822403
NM_001033978	H2-Eb2	+	34462619	34478355
NM_172619	Adamts10	+	33661140	33690727
NM_001109913	Hnrnpm	-	33783177	33822403
NM_001143689	H2-Q4	+	35516561	35521619
NM_001252457	Ddx39b	+	35379761	35390652
NM_001142706	Cfb	-	34993318	34999459
NM_008198	Cfb	-	34993318	34999459
NM_019693	Ddx39b	+	35378690	35390652
NM_001303446	Csnk2b	-	35253139	35258998
NM_001303445	Csnk2b	-	35253139	35258374
NM_001142745	Atat1	-	36036773	36047013
NM_001142744	Atat1	-	36034540	36047013
NM_028476	Atat1	-	36036773	36047013
NM_001033493	Adgrf2	-	42845885	42879128
NM_028474	Ptchd4	+	42452895	42644690
NM_001286654	Rcan2	+	44089947	44176465
NM_001146038	Runx2	-	44740937	44951576
NM_001271631	Runx2	-	44740937	44873125
NM_001271630	Runx2	-	44740937	44873125
NM_001271627	Runx2	-	44740937	44951576
NM_001145920	Runx2	-	44740937	44873597
NM_030598	Rcan2	+	44090139	44176465
NM_009820	Runx2	-	44740937	44951576
NM_025611	Cul7	+	46787286	46801313
NM_028751	Tjap1	-	46394799	46419975
NM_001252475	Tjap1	-	46394799	46419975
NM_001252474	Tjap1	-	46394799	46419975
NM_021346	Zfp318	+	46520714	46557867
NM_001252473	Tjap1	-	46394799	46419975
NM_001081335	Cul9	-	46637557	46683337
NM_207671	Zfp318	+	46520714	46557867
NM_001097623	Trerf1	+	47277890	47496407
NM_001081636	Ccnd3	+	47641999	47736637
NM_001081635	Ccnd3	+	47641999	47736637
NM_172622	Trerf1	+	47367178	47496407
NM_027452	Lrfn2	+	49071906	49236915
NM_001008231	Daam2	-	49595346	49703662
NM_177052	Kif6	+	49754496	50049172
NM_013880	Plcl2	+	50648871	50827819
NM_028162	Tbc1d5	-	50872451	51318677
NM_001285993	Tbc1d5	-	50872451	51298703
NM_001285991	Tbc1d5	-	50872451	51318677
NM_009122	Satb1	-	51875511	51971972
NM_001163632	Satb1	-	51875511	51972615
NM_001163630	Satb1	-	51875511	51951379
NM_001163631	Satb1	-	51875511	51965913
NM_001031811	Kcnh8	+	52742033	53044544
NM_001190846	Kat2b	+	53723450	53812046
NM_020005	Kat2b	+	53706295	53812046
NM_008233	Hdgfrp2	+	56219053	56240027
NM_001304785	Hdgfrp2	+	56219053	56240027
NM_139138	Adgre4	+	55889248	55992927
NM_172132	Kdm4b	+	56465472	56542296
NM_001304784	Hdgfrp2	+	56219053	56240027
NM_010130	Adgre1	+	57498108	57622952
NM_028782	Lonp1	-	56753721	56766326
NM_010109	Efna5	-	62952305	63230666
NM_015794	Fbxl17	-	63395300	63849929
NM_207654	Efna5	-	62952305	63230666
NM_008000	Fer	+	64287320	64488845
NM_001037997	Fer	+	64213329	64488846
NM_001286415	Fer	+	64227414	64488846
NM_001289486	Tmem232	-	65605344	65890122
NM_001008973	Tmem232	-	65605344	65890122
NM_001289485	Tmem232	-	65605344	65890122
NM_001114098	Mtcl1	-	66686321	66799090
NM_172963	Mtcl1	-	66686321	66799090
NM_001025572	Ankrd12	-	66316840	66426386
NM_024448	Rab12	-	66843851	66869010
NM_172964	Arhgap28	-	68192047	68353448
NM_001128180	Dlgap1	+	70871449	71170753
NM_001128181	Dlgap1	+	70911086	71166069
NM_177639	Dlgap1	+	70774131	71170753
NM_027712	Dlgap1	+	70774131	71166069
NM_010867	Myom1	+	71368896	71476196
NM_001164885	Lpin2	+	71553993	71599158
NM_001083934	Myom1	+	71368896	71476196
NM_028887	Smchd1	-	71693833	71824683
NM_022882	Lpin2	+	71533317	71599158
NM_029999	Lbh	+	73267644	73291286
NM_001177968	Lclat1	+	73457324	73592706
NM_001177967	Lclat1	+	73457324	73592706
NM_027864	Galnt14	-	73843090	74059791
NM_001081071	Lclat1	+	73457324	73592706
NM_001146223	Dpy30	-	74698813	74715773
NM_001146222	Dpy30	-	74698813	74715734
NM_007566	Birc6	+	74927634	75102696
NM_001146224	Dpy30	-	74698813	74715551
NM_024428	Dpy30	-	74698813	74723284
NM_152817	Ttc27	+	75117089	75262910
NM_001166493	Rasgrp3	+	75835244	75928393
NM_206958	Ltbp1	+	75578149	75792307
NM_207246	Rasgrp3	+	75864877	75928393
NM_001285949	Fez2	-	78768551	78817492
NM_001290345	Map4k3	-	80979852	81127365
NM_009231	Sos1	-	80793091	80879793
NM_026516	Tmem178	+	81343971	81401156
NM_001114362	Eml4	+	83750270	83879699
NM_001114361	Eml4	+	83750270	83879699
NM_199466	Eml4	+	83750270	83879699
NM_134117	Pkdcc	+	83614622	83624409
NM_001286567	Eml4	+	83750270	83879699
NM_001171054	Mta3	+	84105502	84192217
NM_001171052	Mta3	+	84105502	84204762
NM_001171053	Mta3	+	84105502	84192217
NM_054082	Mta3	+	84105502	84214245
NM_183021	Thada	-	84589395	84865548
NM_031884	Abcg5	-	85057513	85082351
NM_009205	Slc3a1	+	85427686	85463581
NM_030133	Srbd1	-	86384004	86544515
NM_029298	1700011E24Rik	-	87788910	87827081
NM_010137	Epas1	+	87153203	87232750
NM_019936	Cript	+	87424900	87435148
NM_028639	Ttc7	+	87682225	87781110
NM_180974	Foxn2	+	88840051	88889873
NM_013523	Fshr	-	89384291	89600015
NM_001101560	Cldn20	+	3532553	3533213
NM_001286757	Tiam2	+	3483489	3519397
NM_001286758	Tiam2	+	3482314	3519397
NM_027457	Tmem242	-	5410863	5440260
NM_001111017	Serac1	-	6040570	6079739
NM_177311	Serac1	-	6040570	6079739
NM_181392	Gtf2h5	+	6079827	6085485
NM_001166629	Dynlt1a	-	6306343	6317474
NM_001199948	Dynlt1f	+	6600795	6610127
NM_001166627	Dynlt1f	+	6600795	6607794
NM_001166627	Dynlt1f	-	6648832	6655064
NM_001166627	Dynlt1f	+	6806387	6812617
NM_031395	Sytl3	+	6877959	6942393
NM_001166627	Dynlt1f	-	6853656	6860656
NM_183370	Sytl3	+	6893421	6942393
NM_183368	Sytl3	+	6910178	6942393
NM_001199948	Dynlt1f	-	6851323	6860656
NM_026611	Rnaset2b	+	7183208	7202542
NM_147155	Tagap1	-	7159313	7165505
NM_001033442	Gm1604b	+	7229891	7291946
NM_011553	Tcp10a	+	7529008	7550209
NM_001142539	Gm9992	-	7568060	7589654
NM_025789	Rsph3a	+	8138478	8172421
NM_026611	Rnaset2b	-	8321455	8340697
NM_001190337	Ccr6	+	8436671	8449994
NM_009835	Ccr6	+	8435390	8449994
NM_001190338	Ccr6	+	8437922	8449994
NM_001190336	Ccr6	+	8436671	8449994
NM_001190335	Ccr6	+	8436671	8449994
NM_001190334	Ccr6	+	8436671	8449994
NM_001190333	Ccr6	+	8428907	8449994
NM_178774	Prr18	+	8533603	8536978
NM_009309	T	+	8627287	8635361
NM_025851	1700010I14Rik	+	9181197	9201184
NM_001163836	Pabpc6	-	9859361	9862569
NM_010515	Igf2r	-	12875271	12962572
NM_008552	Mas1	-	13033870	13061009
NM_001113532	Wtap	-	13163885	13185125
NM_013686	Tcp1	+	13109194	13117933
NM_013671	Sod2	+	13200704	13210985
NM_153151	Acat3	-	13116824	13133262
NM_001290712	Tcp1	+	13109194	13117933
NM_001113533	Wtap	-	13159664	13185125
NM_175394	Wtap	-	13163885	13185405
NM_199252	Unc93a	-	13301482	13324657
NM_009341	Tcp10b	+	13253976	13275092
NM_001167913	Smok2b	+	13423128	13430055
NM_013741	Smok2a	+	13414053	13420524
NM_001167578	Tcp10c	+	13547437	13570089
NM_172826	Dact2	-	14332236	14340838
NM_001123372	Gm3435	+	15146803	15159413
NM_001123370	9030025P20Rik	+	15115827	15128541
NM_001123368	Gm3417	-	15101152	15115776
NM_001123368	Gm3417	-	15132746	15147148
NM_001123368	Gm3417	-	15164114	15178523
NM_001123367	Gm3448	-	15101152	15115776
NM_001123367	Gm3448	-	15132746	15147148
NM_001123367	Gm3448	-	15164114	15178523
NM_026451	1600012H06Rik	+	15080188	15082944
NM_198104	Tcte3	-	15164117	15178523
NM_001083880	1600012H06Rik	+	15080188	15082944
NM_001039552	Ermard	+	15178575	15201196
NM_011560	Tcte3	-	15164117	15178523
NM_001083881	1600012H06Rik	+	15080188	15082944
NM_001083882	1600012H06Rik	+	15080188	15082944
NM_001034891	Ermard	+	15190022	15201196
NM_024250	Phf10	-	15081999	15098237
NM_007865	Dll1	-	15504317	15512787
NM_024203	Fam120b	+	15533209	15570545
NM_008799	Pdcd2	-	15658538	15664265
NM_013684	Tbp	+	15636851	15654391
NM_144809	Prdm9	-	15680042	15700287
NM_011765	Zfp97	+	17258346	17283842
NM_001005358	Zfp960	+	17201066	17226595
NM_001163919	Zfp960	+	17201066	17226595
NM_025934	Riok2	+	17511295	17531863
NM_008039	Fpr2	+	18024787	18030916
NM_008215	Has1	-	17980289	17992152
NM_013521	Fpr1	-	18013434	18020903
NM_008041	Fpr-rs4	+	18158696	18159668
NM_008042	Fpr3	+	18107421	18108641
NM_177316	Fpr-rs6	-	20319041	20320061
NM_008040	Fpr-rs3	-	20760809	20761841
NM_134195	Vmn1r227	+	20872063	20873090
NM_134192	Vmn1r228	-	20913022	20914465
NM_134193	Vmn1r232	-	21050168	21051327
NM_145483	Zfp160	+	21145904	21165820
NM_134199	Vmn1r235	+	21397390	21399827
NM_134201	Vmn1r236	+	21423496	21424617
NM_011760	Zfp54	+	21560190	21572348
NM_172486	Zfp677	+	21520711	21536229
NM_009558	Zfp51	+	21587337	21602553
NM_001308323	Zfp51	+	21587337	21602553
NM_144515	Zfp52	+	21672502	21699565
NM_001164676	Zfp229	+	21870690	21885936
NM_001008501	Zfp760	+	21844707	21862603
NM_029281	Zfp820	-	21953842	21982726
NM_001199048	Zfp942	-	22063929	22099431
NM_001025373	Zfp943	+	22099525	22131333
NM_145484	Zfp758	+	22498419	22514248
NM_176962	Zfp944	-	22474955	22498367
NM_177358	Zfp945	-	22983663	23004101
NM_001110254	Zfp945	-	22983663	23004101
NM_009555	Zfp40	-	23310835	23330195
NM_001033496	Zfp213	-	23693733	23701193
NM_001289484	Zscan10	+	23737792	23747986
NM_001033425	Zscan10	+	23737792	23747986
NM_001161746	Tnfrsf12a	-	23812411	23814416
NM_013749	Tnfrsf12a	-	23812411	23814416
NM_020293	Cldn9	-	23819550	23820993
NM_001289481	Zscan10	+	23737792	23747986
NM_001289482	Zscan10	+	23737792	23747986
NM_018777	Cldn6	+	23816331	23819414
NM_001289483	Zscan10	+	23737792	23747986
NM_153791	Flywch1	-	23892389	23908558
NM_028416	Kremen2	-	23878165	23882796
NM_001081399	Prss33	-	23970327	23972734
NM_175229	Srrm2	+	23940153	23961710
NM_001077633	Dcpp3	+	24054424	24056408
NM_011321	Sbp	+	24078962	24082574
NM_001039238	Dcpp2	+	24035688	24037754
NM_027220	Prss32	+	23990738	23996743
NM_019910	Dcpp1	+	24017842	24019820
NM_001077421	Sbpl	-	24090051	24092240
NM_013921	Prss30	-	24109093	24112197
NM_020487	Prss21	+	24005038	24010080
NM_027008	Kctd5	-	24184686	24210452
NM_133731	Prss22	-	24130500	24135067
NM_173186	Tbc1d24	-	24312375	24342507
NM_001163848	Tbc1d24	-	24312375	24342507
NM_001163847	Tbc1d24	-	24312375	24342507
NM_001163852	Tbc1d24	-	24312375	24336902
NM_001163851	Tbc1d24	-	24312375	24342507
NM_001163850	Tbc1d24	-	24312375	24342507
NM_001163849	Tbc1d24	-	24312375	24342507
NM_001163853	Tbc1d24	-	24312375	24336902
NM_001031621	Abca17	-	24401223	24484197
NM_010023	Eci1	+	24563627	24576261
NM_001301784	E4f1	-	24580722	24592337
NM_009070	Rnps1	+	24551619	24562842
NM_019988	Mlst8	-	24610494	24616023
NM_001080128	Rnps1	+	24551619	24562842
NM_001080127	Rnps1	+	24551619	24562842
NM_007893	E4f1	-	24580722	24592337
NM_001252465	Mlst8	-	24610494	24616023
NM_001252464	Mlst8	-	24610494	24616023
NM_001252463	Mlst8	-	24610494	24616023
NM_001172113	Traf7	-	24645794	24664883
NM_001286713	Tsc2	-	24732760	24769572
NM_153792	Traf7	-	24645794	24664883
NM_001286720	Tsc2	-	24732760	24769572
NM_001286716	Tsc2	-	24732760	24769572
NM_001286718	Tsc2	-	24732760	24769572
NM_011647	Tsc2	-	24732760	24769572
NM_001286714	Tsc2	-	24732760	24769572
NM_001172114	Traf7	-	24645794	24664883
NM_001039363	Tsc2	-	24732760	24769572
NM_013630	Pkd1	+	24686894	24733459
NM_177375	Rab26	-	24665998	24670692
NM_023040	Gfer	-	24830135	24833101
NM_027988	Noxo1	+	24833178	24837474
NM_001163945	Rpl3l	+	24864773	24873094
NM_008503	Rps2	+	24857007	24858872
NM_013759	Msrb1	+	24873586	24879723
NM_023449	Slc9a3r2	-	24776226	24781902
NM_023055	Slc9a3r2	-	24776226	24787250
NM_001099664	Npw	-	24794274	24795370
NM_025425	Rpl3l	+	24869629	24873094
NM_027141	Spsb3	+	25024425	25029092
NM_001163102	Eme2	-	25029096	25032032
NM_001163751	Spsb3	+	25023618	25029092
NM_001163750	Spsb3	+	25023618	25029092
NM_001159626	Hagh	+	24987611	25001395
NM_023480	Fahd1	-	24985840	24987247
NM_029197	Meiob	+	24941326	24976732
NM_024284	Hagh	+	24987434	25001395
NM_011956	Nubp2	-	25019555	25023295
NM_019730	Nme3	+	25033444	25034474
NM_020608	Cramp1l	-	25098170	25152175
NM_026747	Ptx4	+	25257704	25262213
NM_001163416	Ptx4	+	25257704	25262213
NM_027880	Telo2	-	25236513	25252850
NM_001163661	Telo2	-	25236513	25252912
NM_001079929	Ccdc154	+	25299405	25308858
NM_001163270	Baiap3	-	25379603	25393309
NM_001197024	Unkl	+	25325344	25371387
NM_001163718	Tsr3	+	25377114	25379744
NM_028789	Unkl	+	25359526	25371387
NM_011665	Ube2i	-	25397455	25411255
NM_026676	Tsr3	+	25377114	25379744
NM_001177610	Ube2i	-	25397455	25410376
NM_001177609	Ube2i	-	25397455	25410859
NM_183150	BC003965	+	25321505	25324607
NM_001290736	Unkl	+	25325858	25371388
NM_031187	Tpsab1	-	25480189	25482507
NM_010781	Tpsb2	+	25503277	25505037
NM_053259	Prss28	+	25445590	25448821
NM_012034	Tpsg1	+	25507497	25511387
NM_011425	Sstr5	-	25626819	25634233
NM_001191008	Sstr5	-	25626819	25634233
NM_011447	Sox8	-	25702837	25707631
NM_029624	Lmf1	+	25716118	25799771
NM_001271437	Haghl	-	25919731	25922531
NM_001271436	Haghl	-	25919731	25922531
NM_001271435	Haghl	-	25916787	25922531
NM_001271434	Haghl	-	25919731	25922531
NM_001271433	Haghl	-	25919731	25922531
NM_022422	Gng13	+	25854116	25856047
NM_133719	Metrn	-	25931515	25933990
NM_026238	Narfl	+	25910720	25920277
NM_026897	Haghl	-	25919731	25922283
NM_145409	Chtf18	-	25855974	25864360
NM_145410	Fam173a	-	25927444	25929339
NM_001285984	Fam173a	-	25927444	25929332
NM_001285982	Fam173a	-	25927444	25929332
NM_011822	Pigq	-	26063364	26078934
NM_028101	Jmjd8	+	25965987	25968788
NM_001100454	Wfikkn1	-	26014572	26017803
NM_139154	Rab40c	-	26019058	26056659
NM_001163766	Wdr90	-	25981678	25998460
NM_001291025	Pigq	-	26063364	26078934
NM_026686	0610011F06Rik	+	26012444	26014108
NM_173741	Wdr24	+	25960571	25965675
NM_001162868	Rab11fip3	-	26125980	26206122
NM_001162869	Rab11fip3	-	26125980	26206122
NM_153140	Rab11fip3	-	26125980	26158805
NM_001159598	Axin1	+	26275630	26332756
NM_021793	Tmem8	+	26250260	26260198
NM_024227	Mrpl28	+	26260447	26263558
NM_009733	Axin1	+	26275630	26332756
NM_028190	Luc7l	+	26389854	26422451
NM_025881	Luc7l	+	26389854	26417675
NM_001206335	Fam234a	-	26349636	26381187
NM_207217	Fam234a	-	26349636	26381187
NM_001081656	Neurl1b	+	26551909	26583287
NM_013642	Dusp1	-	26642535	26645417
NM_025272	Atp6v0e	+	26813340	26836591
NM_172149	Bnip1	+	26918023	26929466
NM_008700	Nkx2-5	-	26975609	26978510
NM_009343	Phf1	+	27070071	27074853
NM_026307	Cuta	-	27074916	27076483
NM_026948	Cuta	-	27074916	27076483
NM_053173	Kifc5b	+	27054035	27069524
NM_001302397	Phf1	+	27070071	27074853
NM_001281491	Syngap1	+	27078396	27107590
NM_027544	Ggnbp1	+	27166203	27173323
NM_001251881	Ggnbp1	+	27154979	27173322
NM_080553	Itpr3	+	27194248	27259168
NM_007523	Bak1	-	27156756	27165571
NM_146075	Lemd2	-	27326544	27341383
NM_001291045	Grm4	-	27562848	27640478
NM_001013385	Grm4	-	27559332	27640478
NM_001166477	Hmga1-rs1	+	27693597	27700616
NM_001166476	Hmga1-rs1	+	27693597	27700616
NM_001025427	Hmga1	+	27693518	27700617
NM_001166546	Hmga1	+	27693518	27700617
NM_001166545	Hmga1	+	27693518	27700617
NM_001166544	Hmga1	+	27693518	27700617
NM_001166543	Hmga1	+	27693518	27700617
NM_001166542	Hmga1	+	27693518	27700617
NM_001166541	Hmga1	+	27693518	27700617
NM_001166540	Hmga1	+	27693518	27700617
NM_001039356	Hmga1	+	27693518	27700617
NM_001002895	AI413582	-	27700713	27702672
NM_001166539	Hmga1	+	27693518	27700617
NM_001166537	Hmga1	+	27693548	27700617
NM_001166536	Hmga1	+	27693518	27700617
NM_001166535	Hmga1	+	27693518	27700617
NM_019837	Nudt3	-	27716335	27760397
NM_001291046	Nudt3	-	27716326	27759909
NM_016660	Hmga1	+	27693548	27700617
NM_001286743	Pacsin1	+	27792535	27848062
NM_011861	Pacsin1	+	27792535	27848062
NM_013891	Spdef	-	27851391	27865896
NM_001286744	Pacsin1	+	27792535	27848062
NM_178365	Pacsin1	+	27822183	27848062
NM_001080769	Uhrf1bp1	+	27993451	28036985
NM_011432	Snrpc	+	27977031	27988912
NM_001085555	Tcp11	-	28203691	28217584
NM_013687	Tcp11	-	28203691	28217529
NM_027185	Def6	+	28344722	28365553
NM_011145	Ppard	+	28369698	28438414
NM_172617	Zfp523	+	28314362	28342831
NM_001098226	Tead3	-	28468617	28487545
NM_011287	Rpl10a	+	28465415	28467978
NM_011566	Tead3	-	28468617	28487750
NM_001163819	Fance	+	28450474	28463519
NM_001163820	Fance	+	28450474	28463519
NM_001204156	Tead3	-	28468617	28487291
NM_026290	Armc12	+	28667805	28675920
NM_001317065	Clps	-	28695154	28697711
NM_025469	Clps	-	28695154	28697711
NM_026571	Lhfpl5	+	28712663	28720538
NM_001290320	Slc26a8	-	28774723	28826932
NM_011950	Mapk13	+	28906261	28915649
NM_013663	Srsf3	+	29169604	29180317
NM_007669	Cdkn1a	+	29230713	29237667
NM_023734	Pi16	+	29455826	29465847
NM_030561	BC004004	+	29405732	29439832
NM_013710	Fgd2	+	29497858	29516480
NM_001159538	Fgd2	+	29497858	29516480
NM_001162902	Tmem217	-	29662962	29686538
NM_001162901	Tmem217	-	29662962	29686538
NM_026782	Ccdc167	-	29840276	29853962
NM_001163741	Ccdc167	-	29832921	29853962
NM_028791	Cmtr1	+	29797539	29842924
NM_001113560	Glo1	-	30729806	30749604
NM_025374	Glo1	-	30729806	30749604
NM_177465	Umodl1	+	31091627	31147655
NM_011575	Tff3	-	31262250	31266556
NM_009362	Tff1	-	31298340	31301998
NM_177823	Ubash3a	+	31345010	31379348
NM_030087	Ndufv3	+	31657059	31668270
NM_001083891	Ndufv3	+	31657059	31668270
NM_021322	Wdr4	-	31631266	31649432
NM_024187	U2af1	-	31784026	31795699
NM_001271353	Cbs	-	31749567	31774150
NM_144855	Cbs	-	31749567	31774150
NM_178224	Cbs	-	31749567	31774150
NM_001163769	U2af1	-	31784026	31795699
NM_013501	Cryaa	+	31814875	31818675
NM_001278570	Cryaa	+	31814875	31818675
NM_001278569	Cryaa	+	31814875	31818675
NM_028244	Rrp1b	+	32173106	32199807
NM_001163734	Rrp1b	+	32185229	32199807
NM_019774	Akap8	-	32440616	32458183
NM_017476	Akap8l	-	32458368	32487522
NM_178785	Rasal3	-	32527605	32540526
NM_001271479	Pglyrp2	-	32549405	32557920
NM_001271478	Pglyrp2	-	32549405	32561112
NM_001271477	Pglyrp2	-	32549405	32557920
NM_001271476	Pglyrp2	-	32549405	32561112
NM_021319	Pglyrp2	-	32549405	32557920
NM_183177	Zfp811	-	32932620	32946876
NM_001293229	Zfp799	-	32958386	32967206
NM_172458	Zfp871	-	32902441	32925232
NM_001267583	Zfp811	-	32932620	32946876
NM_177359	Zfp799	-	32952397	32967206
NM_207245	Zfp870	-	33016165	33028548
NM_001204336	Cyp4f14	-	33042014	33054287
NM_001204335	Cyp4f14	-	33042014	33054287
NM_001204334	Cyp4f14	-	33042014	33054274
NM_001204333	Cyp4f14	-	33042014	33054274
NM_001045559	Zfp952	+	33130083	33142402
NM_022434	Cyp4f14	-	33042014	33054032
NM_153063	Zfp472	+	33102775	33116156
NM_001024950	Zfp563	+	33226311	33247649
NM_177719	Morc2b	-	33272534	33276628
NM_001009544	4921501E09Rik	-	33201087	33205003
NM_001199062	Gm4461	-	33352205	33353296
NM_010998	Olfr55	+	33313360	33314308
NM_029952	Zfp955a	-	33376451	33392090
NM_207175	Olfr239	+	33336006	33336954
NM_001142957	Zfp955b	+	33426488	33441634
NM_207541	Zfp81	-	33470672	33495823
NM_009542	Zfp101	-	33517123	33531582
NM_053214	Myo1f	+	33692651	33744709
NM_001002842	Pram1	+	33775000	33782651
NM_026712	Zfp414	+	33766036	33768659
NM_001252480	March2	-	33828449	33855622
NM_008997	Rab11b	-	33879428	33897431
NM_145486	March2	-	33822636	33855622
NM_020581	Angptl4	-	33911844	33918520
NM_009318	Tapbp	+	34056422	34066235
NM_007829	Daxx	+	34046389	34052535
NM_001025313	Tapbp	+	34056422	34066235
NM_019421	Cd320	+	33980035	33986719
NM_001185182	Pfdn6	-	34075853	34077275
NM_001199733	Daxx	+	34046545	34052535
NM_020625	Zbtb22	+	34053120	34056270
NM_023202	Ndufa7	+	33961516	33975261
NM_010385	Pfdn6	-	34075853	34077288
NM_001195298	Kifc1	-	34012610	34027578
NM_016844	Rps28	-	33959981	33961443
NM_001305169	Cd320	+	33980370	33986719
NM_001205216	Rxrb	+	34169294	34175348
NM_001205215	Rxrb	+	34169294	34175348
NM_001205214	Rxrb	+	34168756	34175348
NM_001077709	Slc39a7	-	34165210	34168635
NM_009926	Col11a2	+	34176082	34203629
NM_009066	Ring1	-	34157736	34161625
NM_019420	B3galt4	-	34086856	34088433
NM_008202	Slc39a7	-	34165210	34168635
NM_011306	Rxrb	+	34168756	34175348
NM_001317722	Col11a2	+	34176082	34203629
NM_013543	H2-Ke6	-	34162977	34165000
NM_001001892	H2-K1	-	34132956	34137278
NM_008206	H2-Oa	+	34229323	34232179
