Sample	Interval	Chromosome	Start	End
4_epith	259	12	36.003.198	36.003.653
4_epith	260	12	45.342.133	45.342.646
4_epith	261	12	52.964.265	52.964.834
4_epith	262	12	52.966.337	52.967.247
4_epith	263	12	53.904.015	53.904.514
4_epith	264	12	55.281.917	55.282.280
4_epith	265	12	56.543.770	56.544.570
4_epith	266	12	56.639.313	56.640.032
4_epith	267	12	61.381.643	61.382.069
4_epith	268	12	70.625.349	70.625.834
4_epith	269	12	70.754.917	70.755.476
4_epith	270	12	74.248.121	74.248.703
4_epith	271	12	74.261.191	74.261.799
4_epith	272	12	74.867.026	74.867.694
4_epith	273	12	74.903.466	74.904.043
4_epith	274	12	74.969.538	74.970.222
4_epith	275	12	75.245.346	75.245.918
4_epith	276	12	77.984.638	77.985.260
4_epith	277	12	78.298.206	78.298.850
4_epith	278	12	80.072.611	80.073.062
4_epith	279	12	80.084.471	80.085.037
4_epith	280	12	80.204.823	80.205.304
4_epith	281	12	80.354.159	80.354.793
4_epith	282	12	81.304.168	81.304.787
4_epith	283	12	81.481.000	81.481.519
4_epith	284	12	83.213.682	83.214.333
4_epith	285	12	84.111.899	84.112.523
4_epith	286	12	86.541.073	86.541.587
4_epith	287	12	86.738.790	86.739.277
4_epith	288	12	86.805.714	86.806.345
4_epith	289	12	100.590.263	100.590.874
4_epith	290	12	101.074.544	101.075.240
4_epith	291	12	101.566.573	101.567.264
4_epith	292	12	102.484.244	102.484.745
4_epith	293	12	103.889.491	103.889.958
4_epith	294	12	105.213.233	105.213.822
4_epith	295	12	105.215.171	105.215.555
4_epith	296	12	106.015.767	106.016.270
4_epith	297	12	106.160.799	106.161.485
4_epith	298	12	106.764.974	106.765.557
4_epith	299	12	110.114.043	110.114.539
4_epith	300	12	111.925.861	111.926.635
4_epith	301	12	112.165.715	112.166.118
4_epith	302	12	112.214.159	112.214.682
4_epith	303	12	117.383.491	117.384.015
4_epith	304	12	117.676.882	117.677.778
4_epith	305	13	3.371.845	3.373.568
4_epith	306	13	3.658.602	3.659.142
4_epith	307	13	3.748.736	3.749.475
4_epith	308	13	3.767.536	3.768.458
4_epith	309	13	5.603.318	5.603.967
4_epith	310	13	20.212.611	20.213.022
4_epith	311	13	20.320.158	20.320.766
4_epith	312	13	29.702.252	29.702.852
4_epith	313	13	30.229.662	30.230.264
4_epith	314	13	36.712.884	36.713.471
4_epith	315	13	37.641.806	37.642.514
4_epith	316	13	40.996.931	40.997.585
4_epith	317	13	41.009.113	41.009.817
4_epith	318	13	41.074.699	41.075.145
4_epith	319	13	41.090.051	41.090.965
4_epith	320	13	41.757.862	41.759.036
4_epith	321	13	41.765.677	41.766.335
4_epith	322	13	42.469.506	42.470.165
4_epith	323	13	42.498.636	42.499.213
4_epith	324	13	43.636.192	43.636.795
4_epith	325	13	43.966.951	43.967.568
4_epith	326	13	43.998.384	43.999.184
4_epith	327	13	44.801.878	44.802.521
4_epith	328	13	45.085.362	45.086.109
4_epith	329	13	46.629.511	46.630.358
4_epith	330	13	47.312.107	47.312.848
4_epith	331	13	49.226.642	49.227.092
4_epith	332	13	51.949.304	51.949.896
4_epith	333	13	51.961.181	51.961.969
4_epith	334	13	52.001.294	52.001.992
4_epith	335	13	52.208.741	52.209.336
4_epith	336	13	52.831.361	52.832.078
4_epith	337	13	52.833.658	52.834.154
4_epith	338	13	52.845.199	52.845.819
4_epith	339	13	52.902.611	52.903.064
4_epith	340	13	53.734.316	53.734.885
4_epith	341	13	53.754.553	53.755.048
4_epith	342	13	54.558.549	54.559.115
4_epith	343	13	55.553.295	55.553.900
4_epith	344	13	56.521.633	56.522.137
4_epith	345	13	56.554.604	56.555.486
4_epith	346	13	58.557.748	58.558.333
4_epith	347	13	58.689.275	58.689.625
4_epith	348	13	58.753.110	58.753.871
4_epith	349	13	59.547.803	59.548.414
4_epith	350	13	60.108.889	60.109.457
4_epith	351	13	71.409.037	71.409.521
4_epith	352	13	74.666.516	74.667.207
4_epith	353	13	74.671.011	74.671.487
4_epith	354	13	81.159.143	81.159.738
4_epith	355	13	81.270.702	81.271.342
4_epith	356	13	90.058.627	90.059.240
4_epith	357	13	97.057.369	97.057.760
4_epith	358	13	97.960.166	97.960.888
4_epith	359	13	99.740.112	99.740.588
4_epith	360	13	100.560.779	100.561.271
4_epith	361	13	101.862.068	101.862.919
4_epith	362	13	102.665.069	102.665.510
4_epith	363	13	102.764.683	102.765.379
4_epith	364	13	103.363.960	103.364.667
4_epith	365	13	104.760.257	104.760.990
4_epith	366	13	105.430.788	105.431.626
4_epith	367	13	108.008.748	108.009.185
4_epith	368	13	108.179.078	108.179.560
4_epith	369	13	110.671.267	110.672.146
4_epith	370	13	110.858.248	110.858.799
4_epith	371	13	110.858.894	110.859.356
4_epith	372	13	112.845.681	112.846.397
4_epith	373	13	114.396.564	114.396.969
4_epith	374	14	9.142.181	9.142.658
4_epith	375	14	12.643.291	12.644.211
4_epith	376	14	23.034.959	23.035.589
4_epith	377	14	24.995.919	24.996.480
4_epith	378	14	25.035.132	25.035.760
4_epith	379	14	26.300.768	26.301.207
4_epith	380	14	26.447.073	26.447.619
4_epith	381	14	26.455.883	26.456.346
4_epith	382	14	29.269.490	29.270.112
4_epith	383	14	30.833.914	30.834.474
4_epith	384	14	31.374.178	31.374.667
4_epith	385	14	52.055.153	52.055.539
4_epith	386	14	55.920.745	55.921.473
4_epith	387	14	57.692.921	57.693.479
4_epith	388	14	61.358.408	61.359.072
4_epith	389	14	63.463.923	63.464.543
4_epith	390	14	63.707.000	63.707.460
4_epith	391	14	64.495.707	64.496.255
4_epith	392	14	65.413.356	65.413.862
4_epith	393	14	65.588.926	65.589.459
4_epith	394	14	65.724.168	65.724.740
4_epith	395	14	65.945.318	65.945.790
4_epith	396	14	66.336.904	66.337.506
4_epith	397	14	66.866.657	66.867.617
4_epith	398	14	67.453.124	67.453.714
4_epith	399	14	69.882.862	69.883.467
4_epith	400	14	70.027.012	70.027.800
4_epith	401	14	70.035.219	70.036.189
4_epith	402	14	70.036.856	70.037.297
4_epith	403	14	70.038.717	70.039.589
4_epith	404	14	70.047.448	70.048.060
4_epith	405	14	70.717.006	70.717.626
4_epith	406	14	70.787.401	70.787.978
4_epith	407	14	72.878.893	72.879.460
4_epith	408	14	73.845.588	73.846.701
4_epith	409	14	74.014.269	74.014.828
4_epith	410	14	76.549.257	76.549.893
4_epith	411	14	76.606.251	76.606.800
4_epith	412	14	76.621.150	76.621.741
4_epith	413	14	76.622.617	76.623.182
4_epith	414	14	76.625.355	76.625.838
4_epith	415	14	77.219.349	77.219.818
4_epith	416	14	77.351.192	77.351.777
4_epith	417	14	86.394.553	86.395.179
4_epith	418	14	99.855.722	99.856.461
4_epith	419	14	99.990.147	99.990.821
4_epith	420	14	104.735.966	104.736.431
4_epith	421	14	119.114.437	119.115.117
4_epith	422	14	121.791.130	121.791.622
4_epith	423	15	5.170.948	5.171.575
4_epith	424	15	7.087.471	7.088.147
4_epith	425	15	10.508.637	10.509.279
4_epith	426	15	12.227.868	12.228.636
4_epith	427	15	25.117.395	25.118.047
4_epith	428	15	25.563.341	25.563.909
4_epith	429	15	25.572.085	25.572.762
4_epith	430	15	25.614.890	25.615.491
4_epith	431	15	25.816.175	25.816.634
4_epith	432	15	27.421.310	27.421.736
4_epith	433	15	27.483.625	27.484.064
4_epith	434	15	31.270.645	31.271.319
4_epith	435	15	36.421.475	36.422.159
4_epith	436	15	36.464.417	36.464.885
4_epith	437	15	37.094.071	37.094.929
4_epith	438	15	37.113.747	37.114.412
4_epith	439	15	37.240.170	37.240.840
4_epith	440	15	37.242.625	37.243.143
4_epith	441	15	37.357.443	37.358.458
4_epith	442	15	37.803.791	37.804.359
4_epith	443	15	38.086.687	38.087.215
4_epith	444	15	38.768.716	38.769.181
4_epith	445	15	38.857.333	38.858.055
4_epith	446	15	38.939.262	38.939.760
4_epith	447	15	44.533.219	44.533.608
4_epith	448	15	50.902.873	50.903.522
4_epith	449	15	58.361.779	58.362.194
4_epith	450	15	58.516.636	58.517.158
4_epith	451	15	58.530.672	58.531.340
4_epith	452	15	59.398.966	59.399.538
4_epith	453	15	59.564.779	59.565.489
4_epith	454	15	59.683.681	59.684.324
4_epith	455	15	61.696.126	61.696.667
4_epith	456	15	61.848.705	61.849.316
4_epith	457	15	61.953.921	61.954.558
4_epith	458	15	62.060.496	62.061.054
4_epith	459	15	62.126.623	62.127.359
4_epith	460	15	62.270.710	62.271.289
4_epith	461	15	63.984.004	63.984.694
4_epith	462	15	63.994.968	63.995.704
4_epith	463	15	66.621.310	66.622.348
4_epith	464	15	66.742.570	66.743.205
4_epith	465	15	66.746.258	66.746.737
4_epith	466	15	66.865.458	66.865.977
4_epith	467	15	66.976.287	66.976.919
4_epith	468	15	68.239.040	68.239.703
4_epith	469	15	72.574.695	72.575.219
4_epith	470	15	74.915.659	74.917.796
4_epith	471	15	75.231.947	75.232.402
4_epith	472	15	76.450.717	76.451.189
4_epith	473	15	77.779.688	77.780.269
4_epith	474	15	78.961.703	78.962.351
4_epith	475	15	80.820.176	80.820.629
4_epith	476	15	81.166.350	81.166.950
4_epith	477	15	81.669.943	81.670.602
4_epith	478	15	82.868.149	82.868.842
4_epith	479	15	83.017.362	83.017.879
4_epith	480	15	83.168.748	83.169.231
4_epith	481	15	83.262.724	83.263.364
4_epith	482	15	84.469.809	84.470.391
4_epith	483	15	84.556.062	84.556.639
4_epith	484	15	85.309.550	85.310.169
4_epith	485	15	85.740.212	85.740.804
4_epith	486	15	85.999.888	86.000.819
4_epith	487	15	88.661.852	88.662.348
4_epith	488	15	88.680.909	88.681.446
4_epith	489	15	88.705.798	88.706.623
4_epith	490	15	93.330.180	93.330.692
4_epith	491	15	93.695.146	93.695.452
4_epith	492	15	95.861.718	95.862.336
4_epith	493	15	95.895.499	95.896.114
4_epith	494	15	96.081.086	96.081.821
4_epith	495	15	97.092.826	97.093.508
4_epith	496	15	97.195.058	97.195.846
4_epith	497	15	97.668.809	97.669.362
4_epith	498	15	99.919.876	99.920.483
4_epith	499	15	100.995.916	100.996.505
4_epith	500	15	101.063.770	101.064.329
4_epith	501	16	3.231.477	3.234.003
4_epith	502	16	3.234.105	3.235.606
4_epith	503	16	3.235.718	3.237.238
4_epith	504	16	3.239.124	3.239.978
4_epith	505	16	5.065.409	5.066.020
4_epith	506	16	5.119.364	5.119.976
4_epith	507	16	8.523.683	8.524.332
4_epith	508	16	11.504.716	11.505.659
4_epith	509	16	11.505.751	11.506.479
4_epith	510	16	11.513.266	11.513.768
4_epith	511	16	13.232.868	13.233.986
4_epith	512	16	13.494.088	13.494.559
4_epith	513	16	13.637.594	13.638.523
4_epith	514	16	13.644.185	13.644.834
4_epith	515	16	14.940.386	14.940.702
4_epith	516	16	15.958.640	15.959.276
4_epith	517	16	15.984.326	15.984.923
4_epith	518	16	18.083.356	18.083.933
4_epith	519	16	20.776.335	20.777.016
4_epith	520	16	20.784.638	20.785.365
4_epith	521	16	24.941.176	24.941.929
4_epith	522	16	25.059.179	25.059.892
4_epith	523	16	25.220.469	25.221.157
4_epith	524	16	25.239.796	25.240.306
4_epith	525	16	25.549.518	25.550.070
4_epith	526	16	25.660.720	25.661.312
4_epith	527	16	26.901.374	26.901.996
4_epith	528	16	28.089.430	28.089.877
4_epith	529	16	30.661.323	30.661.948
4_epith	530	16	31.506.785	31.507.421
4_epith	531	16	31.599.031	31.599.626
4_epith	532	16	33.873.258	33.873.887
4_epith	533	16	34.298.096	34.298.687
4_epith	534	16	34.298.885	34.299.519
4_epith	535	16	34.302.005	34.302.475
4_epith	536	16	34.672.920	34.673.386
4_epith	537	16	35.033.923	35.034.465
4_epith	538	16	36.708.160	36.708.635
4_epith	539	16	38.031.350	38.031.862
4_epith	540	16	44.104.170	44.104.852
4_epith	541	16	45.352.823	45.353.493
4_epith	542	16	49.288.214	49.288.822
4_epith	543	16	52.654.846	52.655.382
4_epith	544	16	56.871.560	56.872.209
4_epith	545	16	57.391.504	57.392.130
4_epith	546	16	73.545.742	73.546.180
4_epith	547	16	76.201.579	76.202.100
4_epith	548	16	76.216.428	76.216.813
4_epith	549	16	76.218.767	76.219.538
4_epith	550	16	76.228.584	76.229.161
4_epith	551	16	76.538.831	76.539.521
4_epith	552	16	76.718.883	76.719.364
4_epith	553	16	77.099.458	77.100.091
4_epith	554	16	77.738.913	77.739.604
4_epith	555	16	78.428.101	78.428.667
4_epith	556	16	89.762.376	89.762.985
4_epith	557	16	92.508.162	92.508.576
4_epith	558	16	93.912.960	93.913.556
4_epith	559	17	3.007.179	3.007.632
4_epith	560	17	3.009.908	3.010.727
4_epith	561	17	3.031.991	3.032.676
4_epith	562	17	3.079.129	3.079.687
4_epith	563	17	3.081.450	3.083.122
4_epith	564	17	3.084.014	3.084.779
4_epith	565	17	3.218.362	3.218.865
4_epith	566	17	4.808.801	4.809.437
4_epith	567	17	4.860.642	4.861.097
4_epith	568	17	5.101.277	5.101.881
4_epith	569	17	5.303.840	5.304.209
4_epith	570	17	7.074.733	7.075.383
4_epith	571	17	8.051.434	8.052.104
4_epith	572	17	12.189.169	12.189.700
4_epith	573	17	12.287.954	12.288.619
4_epith	574	17	13.744.565	13.745.312
4_epith	575	17	14.517.585	14.518.179
4_epith	576	17	14.602.114	14.602.755
4_epith	577	17	14.814.872	14.815.223
4_epith	578	17	16.188.562	16.189.178
4_epith	579	17	23.692.961	23.693.477
4_epith	580	17	24.578.432	24.578.909
4_epith	581	17	24.579.033	24.579.439
4_epith	582	17	26.044.244	26.044.804
4_epith	583	17	26.117.290	26.117.956
4_epith	584	17	26.769.077	26.769.697
4_epith	585	17	28.556.906	28.557.581
4_epith	586	17	28.561.290	28.561.839
4_epith	587	17	28.649.694	28.650.288
4_epith	588	17	31.472.312	31.473.069
4_epith	589	17	32.119.675	32.120.261
4_epith	590	17	39.979.849	39.985.871
4_epith	591	17	42.244.696	42.245.244
4_epith	592	17	43.328.109	43.328.595
4_epith	593	17	43.553.487	43.553.968
4_epith	594	17	45.874.099	45.874.804
4_epith	595	17	45.904.596	45.905.249
4_epith	596	17	45.908.842	45.909.547
4_epith	597	17	46.140.854	46.141.366
4_epith	598	17	47.616.655	47.617.211
4_epith	599	17	48.640.228	48.640.797
4_epith	600	17	48.644.446	48.645.222
4_epith	601	17	64.473.037	64.473.669
4_epith	602	17	66.091.746	66.092.177
4_epith	603	17	80.489.690	80.490.357
4_epith	604	17	80.514.600	80.515.249
4_epith	605	17	88.910.264	88.910.994
4_epith	606	18	3.004.279	3.006.529
4_epith	607	18	3.008.399	3.009.851
4_epith	608	18	3.616.240	3.616.674
4_epith	609	18	3.936.770	3.937.331
4_epith	610	18	3.945.497	3.946.158
4_epith	611	18	4.346.303	4.346.820
4_epith	612	18	7.616.430	7.616.883
4_epith	613	18	9.399.934	9.400.380
4_epith	614	18	10.477.807	10.478.258
4_epith	615	18	15.192.028	15.192.462
4_epith	616	18	15.196.595	15.197.073
4_epith	617	18	15.261.127	15.261.744
4_epith	618	18	15.266.047	15.266.728
4_epith	619	18	15.269.294	15.269.792
4_epith	620	18	15.283.866	15.284.423
4_epith	621	18	20.595.834	20.596.212
4_epith	622	18	26.798.075	26.798.570
4_epith	623	18	31.889.824	31.890.335
4_epith	624	18	35.835.501	35.836.312
4_epith	625	18	36.503.410	36.504.048
4_epith	626	18	36.864.459	36.865.091
4_epith	627	18	39.038.308	39.038.943
4_epith	628	18	40.043.743	40.044.162
4_epith	629	18	40.467.550	40.468.291
4_epith	630	18	41.883.000	41.883.553
4_epith	631	18	43.002.835	43.003.451
4_epith	632	18	43.170.752	43.171.039
4_epith	633	18	44.752.768	44.753.292
4_epith	634	18	53.324.266	53.324.667
4_epith	635	18	54.826.464	54.827.232
4_epith	636	18	56.581.409	56.582.022
4_epith	637	18	56.587.486	56.587.989
4_epith	638	18	56.626.015	56.626.698
4_epith	639	18	57.940.884	57.941.578
4_epith	640	18	60.854.036	60.854.624
4_epith	641	18	61.799.305	61.800.122
4_epith	642	18	61.915.448	61.915.870
4_epith	643	18	62.103.046	62.103.620
4_epith	644	18	62.255.187	62.255.578
4_epith	645	18	63.014.841	63.015.380
4_epith	646	18	65.177.928	65.178.569
4_epith	647	18	66.608.767	66.609.093
4_epith	648	18	66.940.893	66.941.408
4_epith	649	18	70.857.522	70.858.017
4_epith	650	18	75.298.426	75.299.133
4_epith	651	18	75.609.258	75.609.907
4_epith	652	18	78.235.672	78.236.286
4_epith	653	18	78.574.808	78.575.103
4_epith	654	18	82.937.678	82.938.353
4_epith	655	18	83.075.316	83.075.836
4_epith	656	18	84.821.374	84.821.968
4_epith	657	19	4.504.743	4.505.603
4_epith	658	19	5.849.929	5.850.630
4_epith	659	19	10.750.441	10.751.056
4_epith	660	19	12.782.873	12.783.443
4_epith	661	19	17.444.057	17.444.715
4_epith	662	19	20.588.442	20.588.924
4_epith	663	19	20.631.685	20.632.262
