name	name2	strand	txStart	txEnd
NM_001291816	Cdk19	+	40069113	40203624
NM_001162908	Sesn1	+	41530379	41628242
NM_001303469	Ccdc162	-	41258654	41326401
NM_001034858	Armc2	-	41634796	41738188
NM_172938	Scml4	+	42580317	42680588
NM_145743	Lace1	-	42032390	42198371
NM_175407	Sobp	-	42722305	42894336
NM_007548	Prdm1	-	44156979	44178554
NM_172473	Hace1	+	45297634	45432151
NM_025705	Dcbld1	+	51953424	52041183
NM_011282	Ros1	-	51765731	51915050
NM_001033385	Tbc1d32	-	55734099	55948495
NM_001163833	Msl3l2	+	55826722	55836686
NM_010288	Gja1	+	56097105	56110225
NM_001039051	Pkib	+	57351786	57460918
NM_001039050	Pkib	+	57370786	57460918
NM_008863	Pkib	+	57351786	57460918
NM_001190402	Pkib	+	57370786	57460918
NM_001039053	Pkib	+	57365674	57460918
NM_001039052	Pkib	+	57365674	57460918
NM_026148	Lims1	+	57786213	57887439
NM_011240	Ranbp2	+	57909599	57956902
NM_010100	Edar	-	58063535	58138444
NM_172788	Sh3rf3	+	58276106	58601664
NM_001199187	Ascc1	+	59466074	59562738
NM_144822	Micu1	+	59165310	59326882
NM_001033259	Mcu	-	58909731	59079440
NM_026937	Ascc1	+	59465552	59562738
NM_001291443	Micu1	+	59165310	59326882
NM_001291442	Micu1	+	59165310	59326882
NM_025273	Pcbd1	+	60552078	60557077
NM_029770	Unc5b	-	60225342	60294329
NM_001177511	Npffr1	+	61058231	61089133
NM_007731	Col13a1	-	61300981	61441856
NM_010438	Hk1	-	61731602	61842656
NM_207000	H2afy2	-	61201394	61246612
NM_001146100	Hk1	-	61731602	61803169
NM_001304757	Col13a1	-	61300981	61441856
NM_001159589	Sirt1	-	62781752	62801783
NM_019812	Sirt1	-	62781752	62801783
NM_182992	Mypn	-	62578542	62666700
NM_001242396	Jmjd1c	+	66648497	66719074
NM_207221	Jmjd1c	+	66590005	66719074
NM_023598	Arid5b	-	67558340	67741474
NM_178679	Zfp365	-	67348852	67375410
NM_001252638	Rhobtb1	+	68675941	68754532
NM_001252637	Rhobtb1	+	68675941	68754532
NM_001252636	Rhobtb1	+	68671299	68754532
NM_001143776	Fam13c	+	69903657	70021480
NM_009670	Ank3	+	69388279	69490184
NM_024244	Fam13c	+	69903657	70021480
NM_001143777	Fam13c	+	69903415	70021480
NM_170687	Ank3	+	69388279	69490184
NM_001145826	Specc1l	+	74675134	74775145
NM_001162913	Susd2	-	75099363	75106753
NM_027890	Susd2	-	75099363	75106753
NM_001081412	Bcr	+	74523640	74647668
NM_011418	Smarcb1	-	75359513	75384359
NM_001161853	Smarcb1	-	75359513	75384359
NM_153406	Specc1l	+	74674817	74775145
NM_133184	Slc5a4a	+	75610195	75652010
NM_001282992	Pcnt	-	75813998	75905657
NM_008787	Pcnt	-	75813998	75905657
NM_021568	Pcbp3	-	76224598	76424692
NM_001081419	Dip2a	-	75725793	75808036
NM_001301673	Sumo3	+	77068841	77081076
NM_001301672	Sumo3	+	77068841	77081076
NM_001301671	Sumo3	+	77069342	77081076
NM_130895	Adarb1	-	76753471	76881018
NM_019929	Sumo3	+	77068841	77081076
NM_001287074	Tspear	+	77149313	77349514
NM_008826	Pfkl	-	77449693	77472541
NM_001024837	Adarb1	-	76753471	76881018
NM_009200	Slc1a6	+	78243240	78277570
NM_009768	Bsg	+	79167102	79174724
NM_001077184	Bsg	+	79167102	79174724
NM_001081688	Tmprss9	+	80342560	80362239
NM_010731	Zbtb7a	+	80599015	80614402
NM_183152	Plk5	+	79819203	79828234
NM_026756	Nfic	-	80858935	80889918
NM_008688	Nfic	-	80858935	80889918
NM_021439	Chst11	+	82448241	82658636
NM_001042523	Txnrd1	+	82296695	82360469
NM_153543	Aldh1l2	-	82950191	82996885
NM_001013441	Ric8b	+	84380357	84481082
NM_001024918	Rfx4	+	84218792	84369281
NM_183172	Ric8b	+	84380357	84481082
NM_013722	Syn3	-	85511490	85961641
NM_001164495	Syn3	-	85754337	85961641
NM_001017525	Btbd11	+	85061155	85123037
NM_177772	Bpifc	-	85422435	85474605
NM_029685	1700113H08Rik	+	86520790	86693344
NM_175331	Nt5dc3	+	86241749	86301134
NM_026070	Ccdc53	+	87663841	87708903
NM_001122960	Ccdc53	+	87663841	87708903
NM_001146690	Chpt1	-	87935557	87966715
NM_027487	Ccdc53	+	87663841	87688107
NM_029249	Parpbp	-	87554142	87609686
NM_144807	Chpt1	-	87936220	87966715
NM_175158	Utp20	-	88209351	88289559
NM_001277188	Ano4	-	88411738	88720535
NM_029166	Uhrf1bp1l	+	89207735	89282614
NM_008517	Lta4h	+	92916140	92947641
NM_001313897	Lta4h	+	92916140	92947641
NM_021320	Ntn4	+	93103793	93208717
NM_146239	Cdk17	+	92623620	92704087
NM_053072	Fgd6	+	93498745	93608084
NM_172538	Vezt	-	93424266	93498544
NM_172051	Tmcc3	+	93977601	94053699
NM_001304720	Vezt	-	93424266	93498487
NM_001304575	Vezt	-	93424266	93498544
NM_001304572	Vezt	-	93424266	93498544
NM_026482	Atp2b1	+	98377785	98488777
NM_027945	Csl	-	99220338	99222292
NM_013598	Kitl	+	99478457	99563046
NM_026243	Mgat4c	+	101837070	101854102
NM_207522	Mettl25	-	105200240	105278436
NM_001205341	Ppfia2	+	105907365	106370524
NM_001039354	Lin7a	+	106708886	106862199
NM_001033223	Lin7a	+	106708886	106862199
NM_198636	Acss3	-	106402137	106560720
NM_001142804	Acss3	-	106373219	106560720
NM_001284329	Lin7a	+	106709449	106862199
NM_177373	Ppfia2	+	105907365	106370524
NM_175489	Osbpl8	+	110601857	110734303
NM_007792	Csrp2	+	110357231	110376570
NM_001003717	Osbpl8	+	110601857	110734303
NM_001025581	Kcnc2	+	111708178	111903360
NM_026223	Glipr1l2	+	111520409	111545154
NM_178610	Krr1	+	111409750	111425486
NM_146241	Trhde	-	113835876	114238426
NM_173391	Tph2	-	114515696	114622078
NM_025706	Tbc1d15	-	114634926	114688549
NM_025780	Thap2	-	114807021	114821491
NM_010195	Lgr5	-	114887369	115024836
NM_028082	Cnot2	-	115922216	116018567
NM_001037846	Cnot2	-	115922216	116018567
NM_001161837	Ptprr	+	115580953	115711985
NM_011217	Ptprr	+	115455418	115711985
NM_001037848	Cnot2	-	115946846	116018567
NM_001037847	Cnot2	-	115922216	116018567
NM_001013391	Cpsf6	-	116781723	116814029
NM_026570	Yeats4	-	116652196	116661563
NM_001310609	Cpsf6	-	116781722	116814029
NM_130891	Grip1	+	119256444	119514217
NM_133442	Grip1	+	118891089	119514217
NM_028736	Grip1	+	119256444	119514217
NM_001277292	Grip1	+	118891089	119514217
NM_001277293	Grip1	+	118891089	119524316
NM_001277294	Grip1	+	119256444	119514217
NM_010441	Hmga2	-	119798330	119913991
NM_177092	Msrb3	-	120218156	120336027
NM_001081037	Srgap1	-	121218046	121484371
NM_001242411	Srgap1	-	121218046	121484371
NM_029057	Tbc1d30	-	120700875	120748245
NM_177335	D930020B18Rik	+	121078756	121130970
NM_176919	Ppm1h	+	122115817	122359030
NM_027604	Usp15	-	122542061	122634075
NM_001301628	Usp15	-	122542061	122634075
NM_001110218	Ppm1h	+	122115817	122382849
NM_182807	Fam19a2	+	122701131	123178260
NM_001252387	Fam19a2	+	122701131	123178260
NM_177152	Lrig3	+	125403274	125452415
NM_001003913	Mars	-	126733276	126748842
NM_001171582	Mars	-	126733276	126748842
NM_008512	Lrp1	-	126975213	127058204
NM_008600	Mip	+	127662865	127668868
NM_054078	Baz2a	+	127529838	127566359
NM_030100	Pym1	+	128184934	128203624
NM_001253705	Pym1	+	128184934	128203624
NM_001253704	Pym1	+	128185510	128203624
NM_001170869	Pym1	+	128185510	128203624
NM_183264	Tespa1	+	129759907	129799698
NM_025995	Fbxo5	+	4541075	4547383
NM_175374	Mtrf1l	+	4522597	4534654
NM_011702	Vip	-	4698924	4707323
NM_001313969	Vip	-	4698924	4707323
NM_026793	Myct1	-	4739751	4752813
NM_022027	Syne1	+	5277477	5326342
NM_025343	Rmnd1	+	5914188	5943372
NM_001033466	Zbtb2	+	5958432	5979467
NM_001204916	H60c	+	7078769	7090333
NM_008786	Pcmt1	-	7350033	7383382
NM_145706	Nup43	+	7387301	7398684
NM_010690	Lats1	+	7401006	7436259
NM_026141	Ppil4	+	7512691	7542361
NM_172785	Zc3h12d	+	7552267	7590195
NM_145418	Ginm1	-	7487744	7500715
NM_138667	Tab2	-	7625445	7675921
NM_177271	Samd5	-	9347056	9395006
NM_013898	Timm8a1	+	11329021	11330236
NM_001163591	Stx11	-	12659786	12684065
NM_001163590	Stx11	-	12659786	12684065
NM_029075	Stx11	-	12659786	12684065
NM_175102	Sf3b5	+	12728255	12728989
NM_025748	Adat2	+	13272712	13283182
NM_001164195	Pex3	-	13243647	13272948
NM_019961	Pex3	-	13243750	13272948
NM_010828	Cited2	+	17443033	17445480
NM_028440	Abracl	-	17731066	17743058
NM_001195036	Ect2l	-	17848827	17930696
NM_001166402	Tnfaip3	-	18720716	18731769
NM_009397	Tnfaip3	-	18720716	18735216
NM_053008	Olig3	+	19076344	19078410
NM_010511	Ifngr1	+	19311763	19330031
NM_008822	Pex7	-	19579895	19627480
NM_001161825	Pex7	-	19579895	19627480
NM_001101561	Rpl32l	+	19928244	19928836
NM_027930	Mtfr2	+	20067624	20081475
NM_001177776	Ahi1	+	20760625	20800235
NM_001198914	Myb	-	20844735	20880790
NM_010848	Myb	-	20844735	20880790
NM_001042593	Hbs1l	+	21015784	21088695
NM_019702	Hbs1l	+	21015784	21088695
NM_001145209	Hbs1l	+	21015784	21031004
NM_001161847	Sgk1	+	21698477	21719708
NM_001161848	Sgk1	+	21705909	21719708
NM_001161850	Sgk1	+	21713695	21719708
NM_001161849	Sgk1	+	21712028	21719708
NM_011361	Sgk1	+	21714471	21719708
NM_001254745	E030030I06Rik	-	21864109	21869076
NM_001254744	E030030I06Rik	-	21832855	21869076
NM_053264	4930444G20Rik	-	21786114	21787885
NM_001177775	H60b	+	21993279	22008654
NM_011603	Tbpl1	-	22423682	22451253
NM_011295	Rps12	-	23504988	23507015
NM_011979	Vnn3	+	23571267	23589649
NM_011704	Vnn1	+	23614493	23625149
NM_001010840	Taar8c	-	23820648	23821757
NM_010217	Ctgf	+	24315247	24318488
NM_001166416	Med23	+	24589791	24633335
NM_027347	Med23	+	24589791	24633335
NM_001195596	Smlr1	-	25247748	25256078
NM_026138	Soga3	+	28863801	28919434
NM_001162537	9330159F19Rik	+	28931448	28950585
NM_025855	Echdc1	+	29033305	29066467
NM_001110198	Rnf146	-	29063981	29082248
NM_026518	Rnf146	-	29063981	29082248
NM_001110195	Echdc1	+	29032971	29066467
NM_001110197	Rnf146	-	29063981	29082248
NM_001110196	Rnf146	-	29063981	29082248
NM_001284279	Rnf146	-	29063981	29077519
NM_001109747	Cenpw	-	29915814	29920346
NM_001111267	Ncoa7	-	30365387	30375673
NM_011509	Supt4b	-	31133531	31134241
NM_001162957	Rsph4a	+	33624916	33635827
NM_178908	Fam26e	-	33811157	33816325
NM_175449	Fam26f	-	33845872	33847778
NM_009433	Tspyl1	+	34001995	34004691
NM_030203	Tspyl4	+	34017226	34021126
NM_009925	Col10a1	+	34109786	34116891
NM_008538	Marcks	-	36853048	36858732
NM_001177783	Rfpl4b	-	38540346	38541585
NM_183254	Fam229b	-	38838613	38853701
NM_001163503	2010001E11Rik	-	39640187	39646729
NM_001113385	BC021785	-	39687958	39706452
NM_001173500	G630090E17Rik	-	39666717	39679959
NM_001113388	BC021785	-	39677866	39706452
NM_001001489	BC021785	-	39687958	39706452
NM_144821	AI317395	-	39721378	39745074
NM_001042556	Rpf2	-	39943051	39966785
NM_023323	Rpf2	-	39943051	39966845
NM_009665	Amd1	-	40007263	40021994
NM_007444	Amd2	-	40007270	40021992
NM_001316719	Ddo	+	40349816	40361374
NM_027442	Ddo	+	40349816	40369737
NM_027879	Cdc40	-	40551426	40602949
NM_153398	Zbtb24	+	41170163	41185388
NM_138315	Mical1	+	41196119	41206836
NM_028430	Ppil6	+	41210244	41234094
NM_001277230	Zbtb24	+	41170163	41173274
NM_009213	Smpd2	-	41206977	41210146
NM_001277229	Zbtb24	+	41170163	41185388
NM_001164433	Mical1	+	41196119	41206836
NM_026643	Cep57l1	-	41438645	41529674
NM_001243075	Cep57l1	-	41438645	41529469
NM_001243074	Cep57l1	-	41438645	41529674
NM_029132	Cep57l1	-	41438645	41529469
NM_001013370	Sesn1	+	41607244	41628242
NM_017472	Snx3	+	42221859	42255175
NM_172416	Ostm1	+	42398721	42422268
NM_153055	Sec63	+	42481301	42552320
NM_199028	Bend3	+	43198945	43235223
NM_009846	Cd24a	+	43298974	43304071
NM_001031772	Lin28b	-	45096424	45190007
NM_011376	Sim1	+	50615456	50708958
NM_013532	Lilrb4a	+	51210703	51216417
NM_008147	Lilr4b	+	51200417	51206135
NM_001291894	Lilrb4a	+	51210703	51216417
NM_001291893	Lilr4b	+	51200417	51206135
NM_001291892	Lilr4b	+	51200417	51206135
NM_177306	Rfx6	+	51405323	51450235
NM_001159389	Rfx6	+	51397565	51450235
NM_153786	Vgll2	+	51742307	51748277
NM_001300957	Vgll2	+	51742307	51748277
NM_053187	Gopc	-	52056829	52101930
NM_001199272	Gopc	-	52056829	52101930
NM_030250	Nus1	+	52137352	52159998
NM_023129	Pln	+	53057491	53065805
NM_001141927	Pln	+	53057491	53065805
NM_025541	Asf1a	+	53316766	53329021
NM_008297	Hsf2	+	57206190	57232949
NM_019760	Serinc1	-	57235581	57252335
NM_020561	Smpdl3a	+	57514349	57531636
NM_021272	Fabp7	+	57504728	57508256
NM_027375	Gcc2	+	57718273	57768340
NM_001193303	Lims1	+	57857120	57887439
NM_201242	Lims1	+	57834201	57887439
NM_001162956	Ccdc138	+	57960684	58038992
NM_001024910	Sept10	-	58604374	58684595
NM_001024911	Sept10	-	58626859	58684595
NM_172939	Sowahc	+	58684669	58689181
NM_001316370	P4ha1	+	58786043	58836052
NM_011030	P4ha1	+	58786043	58836052
NM_001316371	P4ha1	+	58786043	58836052
NM_011179	Psap	+	59740375	59765348
NM_001146120	Psap	+	59740375	59765348
NM_001146124	Psap	+	59747208	59765348
NM_001146123	Psap	+	59740375	59765348
NM_001146122	Psap	+	59740375	59765348
NM_001146121	Psap	+	59740375	59765348
NM_016803	Chst3	-	59644275	59682008
NM_001159572	Vsir	+	59809598	59835432
NM_028732	Vsir	+	59809598	59835432
NM_001164374	Gm17455	+	59862473	59866306
NM_023596	Slc29a3	-	60174819	60215530
NM_023064	Tbata	+	60638009	60643428
NM_001017419	Tbata	+	60634711	60651589
NM_001017409	Tbata	+	60638009	60643428
NM_001316674	Sgpl1	-	60561389	60610432
NM_001017433	Tbata	+	60634711	60651589
NM_001017441	Tbata	+	60634711	60643428
NM_001316673	Sgpl1	-	60561389	60610432
NM_001017407	Tbata	+	60638009	60643428
NM_009163	Sgpl1	-	60561389	60610432
NM_011073	Prf1	+	60760583	60767011
NM_013611	Nodal	+	60880719	60888085
NM_001272092	Tysnd1	+	61158261	61165521
NM_001272091	Tysnd1	+	61158261	61165521
NM_001272090	Tysnd1	+	61158261	61165521
NM_001039194	Aifm2	+	61178010	61201400
NM_027912	Tysnd1	+	61158261	61165521
NM_153779	Aifm2	+	61183396	61201400
NM_001284300	Aifm2	+	61178010	61201400
NM_178058	Aifm2	+	61178010	61202008
NM_009719	Neurog3	+	61595837	61597511
NM_009314	Tacr2	+	61715185	61728738
NM_197996	Tspan15	-	61648143	61693966
NM_133672	Vps26a	-	61917590	61949553
NM_001113355	Vps26a	-	61917590	61949346
NM_019553	Ddx21	-	62042994	62065046
NM_028197	Kif1bp	-	62021217	62041205
NM_026201	Ccar1	-	62206675	62255116
NM_001253857	Tet1	-	62267317	62342762
NM_027384	Tet1	-	62267317	62342762
NM_001079824	Hnrnph3	-	62477411	62486597
NM_177372	Dna2	+	62409776	62436936
NM_027425	Rufy2	+	62442970	62481490
NM_030114	Herc4	+	62706544	62780629
NM_026101	Herc4	+	62706544	62780629
NM_001253685	Dnajc12	+	62845190	62871588
NM_013888	Dnajc12	+	62849310	62871588
NM_001204915	Reep3	-	66471936	66559736
NM_178606	Reep3	-	66471936	66559736
NM_001005419	Ado	-	67007258	67011703
NM_010118	Egr2	+	67000616	67004936
NM_177794	Tmem26	+	68186493	68245402
NM_001304739	Mrln	+	69667411	69682459
NM_001162846	Phyhipl	-	70020433	70055560
NM_178621	Phyhipl	-	70020433	70062039
NM_145420	Ube2d1	-	70717727	70748010
NM_025635	Zwint	+	72117593	72132540
NM_001293684	Zwint	+	72117593	72132540
NM_001293683	Zwint	+	72117593	72137712
NM_009630	Adora2a	+	74779621	74797537
NM_133995	Upb1	+	74869655	74904424
NM_008116	Ggt1	+	75036239	75048936
NM_001305992	Ggt1	+	75031406	75048936
NM_198860	Lrrc75b	-	75012869	75023075
NM_172549	Cabin1	-	75108854	75227102
NM_029472	Gstt4	-	75277688	75285288
NM_008185	Gstt1	-	75246557	75261329
NM_010361	Gstt2	-	75294589	75297626
NM_001306184	Mmp11	-	75385966	75395247
NM_198635	Gm5134	+	75417258	75472334
NM_001277132	Gm867	-	75400467	75403417
NM_008606	Mmp11	-	75385966	75395247
NM_023219	Slc5a4b	-	75521365	75573763
NM_133182	Prmt2	-	75669970	75700610
NM_001077638	Prmt2	-	75669970	75700610
NM_001302965	Prmt2	-	75669970	75700610
NM_009115	S100b	+	75716580	75724064
NM_029816	2610028H24Rik	+	75911825	75923963
NM_172550	Ybey	-	75922311	75931859
NM_146006	Lss	+	75994349	76019884
NM_029661	Spatc1l	+	76025016	76032945
NM_080845	Ftcd	+	76038392	76053083
NM_146007	Col6a2	-	76058500	76086149
NM_009933	Col6a1	-	76171536	76188789
NM_001199271	Slc19a1	+	76495483	76513177
NM_031196	Slc19a1	+	76495956	76513177
NM_030262	Pofut2	+	76722044	76732331
NM_133998	Fam207a	-	76949399	76978558
NM_001081452	Gm10024	+	77174190	77174754
NM_001162944	Gm10318	+	77315603	77316533
NM_001024709	Krtap10-10	+	77298691	77299996
NM_026431	1810043G02Rik	+	77441394	77448183
NM_138301	Trpm2	-	77370466	77432617
NM_145152	Lrrc3	-	77360319	77365281
NM_001081695	Dnmt3l	+	77505031	77526367
NM_001284199	Dnmt3l	+	77518079	77526367
NM_001284198	Dnmt3l	+	77518079	77526367
NM_001284197	Dnmt3l	+	77512703	77526367
NM_001284200	Dnmt3l	+	77518079	77526367
NM_001271559	Aire	-	77492766	77506355
NM_001271555	Aire	-	77492766	77506355
NM_019448	Dnmt3l	+	77512586	77526367
NM_001271554	Aire	-	77492766	77506355
NM_009646	Aire	-	77492766	77506355
NM_001271553	Aire	-	77492766	77506355
NM_001271552	Aire	-	77492766	77506355
NM_001271551	Aire	-	77492766	77506355
NM_001271550	Aire	-	77492766	77506355
NM_001271549	Aire	-	77492766	77506355
NM_001271556	Aire	-	77492766	77506355
NM_001271558	Aire	-	77492766	77506355
NM_001271557	Aire	-	77492766	77506355
NM_007793	Cstb	+	77888414	77890367
NM_172134	Pdxk	-	77899491	77927693
NM_010925	Rrp1	-	77863106	77875788
NM_027875	Syde1	-	78047247	78054709
NM_173751	Ilvbl	+	78037244	78047247
NM_001011737	Olfr1357	-	78074413	78080819
NM_027630	Ccdc105	-	78209668	78215812
NM_009809	Casp14	-	78174739	78181038
NM_001199840	Olfr1354	+	78379586	78380681
NM_207571	Olfr1355	+	78338293	78342851
NM_147041	Olfr57	+	78497467	78498547
NM_147040	Olfr1351	+	78480068	78481028
NM_147071	Olfr1352	+	78443794	78447466
NM_147042	Olfr1353	+	78426053	78433357
NM_001004362	2610008E11Rik	-	78527118	78560345
